id,name,status,sub_cate_id
15419,kohinoor sabzi masala,1,27
15420,kwality gobi manchurian,1,27
15421,noodles masala powder,1,27
15422,maggi  veg fried rice instant spice mix,1,27
15423,maggi veg fried rice masala,1,27
15424,lemon rice powder,1,27
15425,mtr lemon rice,1,27
15426,lemon rice powder 50g,1,27
15427,mtr palao masala,1,27
15428,palao masala 50g,1,27
15429,palav masala in mtr,1,27
15430,gobi manchurian in kwality,1,27
15431,noodles masala powder 100g,1,27
15432,sabzi masala,1,27
15433,sabzi masala in kohinoor,1,27
15434,mtr tomato rice,1,27
15435,tomato rice powder,1,27
15436,tomato rice powder 100g,1,27
15437,vangi bath masala,1,27
15438,mtr vangi bath masala,1,27
15439,mtr vangi bath masala 100g,1,27
15440,mtr vangi bath masala 200g,1,27
15441,vangi bath masala 100g,1,27
15442,vangi bath masala 200g,1,27
15443,pann,1,27
15444,gulkand shahi paan,1,27
15445,gulkand shahi paan 100g,1,27
15446,pani puri masala,1,27
15447,natural bite pani puri,1,27
15448,natural bite pani puri 200g,1,27
15449,pani puri masala  200g,1,27
15450,natural bite amla,1,27
15451,natural bite amla 100g,1,27
15452,meethi imli,1,27
15453,natural bite meethi imli,1,27
15454,meethi imli 100g pack,1,27
15455,natural bite meethi imli 100g pack,1,27
15456,natural pumpkin seeds,1,27
15457,pumpkin seeds 200g,1,27
15458,natural bite pumpkin seeds 200g,1,27
15459,only 1 garlic herb bread seasoning 48 g,1,27
15460,only 1 mexican seasoning 50 g,1,27
15461,only 1 paprika powder 52 g,1,27
15462,only 1 piri piri seasoning 52 g,1,27
15463,italian seasoning grinder,1,27
15464,mixed herbs,1,27
15465,oregano dried herb 10g,1,27
15466,pasta seasoning,1,27
15467,pizza seasoning,1,27
15468,herb bread seasoning,1,27
15469,mexiacan seasoning,1,27
15470,paprika,1,27
15471,tom yummy paste,1,27
15472,real thai tom yum paste,1,27
15473,smith & jones pasta masala 54g,1,27
15474,pasta masala 54g,1,27
15475,peri peri masala 48g,1,27
15476,real thai tom paste,1,27
15477,tata sampana dal tadaka masala 100g,1,27
15478,dal tadaka masala,1,27
15479,dal tadaka masala 100g,1,27
15480,winny kabab masala 100g,1,27
15481,mdh amchur powder,1,27
15482,mdh amchur powder 100g,1,27
15483,coconut powder 500g,1,27
15484,klf coconut powder ,1,27
11121,"only pasta seasoning, 30g",1,27
11122,"only pizza seasoning, 28g",1,27
10295,only mixed herbs 14g,1,27
10296,only oregano 10 g,1,27
