id,name,status,sub_cate_id
16334,amulya in dairy,1,32
16335,amulya dairy whitner 27g,1,32
16336,amulya dairy whitner,1,32
16337,nestle dairy whitner,1,32
16338,amulya dairy whitner 200g pack,1,32
16339,amulya dairy whitner 500g pack,1,32
16340,amulya dairy whitner 1kg pack,1,32
16341,nestle dairy whitner 200g pack,1,32
16342,nestle dairy whitner 400g pack,1,32
16343,nestle dairy whitner 1kg pack,1,32
16344,amulya dairy whitner 27g pack,1,32
16345,dairy whitner 200g pack,1,32
16346,dairy whitner 1kg pack,1,32
16347,dairy whitner 500g pack,1,32
16348,dairy whitner 400g pack,1,32
16349,milk powder 200g pack,1,32
16350,milk powder 1kg pack,1,32
16351,milk powder 500g pack,1,32
16352,milk powder 400g pack,1,32
16353,amul kool badam drink,1,32
16354,amul cool café drink,1,32
16355,amul lassi tetra pack,1,32
16356,amul lassi tetra pack 250ml,1,32
16357,amul lassi tetra pack 1ltr,1,32
16358,amul lassi tetra pack 200ml,1,32
16359,amul shrikhand badam pista drink,1,32
16360,amul shrikhand elaichi drink,1,32
16361,amul shrikhand kesar drink,1,32
16362,amul shrikhand mango drink,1,32
16363,cavin lassi mango drink,1,32
16364,delcta dairy cream drink,1,32
16365,dreamery mango drink,1,32
16366,dreamery choco drink,1,32
16367,yakult light drink 65ml,1,32
16368,dlecta dairy cream 200ml,1,32
16369,dlecta dairy cream 1000ml,1,32
16370,cream pot ice cream in dairy,1,32
16371,dreamery mshake choco 180 ml,1,32
16372,godrej jersey vanilla shake 180 ml,1,32
16373,so good almond fresh vanilla 200ml,1,32
16374,so good almond fresh unsweetened 200 ml,1,32
16375,so good soy elaichi 200ml,1,32
16376,sunfeast nutshake kesar badam 180ml,1,32
16377,tendo coconut almond shake badam 180ml,1,32
16378,tendo coconut vannila shake 180 ml,1,32
16379,yakult light drink bottle 65 ml,1,32
16380,lassi cool drink,1,32
16381,badam cool drink,1,32
16382,mango cool drink,1,32
16383,elaichi cool drink,1,32
16384,vanilla cool drink,1,32
16385,almond cool drink,1,32
16386,kesar cool drink,1,32
16387,cool drink 180 ml,1,32
16388,milk shake 180 ml pack,1,32
16389,cool drink 200 ml pack,1,32
16390,milk shake 200 ml pack,1,32
16391,cool drink 500 ml pack,1,32
16392,milk shake 500 ml pack,1,32
16393,cream pot kulfi ice cream 200 ml pack,1,33
16394,cream pot mango ice cream 1l pack,1,33
16395,cream pot slice kulfi ice cream 300 g pack,1,33
16396,cream pot vanilla ice cream 4 l pack,1,33
16397,cream pot vanilla magic ice cream 1l pack,1,33
16398,cream pot butter scotch ice cream 4l pack,1,33
16399,matka kulfi ice cream in cream pot,1,33
16400,mango ice cream in cream pot,1,33
16401,slice kulfi ice cream in cream pot,1,33
16402,vanilla ice cream in cream pot,1,33
16403,vanilla magic ice cream in cream pot,1,33
16404,butter scotch ice cream in cream pot,1,33
