id,tax_class
103683,5
103730,5
169000,5
185568,5
188081,18
204772,5
204912,12
213239,5
213240,5
213243,5
213244,5
222783,18
228408,18
251191,5
256648,5
258391,18
263492,18
263493,18
263663,18
263859,18
264001,18
264105,18
264432,18
264677,18
266156,18
267016,18
268023,5
271209,5
271440,5
271980,5
275627,5
275817,5
275825,5
276653,18
277102,18
279815,5
280839,18
283555,18
290719,18
292361,18
295812,18
295813,18
296072,18
299671,18
301309,5
301324,5
302131,5
302138,12
302147,12
302150,12
303409,18
303412,18
312650,18
319335,18
319336,18
319340,18
327217,18
329988,18
336007,18
337677,5
338536,18
342677,18
342684,18
343820,18
343971,5
346515,5
348076,18
348084,18
351360,12
351782,18
353191,18
353329,18
358710,5
358713,5
371890,18
371892,18
375518,18
375519,18
375520,18
375521,18
376911,18
377039,18
377844,5
378345,5
379577,5
379578,5
380584,18
380708,18
381208,12
381209,12
381259,18
381815,18
382075,18
382132,5
384274,5
384341,5
384342,5
384351,5
385297,18
387993,18
388144,18
388963,5
391661,12
391798,18
392739,5
392744,5
392747,5
392749,5
392750,5
392751,5
392752,5
392754,5
392755,5
392757,5
392758,5
392759,5
392762,5
392763,5
392764,5
392765,5
392767,5
392768,5
392771,5
392772,5
392774,5
392776,5
392777,5
392779,5
392780,5
392781,5
392785,5
392804,5
392807,5
392810,5
392814,5
392821,5
392823,5
392842,5
392845,5
392846,5
392847,5
392848,5
392853,5
392856,5
392863,5
392867,5
392911,18
392961,18
392966,18
392991,5
399027,18
399028,18
399491,5
399492,5
399493,5
399522,5
399533,5
400384,18
400385,18
402185,5
402189,5
402191,5
402701,5
402775,18
402776,18
402777,18
402831,18
403206,18
403960,12
403961,12
404653,5
404654,5
404657,5
404658,5
404659,5
404836,18
408277,40
408555,18
408819,18
408948,5
408949,5
408962,12
409088,12
409092,5
409097,5
409149,5
409564,12
409649,18
409707,18
409727,12
409827,18
409890,18
410196,18
410300,18
410660,18
410670,12
410777,18
411247,18
411416,18
411580,18
411892,18
411893,18
411953,18
412413,5
412414,5
412415,5
412430,12
412593,12
413314,18
413359,12
413418,18
413691,12
413701,18
413702,18
413754,5
413784,5
414420,5
414686,12
416410,18
420439,12
BG1024/16,18
BG3006,18
