nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,392750,49,392750.jpg,Kabuli Chana 1 kg,"[""392750.jpg"",""392750-1.jpg"",""392750-2.jpg"",""392750-3.jpg"","" "",]",175,145,17,1,2,25,0,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,5,10879|297,713
