nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
0,KD_65X80J ,46,KD_65X80J .jpg,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X80J (Black) (2021 Model) | with Alexa Compatibility,"[""KD_65X80J .jpg"",KD_65X80J-1.jpg"",KD_65X80J-2.jpg,""KD_65X80J-2.jpg""]",179999,109195,40,-1,12,68,1,0,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,5,5,1,0,[],0,18,14081|14082|14083|14084|14085,8518,705
