id,tax_class
273494,5
127362,12
290829,5
274791,5
228408,0
392821,0
169052,5
258588,12
316326,5
266577,12
412414,0
119705,12
402733,0
279803,0
241600,0
240122,5
279831,0
264515,12
103683,0
265692,12
263122,12
263128,12
103683,18
271205,5
264565,5
184607,5
163575,12
392751,0
315431,12
255611,5
343971,0
404653,0
103683,0
126906,5
392747,0
241600,0
270509,12
264515,12
267392,12
333927,12
279588,5
258588,12
240122,5
392747,0
290829,5
279803,0
274791,5
392747,0
