id,name,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
279853,24 Mantra Organic Whole Wheat Atta 1Kg,0,0,1,1,0,0,0,0,0,0
301987,24 Mantra Organic Whole Wheat Atta 5Kg,0,0,1,5,0,0,0,0,0,0
301309,Jowar Flour 500G,1,500,0,0,0,0,0,0,0,0
399491,Whole Wheat Chakki Atta 1Kg,0,0,1,1,0,0,0,0,0,0
273071,Double Horse Rice Flour 1Kg ,0,0,1,1,0,0,0,0,0,0
387225,Double Horse Wheat Broken Fine 500G,1,500,0,0,0,0,0,0,0,0
269806,Double Horse Rice Flour 500G ,1,500,0,0,0,0,0,0,0,0
258588,Nutrella Soya Chunks 200G Cartoon,1,200,0,0,0,0,0,0,0,0
378384,Organic Tattva Wheat Flour 5Kg,0,0,1,5,0,0,0,0,0,0
402738,Pro Nature Organic Ragi Flour 500G,1,500,0,0,0,0,0,0,0,0
388092,Tata Sampann Urad Whole 500 G,1,500,0,0,0,0,0,0,0,0
392757,Urad Dal Split 1Kg,0,0,1,1,0,0,0,0,0,0
392779,Urad Dal Split 10Kg,0,0,1,10,0,0,0,0,0,0
392847,Urad Whole 10Kg,0,0,1,10,0,0,0,0,0,0
299715,Clean & Clear Foaming Face Wash 100Ml,0,0,0,0,0,0,0,0,1,100
412901,Eno Fruit Salt Lemon Flavour 6 Sachets 30G,1,30,0,0,0,0,0,0,0,0
331365,Garnier Men Acno Fight Anti Pimple Face Wash 100G,1,100,0,0,0,0,0,0,0,0
345879,Garnier Men Turbo Bright Anti Polution Doble Action Face Wash 50G,1,50,0,0,0,0,0,0,0,0
334571,Joy Pure Neem Skin Purifying Face Wash 100Ml,0,0,0,0,0,0,0,0,1,100
331528,Joy Skin Fruits Fruit Moisturizing Skin Cream 50Ml,0,0,0,0,0,0,0,0,1,50
281465,Lakme Cleansing Milk Depp Cleanser Gentle Care 120Ml,0,0,0,0,0,0,0,0,1,120
344521,Lotus Herbals Safe Sun Uv Screen Matte Gel 100G,1,100,0,0,0,0,0,0,0,0
383534,Ponds Moisturizing Cream 6G Pack Of 64,1,6,0,0,0,0,0,0,0,0
205660,Ponds Bright Beauty Serum Creeam Spotless Glow 50G,1,50,0,0,0,0,0,0,0,0
319335,Skore Condoms Assorted Colours & Dotted Shades 10N,0,0,0,0,1,1,0,0,0,0
286741,Vaseline Intensive Care Cocoa Glow Body Lotion 400Ml,0,0,0,0,0,0,0,0,1,400
340126,Vlcc Natural Sciences Almond Honey Deep Nourishing Skin Brightening Body Lotion 350Ml,0,0,0,0,0,0,0,0,1,350
409695,Vlcc Natural Sciences Ullimo Blends Charcoal Face Wash 100G,1,100,0,0,0,0,0,0,0,0
286536,Zandu Pancharishta Ayurvedic Digestive Tonic 450Ml,0,0,0,0,0,0,0,0,1,450
