id,name
101823,Wilkinson Ss Blades 20'N (Pack Of 20)
182214,BAND-AID Wash Proof Jar 100'N (100 + 30 FREE)
263775,Hajmola Imli Digestive Pills Plastic Bottle 120'N
277102,Stayfree Dry Max All Night ULa Dry Xl (14Pc)
315089,Premier Facial Tissues 60 Napkins
323957,Johnsons Band Aid Flexi 100'N
324304,Sofi Soft Napkins 80'N (Buy 1 get 1 Free)
324307,Origami Soft Face Tissues 100'N
342666,Himalaya Ayurslim Capsules(60'N X 3)
343422,Medimix Ayurvedic Combi 125X3
355598,Vicks Cough Drops(190'N)
369606,Fine Life Cotton Buds Plastic Jar(200'N)
369608,Fine Life Cotton Buds Plastic Jar(100'N)
374765,Fine Life Cotton Balls(100'N)
397008,Hajmola Chatcola 120'N Jar
397009,Hajmola Chatcola 160'N Jar
398566,Nicotex - 2 (Mint Plus)
404836,Paree Super Soft Regular 7'N
