id,original_price,sell_price,discount,variations_types,stocks,size
250468,28,25,11,1000|500|250,0,1
279433,253,230,10,1000|500|2000,100,1
249889,193,175,10,1000|500|2000,100,1
253355,385,350,10,1000|500|2000,100,1
