id,original_price,sell_price,discount,variations_types,stocks,size
274125,875,805,8,[],30,0
276384,45,27,40,[],0,0
169052,32,29,10,[],0,0
270242,62,56,10,[],0,0
297720,150,75,50,[],0,0
329297,235,226,4,[],0,0
360476,25,24,4,[],0,0
340268,720,648,10,[],0,0
