id,cate_id,sub_cate_id
10000,15,74
10003,15,74
10007,15,74
10013,15,74
10016,15,74
10020,15,74
10024,15,74
10025,15,74
10027,15,74
10030,15,74
10033,15,74
10035,15,74
10037,15,74
10038,15,74
10200,15,74
10201,15,74
10203,15,74
10204,15,74
10206,15,74
10207,15,74
10209,15,74
10211,15,74
10212,15,74
10213,15,74
10275,15,74
10276,15,74
10707,15,74
10709,15,74
10717,15,74
10725,15,74
10726,15,74
10728,15,74
10733,15,74
10734,15,74
10755,15,74
10756,15,74
10757,15,74
10760,15,74
10902,15,74
11052,15,74
11545,15,74
11566,15,74
11567,15,74
11568,15,74
11569,15,74
11603,15,74
11604,15,74
11605,15,74
11607,15,74
11651,15,74
11652,15,74
11653,15,74
11654,15,74
11655,15,74
11656,15,74
11657,15,74
11730,15,74
12000,15,74
12001,15,74
12105,15,74
1404,15,74
1409,15,74
1410,15,74
1415,15,74
1417,15,74
1418,15,74
1501,15,74
1502,15,74
1503,15,74
1504,15,74
1505,15,74
1506,15,74
1507,15,74
1508,15,74
1509,15,74
1510,15,74
1513,15,74
1514,15,74
1710,15,73
1715,15,73
1723,15,73
1727,15,73
1728,15,73
1729,15,73
20021,15,74
20223,15,74
20224,15,74
20225,15,74
20229,15,74
20230,15,74
20231,15,74
20232,15,74
20235,15,74
20236,15,74
20238,15,74
20239,15,74
20240,15,74
20242,15,74
20247,15,74
20248,15,74
20249,15,74
20250,15,74
20251,15,74
20254,15,74
20307,15,74
20327,15,74
20330,15,74
20355,15,74
20357,15,74
20359,15,74
20360,15,74
20375,15,74
20429,15,74
20454,15,74
20457,15,74
20459,15,74
20504,15,74
20513,15,74
20551,15,74
20552,15,74
20601,15,74
20651,15,74
20652,15,74
20653,15,74
20654,15,74
2100096342,15,74
2100096348,15,74
2100096353,15,74
2100102552,15,74
216,15,73
242,15,73
244,15,73
2451,15,74
2452,15,74
2459,15,74
25654,15,74
271,15,73
29124,15,74
30495,15,74
30496,15,74
30601,15,74
30602,15,74
30603,15,74
30604,15,74
30609,15,74
30610,15,74
30709,15,74
30710,15,74
30711,15,74
30712,15,74
30713,15,74
30714,15,74
30715,15,74
30716,15,74
30720,15,74
30725,15,74
30726,15,74
30727,15,74
30728,15,74
30729,15,74
30730,15,74
30731,15,74
30732,15,74
30733,15,74
30734,15,74
30735,15,74
30739,15,74
30747,15,74
30837,15,74
30843,15,74
30844,15,74
30845,15,74
30880,15,74
30894,15,74
30956,15,74
30967,15,74
30968,15,74
3401,15,74
3405,15,74
3408,15,74
3410,15,74
3412,15,74
3436,15,74
3451,15,73
3501,15,74
3502,15,74
35035,15,74
35036,15,74
35037,15,74
35038,15,74
35039,15,74
3504,15,74
35044,15,74
35045,15,74
3505,15,74
3506,15,74
3507,15,74
3510,15,74
3511,15,74
35118,15,74
3512,15,74
3513,15,74
36022,15,74
36023,15,74
36024,15,74
36301,15,74
36302,15,74
36304,15,74
36305,15,74
36307,15,74
36308,15,74
36310,15,74
36311,15,74
36314,15,74
36316,15,74
36318,15,74
36331,15,74
36406,15,74
36407,15,74
36501,15,74
36502,15,74
36503,15,74
36717,15,74
36718,15,74
36720,15,74
36722,15,74
36725,15,74
36728,15,74
36753,15,74
36758,15,74
36775,15,74
36777,15,74
36778,15,74
36779,15,74
36788,15,74
36789,15,74
36800,15,74
36802,15,74
36804,15,74
36805,15,74
36806,15,74
36807,15,74
36818,15,74
36819,15,74
36820,15,74
36821,15,74
36822,15,74
36824,15,74
36825,15,74
36826,15,74
3701,15,73
3702,15,73
3703,15,73
37067,15,74
37068,15,74
40000,15,74
40003,15,74
40053,15,74
40054,15,74
40066,15,74
40068,15,74
40073,15,74
40077,15,74
40078,15,74
40081,15,74
40082,15,74
40088,15,74
40089,15,74
40090,15,74
40091,15,74
40150,15,74
40158,15,74
40166,15,74
40170,15,74
40173,15,74
40177,15,74
40184,15,74
40185,15,74
40186,15,74
40187,15,74
402,15,73
40205,15,74
40211,15,74
40257,15,74
40271,15,74
40274,15,74
40278,15,74
40287,15,74
40289,15,74
40355,15,74
40356,15,74
40358,15,74
403710526N,15,74
404700003001U,15,74
404700203001U,15,74
404700204001U,15,74
404700402001U,15,74
404700403001U,15,74
41011,15,74
41012,15,74
41015,15,74
41030,15,74
41033,15,74
41038,15,74
41043,15,74
41107,15,74
41108,15,74
41110,15,74
41115,15,74
41116,15,74
412,15,73
41266,15,74
41268,15,74
41269,15,74
41271,15,74
41279,15,74
41281,15,74
41282,15,74
41286,15,74
413,15,73
41467,15,74
41468,15,74
41496,15,74
41573,15,74
41575,15,74
41576,15,74
41584,15,74
41587,15,74
41588,15,74
41593,15,74
41596,15,74
416,15,73
41704,15,74
41705,15,74
41714,15,74
41752,15,74
41760,15,74
41764,15,74
41765,15,74
41766,15,74
419,15,74
422,15,74
42202,15,74
42205,15,74
42214,15,74
42218,15,74
42275,15,74
42613,15,74
42783,15,74
42803,15,74
43024,15,74
43038,15,74
43047,15,74
4403,15,74
4405,15,74
4406,15,74
4407,15,74
4408,15,74
4409,15,74
4410,15,74
4411,15,74
4412,15,74
501,15,74
502,15,73
505,15,74
509,15,74
516,15,74
517,15,74
521,15,74
525,15,74
529,15,73
534,15,74
536,15,74
550,15,74
551,15,74
558,15,74
559,15,74
560,15,74
569,15,74
571,15,74
6,15,73
603,15,73
60478,15,74
605,15,73
703,15,73
710,15,73
711,15,73
712,15,73
715,15,73
717,15,73
719,15,73
723,15,73
725,15,73
729,15,73
737,15,73
738,15,73
740,15,73
741,15,73
743,15,73
744,15,73
801,15,73
804,15,73
817,15,73
902,15,73
916,15,73
99506,15,74
99530,15,74
99531,15,74
99532,15,74
99533,15,74
AA-2074,15,74
AP12WL,15,74
BEL550MS0I,15,74
BG-1001B,15,74
BG-1002B,15,74
BG-1003B,15,74
BG-1089B,15,74
BG-1092B,15,74
BG-1093B,15,74
BG-1095B,15,74
BG-1096B,15,74
BG-1097B,15,74
BG-193,15,74
BG-194,15,74
BG-197,15,74
BG-20501,15,74
BG-31030,15,74
BG-31031,15,74
BG-31032,15,74
BG-31033,15,74
BG-31034,15,74
BG-31035,15,74
BG-31036,15,74
BG-31140,15,74
BG-31141,15,74
BG-31142,15,74
BG-31149,15,74
BG-31150,15,74
BG-31151,15,74
BG-31153,15,74
BG-31154,15,74
BG-31157,15,74
BG-31158,15,74
BG-31159,15,74
BG-31161,15,74
BG-31162,15,74
BG-31165,15,74
BG-31166,15,74
BG-31167,15,74
BG-31168,15,74
BG-31170,15,74
BG-31171,15,74
BG-31172,15,74
BG-31173,15,74
BG-31247,15,74
BG-31248,15,74
BG-31249,15,74
BG-31250,15,74
BG-31251,15,74
BG-31253,15,74
BG-31254,15,74
BG-31260,15,74
BG-31262,15,74
BG-31263,15,74
BG-31264,15,74
BG-31266,15,74
BG-31269,15,74
BG-31272,15,74
BG-31277,15,74
BG-3200,15,74
BG-34102,15,74
BG-5028,15,74
BG-6328,15,74
BG-6331,15,74
BG-6334,15,74
BG-6347,15,74
BG-6349,15,74
BG-7099,15,74
BG-9947,15,74
BG-9948,15,74
BG-9949,15,74
BG-9955,15,74
BG-9956,15,74
BG-9958,15,74
BG-9959,15,74
BG-9960,15,74
BTF-001,15,74
BTF-002,15,74
BTF-003,15,74
BTF-004,15,74
BTF-005,15,74
BTF-006,15,74
BTF-007,15,74
BTF-008,15,74
BTF-009,15,74
BTF-010,15,74
BTF-011,15,74
BTF-012,15,74
BTF-013,15,74
BTF-014,15,74
BTF-015,15,74
BTF-016,15,74
BTF-017,15,74
BTF-018,15,74
BTF-019,15,74
BTF-020,15,74
BTF-021,15,74
BTF-022,15,74
BTF-023,15,74
BTF-024,15,74
BTF-025,15,74
BTF-026,15,74
BTF-027,15,74
BTF-028,15,74
BTF-029,15,74
BTF-030,15,74
BTF-031,15,74
BTF-032,15,74
BTF-033,15,74
BTF-034,15,74
BTF-035,15,74
CY6240,15,74
DIB098G50I,15,74
DIG098G50I,15,74
DWB068D50I,15,74
DWB068G50I,15,74
DWB068G60I,15,74
DWB098D50I,15,74
DWB098G50I,15,74
DWB098G60I,15,74
DWB65BC50I,15,74
DWB95BC50I,15,74
DWB97FM50I,15,74
DWG068D50I,15,74
DWG068D60I,15,74
DWG098D50I,15,74
DWG098D60I,15,74
DWH068D60I,15,74
DWH098D60I,15,74
DWK065G60I,15,74
DWK068G60I,15,74
DWK098G60I,15,74
HBA574BR0Z,15,74
HBF010BR0Z,15,74
HBF113BR0Z,15,74
HMT75M551I,15,74
KRMPL18W2SCJJ,15,74
KRMPR18W2SCJJ,15,74
PGN004,15,74
