id,original_price,sell_price,stocks,variations_types,size
163584,236,232,204,[],0
266585,68,66,136,[],0
268005,60,59,450,[],0
268008,195,180,56,[],0
268009,90,87,317,[],0
268011,100,92,72,[],0
268042,55,53,576,[],0
268932,73,71,77,[],0
279813,70,65,176,[],0
279819,25,24,564,[],0
279822,28,27,2363,[],0
280677,115,111,499,[],0
282197,37,36,44,[],0
282212,75,72,58,[],0
284013,80,77,278,[],0
284319,67,62,372,[],0
332930,50,45,258,[],0
335603,109,101,114,[],0
336832,60,56,277,[],0
340748,94,87,186,[],0
340749,75,69,236,[],0
340750,62,58,186,[],0
340752,243,224,68,[],0
340754,34,32,29,[],0
340759,33,31,132,[],0
359000,48,44,0,[],0
382131,99,92,0,[],0
382182,20,20,771,[],0
382183,25,25,160,[],0
385077,45,32,841,[],0
400020,99,96,45,[],0
401672,999,550,948,[],0
407941,65,60,0,[],0
413079,245,226,85,[],0
420434,449,270,0,[],0
420450,299,120,73,[],0
422492,78,72,59,[],0
385077,45,32,841,[],0
102932,199,180,0,[],0
118443,270,249,0,[],0
252876,190,175,77,[],0
254688,245,221,37,[],0
255874,83,80,166,[],0
260654,48,45,130,[],0
261502,120,111,158,[],0
263108,99,92,39,[],0
263772,160,148,148,[],0
263924,80,77,238,[],0
266820,72,67,256,[],0
266841,99,92,517,[],0
272096,899,828,0,[],0
272107,899,828,0,[],0
274521,37,35,187,[],0
274523,65,60,128,[],0
275815,390,351,159,[],0
276729,210,194,273,[],0
276730,130,120,266,[],0
281494,55,51,856,[],0
285264,120,116,92,[],0
285410,188,185,92,[],0
286710,210,194,120,[],0
286711,37,36,1153,[],0
286713,67,65,211,[],0
286715,124,120,106,[],0
286731,195,180,119,[],0
290384,63,61,661,[],0
294896,425,391,80,[],0
300010,645,581,60,[],0
320904,225,207,0,[],0
320915,99,92,0,[],0
325395,67,62,68,[],0
325552,225,216,326,[],0
333093,449,414,0,[],0
333094,299,276,100,[],0
344519,375,338,35,[],0
345202,190,175,0,[],0
345343,40,39,422,[],0
345349,91,88,108,[],0
357347,60,59,66,[],0
357650,449,414,180,[],0
369697,399,368,0,[],0
376584,235,217,0,[],0
397486,120,111,0,[],0
397877,275,253,0,[],0
400800,225,216,335,[],0
403577,90,83,131,[],0
404794,75,69,147,[],0
409697,350,322,90,[],0
414655,399,368,28,[],0
420621,125,113,78,[],0
423804,75,68,0,[],0
239335,470,400,36,[],0
275438,280,252,0,[],0
275439,120,108,1012,[],0
355598,195,176,0,[],0
305910,72,70,74,[],0
260637,199,184,37,[],0
293399,50,46,0,[],0
294729,69,67,194,[],0
336225,300,270,79,[],0
345574,295,284,110,[],0
387136,99,92,165,[],0
405498,369,340,47,[],0
408393,249,230,0,[],0
411148,395,356,0,[],0
411149,295,266,78,[],0
346542,270,249,0,[],0
414048,99,92,0,[],0
251220,550,506,0,[],0
251249,620,571,0,[],0
189101,180,166,271,[],0
106103,120,116,61,[],0
