id,cate_id,sub_cate_id
250645,1,21
250647,1,21
250658,1,21
250664,1,21
250665,1,21
250667,1,21
253355,1,21
279427,1,21
317850,1,21
368287,1,21
405138,1,21
405140,1,21
405141,1,21
405143,1,21
405146,1,21
405147,1,21
405149,1,21
405152,1,21
405154,1,21
405155,1,21
405156,1,21
405158,1,21
405161,1,21
405162,1,21
405163,1,21
405186,1,21
405190,1,21
405193,1,21
405194,1,21
405202,1,21
405215,1,21
405216,1,21
250679,1,97
250680,1,97
250683,1,97
250685,1,97
250687,1,97
250689,1,97
