id,original_price,sell_price,variations_types,stocks
418768,225,164,[],100
420450,299,128,[],0
384205,1099,626,[],0
277149,732,380,[],0
277148,732,380,[],0
275236,299,200,[],100
167976,699,468,[],100
275244,399,207,[],100
284711,149,64,[],100
413461,2000,680,[],100
321325,170,154,[],0
277136,86,78,[],0
424060,60,57,[],100
423351,549,367,[],0
423345,350,199,[],100
412211,290,194,[],0
