id,name,status,sub_cate_id
14754,sundrop lite oil,1,140
14755,sundrop nutrilite oil,1,140
14756,sundrop nutrilite oil 5ltr,1,140
14757,sasive enne,1,140
14758,sarason ka tel,1,140
14759,kachi ghani mustard oil,1,140
14760,organic mustard oil,1,140
14761,pure mustard oil,1,140
14762,mustard oil 1ltr,1,140
14763,mustard oil 500ml,1,140
14764,dhara mustard oil,1,140
14765,fortune mustard oil,1,140
14766,fine life mustard oil,1,140
14767,24 mantra organic mustard oil,1,140
14768,patanjali mustard oil,1,140
14769,pro organic mustard oil,1,140
14770,safal refined rice bran oil 5l,1,140
14771,sunpure refined rice bran oil 5l,1,140
14772,akki hottu enne,1,140
14773,rice bran oil 1ltr,1,140
14774,rice bran oil 5ltr,1,140
14775,rice bran cooking oil,1,140
14776,dhara rice brain oil,1,140
14777,fortune rice brain oil ,1,140
14778,safal rice brain oil,1,140
14779,sunpure rice brain oil,1,140
14780,dhara rice brain oil 1ltr,1,140
14781,fortune rice brain oil 1ltr,1,140
14782,safal rice brain oil 1tr,1,140
14783,sunpure rice brain oil 1ltr,1,140
14784,dhara rice brain oil 5ltr,1,140
14785,fortune rice brain oil 5ltr,1,140
14786,safal rice brain oil 5ltr,1,140
14787,sunpure rice brain oil 5ltr,1,140
14788,palm jyothi refined palmolein oil,1,140
14789,palm jyothi refined palmolein oil 1ltr,1,140
14790,palm jyothi refined palmolein oil 1ltr pack of 10,1,140
14791,palmolein oil,1,140
14792,palm oil,1,140
14793,palmolein oil 1ltr,1,140
14794,palmolein oil 500ml,1,140
14795,palmolein oil 15kg tin,1,140
14796,palmpure refined cooking oil,1,140
14797,palmpure refined cooking oil 1ltr,1,140
14798,ruchi gold palm oil ,1,140
14799,ruchi gold palm oil 1ltr,1,140
14800,ruchi gold palm oil  500ml,1,140
14801,ruchi gold palm oil  15kg tin,1,140
14802,ruchi gold palm oil 1ltr pack,1,140
14803,ruchi gold palm oil  500ml pouch,1,140
14804,canola oil 1ltr,1,140
14805,canola oil 5ltr,1,140
14806,canola oil,1,140
14807,hudson canola oil 5ltr,1,140
14808,hudson canola oil 1ltr,1,140
14809,borges canola oil 1ltr,1,140
14810,borges canola oil 5ltr,1,140
14811,canola cooking oil ,1,140
14812,canola oil clod pressed,1,140
14813,kanola tel,1,140
14814,canola oil 1ltr pack,1,140
14815,canola oil 5ltr can,1,140
14816,vanaspati 1ltr,1,140
14817,vanaspati 500ml,1,140
14818,vanaspati 1ltr pouch,1,140
14819,vanaspati 500ml pack,1,140
14820,gold winner vanaspati 1ltr,1,140
14821,gold winner vanaspati 500ml,1,140
