id,original_price,sell_price,variations_types,stocks,size
250103,99,90,1000|500|2000,0,1
250553,55,50,1000|500|2000,0,1
250110,94,85,1000|500|2000,0,1
250474,109,99,1000|500|250,0,1
250638,319,290,1000|500|2000,0,1
