id,name,status,sub_cate_id
16202,amul malai paneer cube 1kg,1,32
16203,dairy talesa2 paneer 200g,1,32
16204,dodla paneer 1 kg,1,32
16205,dodla paneer 200 g,1,32
16206,gowardhan paneer cube 1kg,1,32
16207,heritage fresh paneer 1 kg,1,32
16208,heritage fresh paneer 200 g,1,32
16209,id paneer soft & creamy 200 g,1,32
16210,thirumala paneer 500g,1,32
16211,amul paneer ,1,32
16212,biyas paneer,1,32
16213,dairy talesa paneer,1,32
16214,dodla paneer,1,32
16215,gowardhan paneer,1,32
16216,heritage paneer,1,32
16217,id paneer,1,32
16218,namdhari panner,1,32
16219,nandini panner,1,32
16220,tirumala panner,1,32
16221,paneer 500g pack,1,32
16222,paneer 1kg pack,1,32
16223,paneer 200g pack,1,32
16224,paneer 300g pack,1,32
16225,paneer in amul,1,32
16226,paneer in briyas,1,32
16227,paneer in dairy ,1,32
16228,paneer in dodla,1,32
16229,paneer in gowardhan,1,32
16230,paneer in heritage,1,32
16231,paneer in id,1,32
16232,paneer in namdhari,1,32
16233,paneer in nandini,1,32
16234,paneer in tirumala,1,32
16235,butter 500g pack,1,32
16236,butter 100g pack,1,32
16237,butter 200g pack,1,32
16238,pasteurised butter in dairy,1,32
16239,salted butter in dairy,1,32
16240,un salted butter in dairy,1,32
16241,garlic butter in dairy,1,32
16242,elachi butter in dairy,1,32
16243,butter pasteurised in fresh amul,1,32
16244,butter in fresh amul,1,32
16245,garlic butter in fresh amul,1,32
16246,elachi butter in fresh amul,1,32
16247,butter pasteurised in gowardhan,1,32
16248,butter fresh in nandini,1,32
16249,butter spread in nutralite,1,32
16250,butter salted in president,1,32
16251,butter pasteurised in fresh mother dairy,1,32
16252,butter table pasteurised in mother dairy,1,32
16253,amul butter pasteurised 100g pack of 10,1,32
16254,amul butter pasteurised tub 200g,1,32
16255,amul butter 50 g,1,32
16256,amul butter pasteurised 10g pack of 100pcs,1,32
16257,amul butter unsalted 500 g,1,32
16258,amul elaichi nankhatai butter 200 g,1,32
16259,mother dairy pasteurized table butter 500g,1,32
16260,dairy tales a2 set curd 400g,1,32
16261,curd in namdharis,1,32
16262,curd in nandini,1,32
16263,curd 500ml pack,1,32
16264,curd 400g pack,1,32
16265,curd 1ltr pack,1,32
16266,curd 200ml pack,1,32
16267,curd in epigamia,1,32
16268,nandini curd 1ltr,1,32
16269,nandini curd 500ml,1,32
16270,nandini curd 200ml,1,32
16271,nandini curd 400g,1,32
16272,namdhari curd 400g,1,32
16273,epigamia curd 400g pack,1,32
16274,dairy curd 400g pack,1,32
16275,fresh cream 250g,1,32
16276,fresh cream 1ltr,1,32
16277,fresh cream 500g,1,32
16278,fresh cream 200ml,1,32
16279,fresh cream in amul,1,32
16280,fresh cream in milky mist,1,32
