nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations,size,tax_class,tags,hsn_code
0,324612,49,324612.jpg,Meatzza Snackers Chicken Burger Patty500 g,"[""324612.jpg"",""324612-1.jpg"",""324612-2.jpg"",""324612-3.jpg"","" "",]",275,275,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,8553|1481|1486,408
0,324616,49,324616.jpg,Meatzza Snackers Chicken Fingers 500 g,"[""324616.jpg"",""324616-1.jpg"",""324616-2.jpg"",""324616-3.jpg"","" "",]",300,300,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,8554|1481|1486,408
0,324624,49,324624.jpg,Meatzza Snackers Chicken Hot and Spicy Seekh Kebab1 kg,"[""324624.jpg"",""324624-1.jpg"",""324624-2.jpg"",""324624-3.jpg"","" "",]",590,577,2,0,9,59,1,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,8558|1481|1486,408
0,324617,49,324617.jpg,Meatzza Snackers Chicken Jumbo Hotdog500 g,"[""324617.jpg"",""324617-1.jpg"",""324617-2.jpg"",""324617-3.jpg"","" "",]",325,325,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,8555|1481|1486,408
0,352797,49,352797.jpg,Meatzza Snackers Chicken Meatballs500 g,"[""352797.jpg"",""352797-1.jpg"",""352797-2.jpg"",""352797-3.jpg"","" "",]",325,325,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,9281|1481|1486,1601
0,324621,49,324621.jpg,Meatzza Snackers Chicken Nuggets500 g,"[""324621.jpg"",""324621-1.jpg"",""324621-2.jpg"",""324621-3.jpg"","" "",]",300,300,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,8556|1481|1483,408
0,324623,49,324623.jpg,Meatzza Snackers Chicken Seekh Kebab1 kg,"[""324623.jpg"",""324623-1.jpg"",""324623-2.jpg"",""324623-3.jpg"","" "",]",590,577,2,0,9,59,1,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,8557|1481|1486,408
0,385486,49,385486.jpg,Meatzza Snackers Chicken Spicy Breast Strips 500G,"[""385486.jpg"",""385486-1.jpg"",""385486-2.jpg"",""385486-3.jpg"","" "",]",325,325,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,10513|1481|1486,1601
0,324625,49,324625.jpg,Meatzza Snackers Mutton Seekh Kebab 500 g,"[""324625.jpg"",""324625-1.jpg"",""324625-2.jpg"",""324625-3.jpg"","" "",]",550,550,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1643,0
