id,original_price,sell_price,variations_types,stocks,size
250683,22,20,[],0,0
250931,29,26,[],0,0
250641,79,71,1000|500|250,0,1
250492,72,65,1000|500|250,0,1
347642,99,90,1000|500|2000,0,1
