id,original_price,sell_price,discount,variations_types,stocks,size
320415,120,108,10,[],0,0
250641,43,39,10,1000|500|250,0,1
250474,39,35,11,1000|500|250,0,1
250460,44,40,10,1000|500|250,0,1
250931,22,20,10,[],0,0
250465,50,45,10,1000|500|250,0,1
250406,165,150,10,1000|500|2000,0,1
