nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations,size,tax_class,tags,hsn_code
0,421400,49,421400.jpg,Hasiru Manglore Idli Batter 1 Kg,"["""","""","""","""",""""]",85,49,42,1,5,39,1,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,7333|12389,2106
