nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,398909,49,398909.jpg,Ariel Complete Detergent Washing Powder- 4Kg Value Pack,"[""398909.jpg"",""398909-1.jpg"",""398909-2.jpg"",""398909-3.jpg"","" "",]",630,612,3,1,7,50,0,0,0,0,1,4,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,12592|11085|1003|1059|12556,3402
0,329297,49,329297.jpg,"Dhara Kachi Ghani Mustard Oil Bottle, 1L","[""329297.jpg"",""329297-1.jpg"",""329297-2.jpg"",""329297-3.jpg"","" "",]",190,182,4,1,10,61,0,0,0,0,0,0,0,0,1,1,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,5,8666|356|412,1517
0,401933,49,401933.jpg,"Fine Life Kachi Ghani Pure Mustard Oil, 1L Pet Bottle","[""401933.jpg"",""401933-1.jpg"",""401933-2.jpg"",""401933-3.jpg"","" "",]",160,149,7,1,10,61,0,0,0,0,0,0,0,0,1,1,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,5,11199|356|412|421,1514
