id,cate_id,sub_cate_id
100554,2,140
112292,2,140
126153,2,140
126158,2,140
134006,2,140
147491,2,140
147492,2,140
147493,2,140
148676,2,140
148681,2,140
148682,2,140
157419,2,140
204728,2,140
213253,2,140
213256,2,140
213273,2,140
214784,2,140
223298,2,140
223305,2,140
228589,2,140
249540,2,140
252420,2,140
252427,2,140
252429,2,140
253562,2,140
253566,2,140
255499,2,140
255502,2,140
255834,2,140
261373,2,140
261374,2,140
261815,2,140
267276,2,140
267277,2,140
267279,2,140
267281,2,140
271819,2,140
271820,2,140
274118,2,140
274120,2,140
274122,2,140
274123,2,140
274124,2,140
274125,2,140
274128,2,140
274129,2,140
274138,2,140
274139,2,140
274148,2,140
274151,2,140
274153,2,140
274160,2,140
274166,2,140
274169,2,140
274172,2,140
274184,2,140
274189,2,140
274190,2,140
274196,2,140
275491,2,140
276755,2,140
276756,2,140
276757,2,140
276758,2,140
276934,2,140
281757,2,140
296361,2,140
298198,2,140
298200,2,140
302774,2,140
303974,2,140
304557,2,140
319182,2,140
319184,2,140
319637,2,140
326624,2,140
328881,2,140
329297,2,140
329568,2,140
330469,2,140
331563,2,140
332068,2,140
332069,2,140
339272,2,140
340334,2,140
340335,2,140
341425,2,140
345955,2,140
345956,2,140
345957,2,140
345959,2,140
348029,2,140
348033,2,140
348035,2,140
350253,2,140
350255,2,140
354650,2,140
357356,2,140
357362,2,140
361068,2,140
362370,2,140
363406,2,140
363407,2,140
363408,2,140
364248,2,140
364842,2,140
364845,2,140
364847,2,140
364920,2,140
364921,2,140
364922,2,140
364923,2,140
364939,2,140
372572,2,140
373073,2,140
374731,2,140
374732,2,140
375585,2,140
375586,2,140
378447,2,140
378448,2,140
378960,2,140
379616,2,140
382031,2,140
382588,2,140
387118,2,140
387888,2,140
387890,2,140
387892,2,140
387893,2,140
387894,2,140
390352,2,140
390353,2,140
393276,2,140
393278,2,140
393282,2,140
396258,2,140
399402,2,140
401245,2,140
401856,2,140
401857,2,140
401858,2,140
401933,2,140
402360,2,140
402361,2,140
402704,2,140
402728,2,140
402737,2,140
402739,2,140
405010,2,140
409838,2,140
409858,2,140
410511,2,140
410895,2,140
416250,2,140
416253,2,140
416254,2,140
422497,2,140
424839,2,140
