nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,383014,49,383014.jpg,Godrej Real Good Yummiez Pepper and Herb Sausages250 g,"[""383014.jpg"",""383014-1.jpg"",""383014-2.jpg"",""383014-3.jpg"","" "",]",140,140,0,1,9,59,1,0,1,250,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,1559|12444,904
0,324289,49,324289.jpg,Venkys Chicken Sausages500 g,"[""324289.jpg"",""324289-1.jpg"",""324289-2.jpg"",""324289-3.jpg"","" "",]",265,230,13,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,8544|1481|1485|1487,2103
0,103737,49,103737.jpg,Venky Chicken Nuggets 500 g,"[""103737.jpg"",""103737-1.jpg"",""103737-2.jpg"",""103737-3.jpg"","" "",]",345,300,13,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6050|1481|1484,0
0,229636,49,229636.jpg,Venkys Chicken Burger Patty 50 g (Pack of 20),"[""229636.jpg"",""229636-1.jpg"",""229636-2.jpg"",""229636-3.jpg"","" "",]",575,500,13,0,9,59,1,0,1,50,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,6400|1481|1487,408
0,295879,49,295879.jpg,Venkys Chicken Hariyali Kabab 500g,"[""295879.jpg"",""295879-1.jpg"",""295879-2.jpg"",""295879-3.jpg"","" "",]",375,325,13,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,7931|1481|1487,910
0,268713,49,268713.jpg,Venkys Chicken Popcorn  1 kg,"[""268713.jpg"",""268713-1.jpg"",""268713-2.jpg"",""268713-3.jpg"","" "",]",610,530,13,0,9,59,1,0,0,0,1,1,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,7266|1481|1487,1601
0,269750,49,269750.jpg,Godrej Real Good Yummiez Cheese Corn NuGGets 400 g,"[""269750.jpg"",""269750-1.jpg"",""269750-2.jpg"",""269750-3.jpg"","" "",]",230,200,13,1,9,59,1,0,1,400,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,1557|12444,406
0,269759,49,269759.jpg,Godrej Real Good Yummiez Cheese FinGers 400 g,"[""269759.jpg"",""269759-1.jpg"",""269759-2.jpg"",""269759-3.jpg"","" "",]",230,200,13,1,9,59,1,0,1,400,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,1558|12444,406
0,294238,49,294238.jpg,Godrej Real Good Yummiez Chicken Lucknowi Seekh Kebab 400 g,"[""294238.jpg"",""294238-1.jpg"",""294238-2.jpg"",""294238-3.jpg"","" "",]",245,245,0,0,9,59,1,0,1,400,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,7882|1481|12444,408
0,342899,49,342899.jpg,Godrej Real Good Yummiez Chicken NuGGets500 g,"[""342899.jpg"",""342899-1.jpg"",""342899-2.jpg"",""342899-3.jpg"","" "",]",275,275,0,0,9,59,1,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,9073|1481|1482|12444,1601
0,342900,49,342900.jpg,Godrej Real Good Yummiez Chicken NuGGets750 g,"[""342900.jpg"",""342900-1.jpg"",""342900-2.jpg"",""342900-3.jpg"","" "",]",375,375,0,0,9,59,1,0,1,750,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,9074|1481|1482|12444,1601
0,319441,49,319441.jpg,Godrej Real Good Yummiez Chicken Popcorn 400 g,"[""319441.jpg"",""319441-1.jpg"",""319441-2.jpg"",""319441-3.jpg"","" "",]",240,240,0,0,9,59,1,0,1,400,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,8399|1481|12444,1601
0,268194,49,268194.jpg,Godrej Real Good Yummiez Garlic FinGers Chicken 400 g,"[""268194.jpg"",""268194-1.jpg"",""268194-2.jpg"",""268194-3.jpg"","" "",]",235,235,0,0,9,59,1,0,1,400,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,5,4,1,0,[],0,18,7256|1481|12444,1601
0,380566,49,380566.jpg,Godrej Real Good Yummiez Veg Pizza Pockets(340G),"[""380566.jpg"",""380566-1.jpg"",""380566-2.jpg"",""380566-3.jpg"","" "",]",170,170,0,1,9,59,1,0,1,340,0,0,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,1560|12444,1901
