id,original_price,sell_price,variations_types,stocks,size
423161,150,85,[],0,0
423170,165,120,[],0,0
423158,105,59,[],0,0
423168,205,116,[],0,0
424581,120,87,[],0,0
423167,100,73,[],0,0
423160,110,80,[],0,0
424582,135,76,[],0,0
418771,250,182,[],100,0
418770,225,164,[],100,0
418768,225,164,[],100,0
284304,95,54,[],0,0
284332,67,38,[],0,0
284319,67,38,[],0,0
284340,54,30,[],100,0
284265,80,45,[],100,0
306311,85,48,[],100,0
284264,65,37,[],0,0
284308,65,37,[],100,0
284277,65,37,[],0,0
284301,65,37,[],0,0
284272,65,37,[],0,0
284698,82,46,[],100,0
284269,75,42,[],100,0
284287,75,42,[],100,0
420464,30,17,[],100,0
284344,50,28,[],0,0
420435,299,170,[],0,0
380159,590,430,[],0,0
420450,299,128,[],100,0
420446,199,85,[],0,0
420449,249,166,[],0,0
401672,999,669,[],0,0
398762,555,316,[],0,0
420434,449,233,[],100,0
420440,249,166,[],0,0
420444,299,200,[],0,0
427657,299,170,[],100,0
417720,225,128,[],0,0
328664,379,276,[],0,0
427658,899,602,[],100,0
383630,350,150,[],100,0
384205,1099,626,[],100,0
423245,549,236,[],100,0
410712,1899,816,[],100,0
382049,999,429,[],0,0
382050,700,469,[],100,0
426652,799,415,[],100,0
267277,1350,904,[],100,0
387894,700,567,[],100,0
409838,899,386,[],100,0
267279,700,364,[],100,0
261373,600,312,[],100,0
326624,2600,1352,[],100,0
364845,2999,1289,[],100,0
401858,2899,1246,[],100,0
424839,2700,1404,[],100,0
302774,5500,3135,[],100,0
261374,2500,1675,[],100,0
401857,3999,1719,[],100,0
387893,700,399,[],100,0
267276,1350,769,[],100,0
330469,1400,938,[],100,0
364920,4500,3645,[],100,0
401856,3900,2223,[],100,0
274184,1200,804,[],100,0
340335,225,193,[],100,0
412210,290,194,[],100,0
423143,699,468,[],100,0
409815,699,468,[],100,0
409816,699,468,[],100,0
409820,1199,803,[],100,0
409818,1149,769,[],100,0
409819,1199,683,[],100,0
412256,1199,803,[],100,0
277149,732,380,[],100,0
277148,732,380,[],0,0
277140,375,213,[],0,0
388131,375,213,[],0,0
422299,75,39,[],0,0
422301,50,26,[],0,0
275236,299,200,[],0,0
167976,699,468,[],0,0
275244,399,207,[],0,0
284711,149,64,[],0,0
422302,350,182,[],100,0
275246,199,103,[],0,0
275247,299,155,[],0,0
386222,499,214,[],0,0
422300,164,85,[],100,0
424593,295,153,[],100,0
413461,2000,680,[],100,0
423825,2500,850,[],0,0
424241,225,117,[],100,0
424242,225,117,[],100,0
424237,225,117,[],100,0
424238,225,117,[],0,0
424240,225,117,[],0,0
424239,225,117,[],100,0
307943,310,161,[],0,0
429335,425,242,[],100,0
429334,425,242,[],100,0
428811,499,259,[],100,0
422398,550,313,[],100,0
273496,550,445,[],0,0
273494,550,445,[],0,0
273497,550,445,[],0,0
405272,180,120,[],100,0
390706,180,102,[],100,0
409824,200,114,[],100,0
425713,1000,340,[],0,0
429637,249,107,[],0,0
429638,249,107,[],0,0
429639,249,107,[],0,0
429640,249,107,[],0,0
375067,130,105,[],0,0
423171,155,113,[],0,0
423159,115,83,[],0,0
281317,56,31,[],0,0
420465,30,17,[],100,0
428888,30,17,[],100,0
427660,899,602,[],0,0
420442,199,103,[],0,0
406862,487,277,[],100,0
396261,995,666,[],100,0
423244,400,208,[],0,0
405876,249,129,[],100,0
423350,199,103,[],100,0
423351,549,367,[],100,0
423247,600,516,[],100,0
423246,549,236,[],100,0
423345,350,199,[],100,0
354540,2000,1340,[],100,0
426650,489,396,[],100,0
426651,1499,779,[],100,0
333869,1075,784,[],100,0
412211,290,194,[],100,0
394916,70,39,[],0,0
412340,245,139,[],100,0
412338,75,39,[],100,0
412341,245,139,[],100,0
412339,75,50,[],100,0
429338,249,141,[],100,0
429337,249,141,[],100,0
429336,249,226,[],100,0
426177,300,156,[],100,0
409832,150,147,[],100,0
355740,30,29,[],100,0
341173,30,15,[],0,0
307945,220,114,[],100,0
