id,original_price,sell_price,variations_types,stocks
260767,60,59,[],791
260770,115,113,[],693
260772,115,111,[],705
260797,65,63,[],478
260798,70,68,[],160
260799,78,74,[],594
260806,70,68,[],204
264515,25,24,[],251
264516,50,48,[],0
264590,48,46,[],0
264593,48,46,[],0
265317,65,63,[],219
265490,155,151,[],124
265958,54,52,[],127
265974,99,96,[],63
266031,84,82,[],261
266032,78,75,[],583
266034,84,82,[],271
266580,135,128,[],103
266585,68,65,[],0
266592,35,33,[],0
267018,1330,1311,[],0
267979,61,60,[],183
267995,74,71,[],76
268002,35,34,[],243
268005,60,59,[],606
268007,90,89,[],194
268008,195,184,[],128
268009,90,87,[],280
268010,65,64,[],115
268011,90,88,[],0
268012,42,41,[],221
268013,28,28,[],195
268023,52,51,[],0
268024,55,54,[],290
268025,80,74,[],134
268026,115,113,[],1648
268033,140,134,[],78
268035,90,85,[],829
268039,75,72,[],310
268041,540,517,[],51
268042,55,54,[],589
268046,115,114,[],208
268048,75,74,[],31
268055,25,24,[],0
268059,85,83,[],271
268060,25,24,[],180
268064,25,24,[],188
268068,70,67,[],68
268071,35,34,[],186
268073,70,68,[],120
268074,39,38,[],48
268076,39,38,[],53
268077,72,69,[],328
268078,67,64,[],142
268931,65,63,[],192
268932,73,71,[],109
268937,65,63,[],195
268939,72,69,[],55
268941,66,64,[],189
268942,65,63,[],134
268943,80,76,[],294
268944,180,171,[],55
269133,76,75,[],276
269268,78,75,[],693
269286,34,33,[],386
269798,65,61,[],151
269800,74,71,[],92
269801,75,72,[],96
269803,53,53,[],0
269806,55,55,[],75
270242,62,60,[],848
270518,170,164,[],226
271073,1097,942,[],49
271130,55,54,[],128
271156,400,311,[],201
271209,340,323,[],36
271440,500,403,[],0
271680,70,69,[],102
271980,415,406,[],29
273071,105,100,[],44
273072,94,94,[],0
274613,1800,1587,[],0
275128,1800,1746,[],0
275242,36,30,[],206
275460,46,43,[],0
275627,1000,806,[],69
275767,167,148,[],0
275788,192,190,[],0
275790,59,59,[],0
275817,435,380,[],0
275825,380,351,[],27
275987,221,218,[],0
275988,253,201,[],0
276759,1600,1600,[],0
277012,79,71,[],0
277019,640,629,[],0
278172,800,765,[],0
278285,34,34,[],120
278857,300,292,[],0
279035,69,67,[],323
279783,50,49,[],87
279800,145,142,[],334
279801,35,34,[],103
279803,80,78,[],895
279804,95,93,[],416
279806,60,60,[],0
279807,60,59,[],763
279808,65,64,[],242
279809,105,103,[],400
279812,135,132,[],296
279813,70,69,[],250
279814,135,132,[],131
279815,240,234,[],180
279817,30,30,[],1002
279818,110,107,[],48
279819,25,24,[],496
279820,145,142,[],166
279822,28,28,[],1343
279823,125,123,[],208
279824,135,132,[],83
279827,70,69,[],295
279828,95,93,[],186
279830,80,78,[],352
279831,68,65,[],236
279833,475,463,[],48
279835,475,463,[],32
279836,95,93,[],332
279837,95,93,[],268
279838,95,93,[],117
279839,475,463,[],37
279849,50,49,[],162
279852,48,46,[],347
279853,64,63,[],127
279856,170,166,[],74
279857,50,49,[],135
279859,220,214,[],217
279860,48,46,[],117
279863,45,43,[],86
279864,70,69,[],882
279866,96,94,[],208
279867,80,78,[],113
280154,118,110,[],142
280677,115,111,[],376
280980,1320,1306,[],0
282197,37,36,[],101
282210,80,77,[],142
282212,75,72,[],106
282222,365,347,[],0
282729,385,370,[],69
283101,1500,1467,[],0
283426,450,386,[],33
284013,80,77,[],229
284028,96,95,[],0
284033,55,54,[],0
284038,82,80,[],58
284078,30,30,[],0
284087,29,27,[],131
284420,310,297,[],126
284422,64,62,[],265
286070,2100,1988,[],0
286573,1025,906,[],0
287166,1730,1729,[],0
287197,220,205,[],0
287198,370,360,[],0
289639,500,475,[],0
289656,500,433,[],0
289714,78,78,[],0
289992,50,49,[],215
290131,275,273,[],0
290750,47,45,[],258
293260,168,150,[],0
293304,80,63,[],181
294981,225,214,[],35
294992,225,218,[],83
296336,52,51,[],0
296341,29,29,[],0
297423,70,70,[],0
297424,35,35,[],0
297431,30,30,[],0
297432,60,52,[],0
297433,30,27,[],0
297434,60,60,[],0
297435,60,47,[],0
297436,30,30,[],0
297720,150,83,[],324
298058,16,16,[],0
298071,65,64,[],239
298249,102,91,[],38
298489,340,310,[],0
298778,270,259,[],151
298943,145,140,[],109
298951,240,230,[],32
299129,5,5,[],364
300031,120,110,[],0
300440,79,76,[],331
300441,390,344,[],184
301147,1550,1514,[],0
301278,125,110,[],394
301309,60,32,[],91
301312,38,38,[],0
301324,45,44,[],0
301325,45,45,[],0
301326,60,32,[],0
301534,1600,1572,[],0
301536,1690,1686,[],0
301968,135,132,[],60
301970,75,74,[],315
301974,260,253,[],410
301976,55,54,[],92
301982,120,117,[],0
301983,60,59,[],49
301985,60,59,[],169
301987,310,302,[],119
301988,75,74,[],83
301990,75,74,[],76
302138,109,107,[],272
302147,109,107,[],50
302563,58,53,[],719
302571,1000,828,[],43
302572,1150,966,[],0
302574,4000,3848,[],0
302588,99,99,[],0
302590,49,47,[],0
305401,89,84,[],0
305404,60,58,[],0
306533,95,93,[],52
306540,250,243,[],166
306542,270,263,[],193
306548,210,205,[],28
307268,300,287,[],0
307281,260,236,[],0
308609,170,157,[],116
314045,21,21,[],0
315756,58,53,[],0
316255,50,48,[],198
317932,38,37,[],169
318701,30,30,[],0
319608,1650,1523,[],0
319884,150,145,[],59
320424,99,98,[],61
320433,88,87,[],162
320440,124,121,[],49
320442,122,119,[],614
320444,126,124,[],103
320446,156,153,[],64
320448,96,94,[],214
320449,112,110,[],46
320450,146,143,[],196
320451,148,145,[],0
320452,96,94,[],112
320453,64,63,[],203
320456,210,205,[],449
320458,220,214,[],570
320459,56,54,[],0
320461,60,59,[],334
320463,205,200,[],240
320464,48,46,[],33
320465,76,75,[],870
320467,66,65,[],474
320468,62,61,[],797
320472,120,117,[],120
320474,45,43,[],106
321594,80,65,[],186
324876,40,33,[],407
324879,80,66,[],304
325222,296,288,[],30
325224,229,223,[],0
325225,119,117,[],0
327662,280,266,[],412
328664,379,340,[],0
330076,110,110,[],0
331417,45,44,[],219
331418,52,49,[],563
331419,52,48,[],175
331420,40,38,[],488
331421,48,46,[],149
331422,94,87,[],661
331423,69,66,[],332
331426,29,27,[],486
331791,120,96,[],59
331792,60,49,[],0
331793,700,700,[],0
331978,400,330,[],55
332226,159,153,[],44
332227,89,86,[],73
332228,139,137,[],102
332229,99,98,[],46
332904,40,28,[],226
332930,50,47,[],260
332980,220,168,[],296
332986,175,137,[],367
332987,220,211,[],628
332988,300,274,[],39
333527,140,137,[],225
333876,118,107,[],118
335553,154,151,[],0
335603,109,107,[],405
336320,890,866,[],43
336322,160,156,[],102
336324,290,282,[],84
336356,151,147,[],199
336832,60,56,[],512
336975,60,59,[],357
337072,115,107,[],49
337526,34,33,[],347
337677,1651,1281,[],0
337892,185,181,[],122
337898,75,75,[],0
337906,135,132,[],164
337910,115,113,[],97
337913,60,59,[],268
337918,590,574,[],80
339009,120,120,[],0
339010,98,97,[],277
339011,100,98,[],174
339012,100,98,[],0
339013,100,98,[],130
339014,100,98,[],0
340748,94,89,[],170
340749,75,72,[],234
340750,62,59,[],93
340752,238,229,[],31
340753,55,53,[],0
340754,32,32,[],42
340758,45,44,[],0
340759,30,30,[],65
340760,66,63,[],82
341540,48,38,[],0
341546,94,69,[],0
342226,300,292,[],143
342227,78,74,[],140
344799,60,59,[],682
345730,56,54,[],373
345731,57,55,[],334
346209,270,266,[],101
346390,185,185,[],0
346405,50,50,[],0
346406,360,360,[],0
346440,175,138,[],40
346441,875,690,[],0
346443,149,112,[],53
346444,740,563,[],0
346447,585,441,[],42
346515,650,575,[],219
346569,165,162,[],99
349781,85,76,[],0
350325,3250,2916,[],0
351202,900,840,[],486
352436,47,46,[],152
353856,34,31,[],160
353857,68,61,[],681
353859,60,58,[],423
353860,58,53,[],514
353861,47,42,[],413
353862,58,53,[],182
353863,26,25,[],412
353865,26,25,[],175
353866,79,72,[],435
357077,215,190,[],74
357358,85,83,[],90
358760,65,55,[],337
358772,70,60,[],204
358773,60,60,[],0
358849,270,262,[],56
359000,48,44,[],136
360176,75,73,[],225
360843,60,56,[],100
361489,150,111,[],50
363878,296,289,[],204
365813,315,305,[],131
365858,330,323,[],46
365860,67,65,[],121
367008,140,135,[],59
367009,300,288,[],36
367053,1200,1061,[],0
367055,1150,1047,[],0
368200,490,402,[],59
368201,270,222,[],0
368202,57,47,[],38
372208,40,36,[],279
373072,40,37,[],0
373093,145,145,[],0
373094,75,67,[],0
373975,115,112,[],951
373976,52,51,[],1090
373977,80,78,[],911
374670,58,58,[],0
375201,60,55,[],0
375204,145,119,[],0
375421,1000,927,[],0
377215,115,113,[],411
377216,60,59,[],271
377478,40,40,[],0
377841,63,57,[],0
377844,248,248,[],0
377866,49,47,[],0
378375,50,46,[],0
378384,320,251,[],186
378955,35,34,[],0
379173,23,23,[],0
379174,23,23,[],0
379175,25,25,[],0
379176,31,31,[],0
380134,68,65,[],0
380135,450,438,[],76
380137,240,234,[],313
380138,78,74,[],65
380148,86,85,[],205
380150,136,133,[],61
380151,270,263,[],809
380152,125,123,[],340
380153,45,43,[],76
380548,275,265,[],0
382049,700,545,[],5219
382050,700,553,[],2817
382131,99,98,[],95
382132,99,96,[],198
382143,99,96,[],99
382182,20,17,[],927
382183,20,20,[],1128
383568,420,420,[],0
383630,250,207,[],4203
384237,95,93,[],52
384238,95,93,[],0
384239,140,140,[],0
384240,100,98,[],0
384241,190,185,[],76
384242,80,78,[],275
384245,85,84,[],98
384246,130,127,[],156
384247,105,103,[],51
384274,490,477,[],0
384275,495,482,[],0
384276,145,142,[],84
384277,150,146,[],819
384335,2000,1915,[],0
384336,1600,1580,[],0
384338,1600,1600,[],0
384340,2000,1771,[],0
384341,60,55,[],0
384342,35,30,[],0
384351,45,45,[],0
384459,550,440,[],30
384463,300,227,[],89
384549,300,264,[],0
384550,700,434,[],54
385033,15,15,[],64
385034,85,75,[],203
385035,30,29,[],0
385036,35,32,[],0
385037,70,65,[],68
385038,20,18,[],0
385040,35,32,[],0
385042,160,137,[],65
385044,355,259,[],37
385045,4486,2813,[],0
385048,80,78,[],52
385049,50,44,[],121
385050,85,72,[],0
385057,55,41,[],0
385059,100,72,[],0
385060,270,188,[],690
385061,150,135,[],51
385062,45,38,[],0
385063,45,36,[],83
385064,420,324,[],0
385074,150,124,[],161
385077,45,34,[],0
385078,100,78,[],0
385086,160,129,[],0
385087,280,234,[],115
385089,80,65,[],39
385090,60,52,[],173
385091,140,114,[],232
385092,570,344,[],60
385106,200,197,[],0
385107,400,384,[],0
385109,40,33,[],0
385111,75,59,[],329
385117,35,29,[],149
385118,65,51,[],112
385121,205,157,[],62
385122,110,84,[],0
385131,205,155,[],0
385135,185,137,[],0
385137,345,259,[],0
385138,65,54,[],187
385139,90,69,[],0
385151,40,35,[],270
385155,50,35,[],37
385158,240,190,[],388
385159,590,450,[],0
385160,65,55,[],0
385161,120,91,[],447
385171,115,86,[],37
385175,65,49,[],0
386273,70,68,[],148
386868,64,60,[],0
386869,39,39,[],0
387225,117,103,[],51
387226,62,58,[],116
387227,55,54,[],54
387316,75,65,[],92
387317,75,64,[],35
387318,115,102,[],58
387347,149,121,[],89
387480,400,257,[],105
387663,130,121,[],0
387664,69,68,[],0
388084,200,181,[],202
388085,185,166,[],83
388089,94,86,[],89
388090,79,73,[],112
388091,91,83,[],32
388092,96,90,[],0
388093,94,84,[],33
388100,64,57,[],68
388101,94,87,[],71
388102,89,80,[],40
388103,93,84,[],76
388104,74,66,[],29
388119,150,135,[],79
388120,125,111,[],238
388121,185,163,[],0
388122,189,159,[],198
388126,21,21,[],0
388135,64,52,[],158
388136,125,114,[],0
388137,125,104,[],397
388138,111,105,[],82
388493,195,167,[],39
388496,135,123,[],65
388497,125,114,[],0
388505,300,248,[],29
388507,250,229,[],74
388509,220,154,[],0
388516,109,99,[],167
388517,80,64,[],0
388524,90,82,[],0
388530,45,45,[],0
388533,50,49,[],0
388542,25,24,[],0
388778,60,58,[],0
388779,75,75,[],0
388780,28,28,[],0
388781,50,49,[],0
388782,75,74,[],0
388783,60,60,[],0
388784,35,35,[],0
388785,60,60,[],0
388787,25,25,[],0
388788,35,34,[],0
390131,140,127,[],169
390135,234,215,[],96
390350,110,107,[],238
390351,125,123,[],108
390689,185,173,[],0
391362,270,236,[],34
391363,490,425,[],38
391366,350,259,[],0
391368,125,103,[],265
391422,100,93,[],0
391628,1470,1421,[],0
391629,1620,1561,[],0
391917,400,381,[],0
391918,350,345,[],0
391968,1100,788,[],0
391969,400,381,[],0
391970,350,345,[],0
392389,110,99,[],0
392392,365,288,[],58
392739,175,144,[],283
392740,150,119,[],124
392744,750,493,[],0
392747,90,79,[],217
392748,150,120,[],446
392749,850,650,[],32
392750,175,152,[],126
392751,80,60,[],150
392752,90,82,[],165
392754,2000,1456,[],38
392755,150,105,[],520
392756,80,64,[],336
392757,175,144,[],503
392758,80,59,[],406
392759,80,56,[],152
392762,175,144,[],413
392763,90,75,[],417
392764,750,530,[],0
392765,150,105,[],113
392767,750,594,[],121
392768,175,138,[],1618
392771,175,143,[],129
392772,2000,1247,[],37
392774,150,119,[],105
392776,2000,1436,[],81
392777,750,553,[],0
392778,90,73,[],141
392779,2000,1484,[],0
392780,80,63,[],349
392781,150,140,[],1428
392784,80,65,[],122
392785,80,69,[],454
392804,200,182,[],235
392807,175,152,[],438
392810,90,71,[],470
392814,850,748,[],0
392821,150,114,[],656
392823,90,74,[],85
392831,175,128,[],70
392835,175,157,[],566
392836,90,71,[],86
392837,90,82,[],689
392842,150,121,[],104
392845,90,72,[],184
392846,80,64,[],70
392847,2000,1430,[],0
392848,850,683,[],41
392853,2000,1342,[],0
392854,175,146,[],111
392856,90,75,[],107
392863,175,161,[],63
392867,750,624,[],0
392991,600,481,[],123
393037,175,142,[],109
393039,175,128,[],0
393045,90,75,[],82
393329,60,59,[],0
395229,137,121,[],45
395838,149,142,[],0
396317,1200,974,[],0
396318,1350,1234,[],0
398711,60,49,[],2907
398712,300,246,[],1896
398761,285,220,[],0
399491,55,42,[],418
399492,240,194,[],0
399493,460,360,[],40
399496,25,25,[],0
399522,75,62,[],0
399533,75,53,[],0
399820,125,116,[],0
400020,99,96,[],88
400021,99,96,[],48
400392,10,10,[],1218
401468,100,99,[],0
401476,80,65,[],0
401672,999,653,[],868
401675,120,98,[],120
401677,550,469,[],28
401683,500,403,[],61
401777,160,129,[],156
401778,80,66,[],220
402044,160,154,[],136
402701,1400,1366,[],0
402705,40,40,[],0
402706,65,65,[],0
402707,1400,1400,[],0
402715,40,33,[],0
402727,194,189,[],234
402729,490,477,[],51
402730,99,98,[],59
402731,120,117,[],33
402732,80,78,[],30
402733,66,65,[],242
402734,75,74,[],28
402735,248,242,[],128
402738,60,59,[],130
402741,97,96,[],30
402743,98,98,[],0
402745,68,65,[],72
402746,292,285,[],217
402748,56,54,[],0
403285,30,30,[],66
403545,125,112,[],91
403553,99,73,[],69
403555,209,150,[],1155
403556,189,143,[],34
403557,925,675,[],72
403558,569,463,[],0
403559,115,94,[],127
403560,169,132,[],40
403964,169,165,[],59
403966,115,113,[],55
404010,145,141,[],113
404011,360,349,[],209
404156,65,63,[],210
404157,75,72,[],111
404193,69,67,[],220
404194,55,54,[],44
404195,20,20,[],200
404196,20,20,[],56
404197,20,20,[],330
404198,20,20,[],0
404214,20,20,[],990
404216,20,20,[],35
404221,20,20,[],393
404345,370,285,[],718
404347,260,207,[],361
404349,35,25,[],538
404353,190,143,[],1242
404428,280,198,[],82
404431,495,495,[],0
404434,470,391,[],136
404437,355,355,[],0
404444,430,420,[],0
404459,800,580,[],92
404653,60,52,[],414
404654,35,28,[],567
404656,500,400,[],0
404657,50,39,[],437
404658,50,41,[],144
404659,55,45,[],1172
406865,585,479,[],0
407907,160,156,[],0
407908,120,116,[],53
407930,120,116,[],0
407931,120,116,[],0
407941,120,117,[],0
407953,140,137,[],0
407991,170,137,[],0
408958,75,73,[],128
408961,35,35,[],0
409195,18,15,[],2980
409258,99,78,[],221
409271,80,76,[],0
409272,175,167,[],0
409285,445,371,[],48
410516,230,214,[],531
410567,799,799,[],39.52
410645,70,67,[],74
410702,120,95,[],2025
410703,260,163,[],3420
410914,30,30,[],0
411235,380,369,[],59
411239,137,129,[],247
411241,60,55,[],0
411243,49,46,[],0
411250,40,37,[],160
411251,53,49,[],33
411255,10,10,[],0
411258,60,59,[],29
411266,50,47,[],160
411814,219,214,[],0
412413,48,44,[],605
412414,25,24,[],336
412415,48,44,[],562
412579,520,504,[],0
412849,560,531,[],437
413075,365,336,[],0
413076,365,336,[],48
413079,245,226,[],110
413080,175,161,[],202
413557,17,17,[],0
413582,25,24,[],0
413754,600,518,[],135
413762,200,200,[],0
413784,200,150,[],3038
414139,70,70,[],0
414420,40,38,[],99
414427,100,95,[],0
414686,40,39,[],53
415161,515,410,[],0
415162,109,92,[],119
416207,80,78,[],266
416255,40,39,[],102
416270,40,39,[],0
416282,40,39,[],72
416316,25,24,[],129
416317,20,20,[],88
416624,39,38,[],137
416625,42,42,[],54
416631,44,44,[],45
416633,33,33,[],31
416908,45,43,[],0
416928,175,168,[],139
416929,349,341,[],91
418694,30,27,[],158
418817,100,93,[],94
418990,70,38,[],158
419419,100,97,[],74
419570,155,151,[],0
419772,250,147,[],0
419777,150,121,[],0
420226,100,95,[],0
420338,20,20,[],0
420381,80,76,[],0
420382,175,167,[],176
420434,499,414,[],0
420436,349,314,[],0
420439,299,267,[],0
420441,699,639,[],0
420443,225,219,[],0
420444,299,273,[],0
420446,199,158,[],0
420447,199,127,[],0
420450,299,183,[],0
420597,40,39,[],0
214217,520,459,[],80
421989,40,39,[],0
422139,35,34,[],0
422652,25,25,[],247
422655,28,28,[],175
422858,290,282,[],0
422859,155,151,[],295
423710,30,30,[],0
423711,30,30,[],0
423712,30,30,[],0
SB0003,39,38,[],0
SB0025,45,43,[],0
SB0036,131,129,[],0
104582,453,440,[],165
104607,204,198,[],234
104615,114,112,[],188
104617,431,419,[],0
104707,68,67,[],57
104708,75,74,[],185
104726,197,192,[],81
104759,71,70,[],384
104808,122,119,[],386
104821,85,83,[],74
104823,85,83,[],205
104833,100,97,[],43
104837,115,113,[],48
104839,115,113,[],33
104840,100,97,[],0
104860,48,47,[],441
104862,7050,6731,[],110
104864,235,229,[],309
104956,90,88,[],201
104960,290,282,[],27
124870,155,151,[],283
124871,150,146,[],302
125546,498,481,[],428
127362,150,146,[],279
128596,446,435,[],177
137575,415,387,[],0
154902,220,214,[],35
161897,88,80,[],280
161898,18,18,[],39
161899,12,12,[],433
172917,109,101,[],0
175116,145,141,[],34
175257,15,15,[],0
176362,280,272,[],31
176364,275,268,[],0
1805255,50,50,[],0
180584,50,49,[],52
181597,215,205,[],0
181598,200,197,[],47
182914,180,178,[],0
189439,695,655,[],0
200952,270,259,[],69
201388,816,799,[],0
205215,1068,1039,[],51
205854,2364,2291,[],0
206702,78,77,[],0
208767,5436,5269,[],34
213239,19,19,[],0
213240,37,37,[],0
213243,22,22,[],0
213244,43,43,[],0
213245,10,10,[],0
213246,22,22,[],33
227173,250,249,[],0
228522,197,192,[],136
228523,197,192,[],98
228526,205,200,[],26
228528,85,85,[],0
228529,106,104,[],66
228899,380,371,[],53
229136,375,365,[],0
229771,59,59,[],1080
241501,215,210,[],0
242667,210,204,[],178
242668,210,204,[],253
242671,26,26,[],199
242672,88,86,[],202
242673,25,25,[],141
244286,45,44,[],139
244815,505,490,[],0
244997,44,43,[],40
244999,520,504,[],555
245001,50,49,[],0
245504,500,484,[],57
245509,75,73,[],1008
247986,92,90,[],45
249162,7350,7018,[],0
249163,235,229,[],0
255178,135,132,[],0
255185,390,379,[],0
257399,25,25,[],176
257406,25,25,[],156
257407,25,25,[],291
258585,380,371,[],32
258594,140,136,[],0
259985,30,30,[],117
262712,140,136,[],0
263164,70,70,[],110
264230,40,40,[],0
264233,35,35,[],130
264235,35,35,[],0
264237,35,35,[],223
264427,30,30,[],184
264432,30,30,[],0
264520,230,224,[],0
264679,105,102,[],275
266065,203,200,[],358
266070,128,127,[],1155
266467,399,388,[],0
269370,250,243,[],117
270620,80,78,[],187
270621,320,311,[],158
274423,945,916,[],0
274500,35,35,[],254
274920,145,141,[],607
275290,210,204,[],209
275574,5,5,[],160
277877,497,483,[],0
277878,60,59,[],41
279027,79,79,[],0
279031,169,168,[],0
279033,169,168,[],0
279581,8400,8316,[],0
279587,350,340,[],0
279588,78,77,[],82
281373,315,306,[],0
281536,61,60,[],52
281872,30,30,[],384
290829,97,95,[],0
291946,85,83,[],0
292062,35,35,[],0
292064,65,64,[],0
292401,106,104,[],75
292619,700,679,[],49
292620,70,69,[],134
294642,60,58,[],0
295501,235,229,[],66
298976,245,236,[],71
299025,160,156,[],149
299031,650,632,[],0
302075,200,194,[],76
302077,230,224,[],37
302078,260,250,[],0
302080,200,195,[],65
305560,250,238,[],392
305787,595,555,[],96
306926,64,63,[],160
311659,768,751,[],142
311698,450,437,[],0
311700,450,437,[],0
311703,450,437,[],0
311704,450,438,[],0
311705,450,437,[],0
311710,450,438,[],0
312169,30,30,[],552
312468,10,10,[],0
314001,94,92,[],662
316323,450,437,[],0
316326,75,73,[],43
318027,5300,5182,[],30
318028,510,495,[],93
319731,25,24,[],137
320288,85,83,[],0
320293,85,83,[],144
320294,145,141,[],183
320295,370,360,[],60
320296,40,39,[],204
320297,15,15,[],0
320870,30,30,[],0
321928,60,60,[],425
322817,945,916,[],0
323628,420,407,[],31
323793,25,25,[],0
325192,70,68,[],0
325469,140,136,[],27
325471,548,532,[],0
325485,495,481,[],0
325720,175,171,[],130
327660,119,117,[],121
328555,295,287,[],0
328556,988,958,[],0
333353,30,30,[],0
333354,30,30,[],0
333355,30,30,[],0
333356,30,30,[],0
334046,110,108,[],0
334054,135,132,[],98
334065,110,108,[],0
334113,190,186,[],88
334114,190,186,[],34
334397,15,15,[],736
334398,15,15,[],449
334399,15,15,[],219
334400,15,15,[],621
334401,15,15,[],542
334402,15,15,[],851
336135,28,28,[],253
336136,40,37,[],148
336835,50,48,[],368
337426,200,194,[],0
337427,200,194,[],0
338400,199,194,[],54
339293,30,30,[],153
339298,120,117,[],109
339299,130,127,[],40
339703,118,116,[],51
339705,290,282,[],40
339708,260,252,[],28
340613,10,10,[],479
340616,49,48,[],333
342753,35,35,[],29
342754,35,35,[],0
342755,75,74,[],48
342857,18,18,[],0
343957,70,69,[],269
343964,45,43,[],244
343971,45,43,[],230
344099,42,42,[],200
344106,30,30,[],198
345121,20,20,[],185
345689,79,78,[],40
350101,45,41,[],175
350102,45,41,[],98
350258,450,437,[],0
350259,800,800,[],0
351359,10,10,[],180
351360,20,20,[],0
352533,410,398,[],70
352848,98,96,[],216
354467,20,20,[],424
354493,10,10,[],100
354494,10,10,[],1151
357334,6300,6124,[],0
357688,410,398,[],88
357755,30,30,[],0
358518,43,43,[],0
358607,106,105,[],210
359612,30,30,[],237
359629,45,44,[],8551
361042,110,108,[],26
363852,260,254,[],0
363853,230,224,[],45
363989,50,49,[],0
363991,45,44,[],0
364005,25,25,[],536
364126,190,186,[],118
364127,230,224,[],42
364838,45,45,[],0
364839,45,44,[],0
365727,10,10,[],156
366604,185,179,[],0
368666,30,30,[],720
368742,110,109,[],209
370393,60,59,[],0
370394,55,55,[],27
371323,35,35,[],0
371324,35,35,[],0
371325,35,35,[],0
371340,15,15,[],284
371694,175,171,[],0
371695,175,171,[],0
371697,175,175,[],0
372012,30,30,[],0
373588,110,109,[],0
373589,190,188,[],0
373590,160,158,[],0
373591,290,285,[],0
373804,100,100,[],0
374362,30,30,[],107
374363,30,30,[],62
374364,30,30,[],91
374372,30,30,[],185
374374,465,451,[],89
374379,465,456,[],243
374944,25,25,[],0
376223,220,214,[],0
376224,220,214,[],0
376225,220,214,[],0
376499,390,379,[],33
376501,500,485,[],28
376505,160,156,[],38
376506,180,176,[],58
376508,350,340,[],0
376509,350,340,[],0
377278,250,243,[],73
377279,250,243,[],89
377280,200,194,[],114
377958,63,62,[],294
378001,2016,1930,[],0
378333,45,44,[],0
378334,45,44,[],0
378338,80,78,[],0
378339,80,78,[],0
378342,45,44,[],0
378343,45,44,[],34
378344,45,44,[],34
378347,45,44,[],0
379037,160,156,[],0
379218,15,15,[],355
379530,250,250,[],0
379549,362,351,[],0
379550,85,83,[],0
380232,120,115,[],0
380581,250,249,[],0
380657,30,30,[],27
380658,40,39,[],0
380694,5,5,[],177
380737,60,59,[],125
380781,60,58,[],580
382194,100,100,[],0
382892,300,292,[],0
382893,15,15,[],663
382897,300,292,[],0
382898,15,15,[],575
382931,90,88,[],0
383012,15,15,[],419
383868,180,175,[],0
384944,80,78,[],0
385471,54,54,[],35
385488,55,55,[],0
385497,25,25,[],202
385498,25,25,[],0
387788,200,200,[],0
387790,110,102,[],0
387919,295,287,[],0
387920,365,354,[],0
387924,350,340,[],0
387926,340,330,[],0
387928,295,291,[],0
387931,365,356,[],0
387933,375,365,[],0
387947,365,354,[],0
388565,15,15,[],245
388667,410,398,[],0
388735,25,25,[],0
388963,20,20,[],55
390236,15,15,[],755
390246,125,122,[],49
390678,25,25,[],0
391391,30,30,[],410
391392,150,145,[],57
391442,25,25,[],0
391443,25,25,[],0
391445,25,25,[],0
392682,30,30,[],0
392733,480,468,[],43
393172,15,15,[],187
393174,15,15,[],83
393185,30,30,[],182
393186,30,30,[],131
393187,30,30,[],0
394625,250,250,[],0
