id,discount
263699,9
267276,43
267277,33
275236,33
277136,19
277142,9
284264,42
284272,42
284301,42
284308,42
284317,43
284319,42
284344,42
284698,43
302774,48
307939,19
307943,48
308106,9
321324,9
326624,48
330469,33
339195,33
345202,19
345204,19
345205,19
346188,14
356608,9
356612,19
356613,9
376584,9
376908,9
381846,19
382049,57
382050,33
383630,48
384205,43
386222,57
387890,19
387892,27
387893,43
387894,19
401856,48
401857,57
401858,57
408984,27
409815,19
409816,19
409818,19
409819,19
409820,19
409824,43
409838,57
412256,19
413260,9
419777,43
420446,48
420450,57
422302,48
423143,19
423167,43
423168,43
423170,43
423825,66
424581,43
424839,48
284269,43
284340,43
420463,42
420464,40
284332,42
421486,19
408175,19
427657,43
426652,48
421625,43
380159,27
424239,48
424238,48
424240,48
424237,48
424242,48
424241,48
416980,43
416979,43
419821,19
311545,9
424060,5
424061,5
413148,2
413149,9
421461,14
364845,57
261374,33
276757,33
276758,33
423166,43
423163,43
422299,48
424593,43
417757,48
321323,9
392682,27
368742,14
273497,33
273494,33
273496,33
424388,27
415290,27
422398,43
344757,4
356424,9
410712,57
405272,43
267629,27
394869,66
394936,57
310859,43
424566,33
394867,57
386223,33
277139,14
428020,14
390706,43
390307,43
423158,43
101584,43
401409,42
418768,43
418770,43
418769,43
284787,43
284265,43
284304,43
417720,33
419438,9
279803,19
300791,19
300847,19
412210,43
422301,48
424592,48
422900,43
422721,43
409864,43
409878,43
409876,43
419026,48
425713,66
400692,9
400691,9
400689,9
423171,43
424583,43
423172,43
423162,43
427680,48
427658,0
426754,43
418191,43
429334,43
429333,43
429335,43
394935,57
399785,57
399786,57
383995,9
324302,9
401407,42
401406,42
