id,name
250679,Coriander Leaf Bunch(Appox: 250g-300 g)
250680,Curry Leaves Bunch (each) (Appox:200g-250 g)
250683,Methi leaves Bunch (each)(Appox: 400g - 470 g)
250685,Mint leaves Bunch (each)(Appox:250g - 300g)
357258,Oyster Mushroom (Packed-200g)
250687,Palak Leaves Bunch (each)(Appox:400g -450g)
250689,Spring Onion Leaves Bunch (Appox: 450 g - 500g)
