id,brand_id
100554,665
102131,501
102139,501
102145,501
102155,501
102159,501
102162,501
112292,730
126153,665
126158,665
134006,190
147491,665
147492,665
147493,665
148676,730
148681,339
148682,339
157419,730
168946,501
168949,501
168950,501
169309,501
172260,501
179161,501
180981,596
180983,596
182665,501
204728,31
205988,27
213253,516
213256,516
213273,516
214784,31
223298,665
223305,665
228589,658
249540,662
252420,296
252427,296
252429,296
253562,730
253566,730
255499,730
255502,730
255834,296
256648,184
256655,588
256683,184
256684,184
256685,184
256686,184
256687,184
256688,184
260595,184
261373,46
261374,46
261687,805
261815,339
267276,97
267277,97
267279,130
267281,130
271819,33
271820,33
274118,732
274120,732
274122,732
274123,874
274124,732
274125,732
274128,288
274129,288
274138,288
274139,288
274148,257
274151,288
274153,662
274160,662
274166,662
274169,662
274172,733
274184,190
274189,662
274190,662
274196,257
275201,184
275491,288
276755,659
276756,257
276757,190
276758,190
276934,659
281757,177
282871,196
290004,596
292659,596
296361,31
297077,596
298198,190
298200,190
302774,97
303974,190
304557,567
319182,257
319184,257
319637,259
320471,620
326624,97
328881,334
329297,190
329568,730
330469,97
331563,502
332068,555
332069,555
336971,861
339272,334
340334,729
340335,729
341425,873
345955,97
345956,97
345957,97
345959,97
348029,487
348033,487
348035,487
350253,257
350255,257
354650,255
355584,255
357356,584
357362,584
361068,259
362370,257
363406,252
363407,252
363408,252
364248,659
364845,77
364847,252
364920,252
364921,77
364922,77
364923,77
364939,543
372116,29
372118,29
372120,29
372545,380
372572,34
373073,732
374731,555
374732,555
375585,9
375586,9
377041,769
377042,769
377043,769
377044,769
377045,769
378447,555
378448,555
378960,31
379057,29
379616,871
382031,732
382588,288
384566,255
384890,79
384891,79
384897,79
386064,515
386067,515
387888,97
387890,97
387892,97
387893,97
387894,97
388729,805
390352,395
390353,395
391661,382
393276,2
393278,2
393282,258
396258,620
399402,759
401245,2
401856,360
401858,555
401933,255
402360,31
402361,31
402704,97
402728,620
402737,620
402739,621
405010,77
408984,206
409838,555
409858,872
410511,31
410895,31
416250,665
416253,665
416254,665
422497,732
