id,name,status,sub_cate_id
15,edible oil,1,140
17,pillsbury,1,24
23,aashirvaad,1,24
36,mtr,1,24
77,vijay,1,24
85,lion dates,1,26
94,sri bhagyalakshmi ,1,24
95,annapurna,1,24
96,mdh,1,27
98,atta 5kg,1,24
142,kesari,1,24
145,knorr,1,101
161,bsf,1,27
171,riddi siddi,1,24
194,daawat,1,75
206,madhur,1,28
210,india gate,1,75
278,sugar free,1,28
286,daurala,1,28
342,ganesh,1,24
375,nutraj,1,27
455,akar,1,28
459,atta,1,24
473,dabur,1,75
475,svt,1,27
488,chicken masala,1,27
517,sri lakshmi srinivasa,1,24
518,rajdhani,1,24
546,masti,1,41
583,ruchi,1,140
696,idy rawa,1,24
722,24 organic foods,1,24
772,dizzle,1,27
822,kurmura,1,24
830,l.g,1,27
870,fine food,1,27
871,sooji,1,24
872,fenugreek,1,27
873,rawa,1,24
874,pro nature,1,27
875,eastern,1,27
877,fortune,1,140
878,coconut powder,1,27
879,on1y,1,27
880,fine life,1,27
881,aachi,1,27
882,ginger & garlic paste,1,27
884,dnv,1,101
885,vivatta,1,24
886,rice flour,1,24
887,salt,1,28
888,nature,1,35
889,cashew,1,27
890,naturally,1,24
925,regency,1,26
940,fried gram,1,24
941,oats flour,1,24
942,jowar,1,24
943,bajra,1,24
944,dates,1,26
945,nutty,1,26
946,klf,1,140
947,golden,1,24
948,sri bhagyalakshmi,1,24
949,hapillo,1,26
950,premium,1,75
951,sunflower seed,1,27
952,loose items,1,24
953,dilbahars,1,27
954,puliyogare powder,1,27
955,rice flakes,1,27
956,kasoori meeth,1,27
957,turmeric powder,1,27
958,lal mirch,1,27
959,dhaniya powder,1,27
960,white flour,1,27
961,maize,1,24
962,spices powder,1,27
963,pumpkin seeds,1,27
964,wheat flour,1,24
965,chakki fresh atta,1,24
966,soya chunks,1,27
967,rasam powder,1,27
968,tamarind,1,27
969,black pepper,1,27
970,cumin,1,27
971,jeera,1,27
972,hing,1,27
973,chutney powde,1,27
974,pepper,1,27
975,amchur powder,1,27
976,avalaki,1,24
977,puttu podi,1,24
978,mirchi,1,27
979,kabab masala,1,27
980,kolam rice,1,75
981,vanaspati,1,140
982,corn daliya,1,24
983,chilli,1,27
984,cloves,1,27
985,fennel seed,1,27
986,mouth freshner,1,27
987,birani pulau msla,1,27
988,shahi paneer,1,27
989,puffed rice,1,75
990,sago,1,27
991,flax,1,27
992,methi seeds,1,27
993,maize flour,1,24
994,cinnamon,1,27
995,sesame,1,27
996,seasoning powder,1,27
997,flakes,1,39
998,rawa 1kg,1,24
999,clove,1,27
1000,sambar powder,1,27
1009,coconut,1,48
1010,foxtail millet,1,24
1058,saffron,1,38
1073,aki hittu,1,24
1089,rock salt,1,28
1117,cardamom,1,27
1122,raisin,1,26
1144,melon seeds,1,27
1170,kaju,1,43
1174,javitri,1,27
1179,kalonji,1,27
1182,poppy seeds,1,27
1194,anise,1,27
1196,jaiphal,1,27
1197,idiyappam flour,1,24
1198,kabuli,1,25
1213,apricot,1,26
1221,prunes,1,43
1223,cranberry,1,35
1290,gram flour,1,24
1314,atta 1kg,1,24
1319,jower flour,1,24
1347,chana atta,1,24
1482,buman dates,1,26
1490,kheniji dates,1,26
1495,chai seeds,1,26
1557,lobia,1,25
1558,rice 10kg,1,75
1559,sugar 1kg,1,28
1560,sugar 5kg,1,28
1819,atta 10kg,1,23
1820,peacock dates,1,26
1821,walnut,1,26
1822,bansi sooji,1,24
1823,muzafati dates,1,26
1824,phool makhana ,1,26
1826,nut & berries,1,26
1827,kala namka,1,28
1828,palak panner,1,27
1829,pav bhaji,1,27
1877,garam masala,1,27
1878,anjeer,1,26
1880,anardana goli,1,27
1883,imil laddu,1,27
1885,jeera goil,1,27
1910,ama goli,1,27
1911,atta 2kg,1,24
1912,lion dates 200g pouch,1,26
1913,lion dates 500g pouch,1,26
1914,thin flakes,1,24
1915,thick flakes,1,24
1916,coriander,1,23
1917,pure sugar,1,28
1918,low calorie sweetner,1,28
1919,garlic,1,23
1920,shahjeera,1,27
1921,asafoetida,1,27
1922,steam less chilli,1,27
1923,bolied rice,1,75
1924,organic sugar,1,28
1925,saunf,1,27
1926,flax seeds,1,27
1927,dalchini,1,27
1928,rawa 2kg,1,24
1929,lavanga,1,27
1930,coconut per pc,1,24
1931,gundu chilli,1,24
1932,elaichi,1,36
1933,khus khus,1,27
1934,pumpkin 1pc,1,27
1935,soya beans,1,23
1936,ragi,1,24
1937,paste,1,109
1938,sprouts ,1,23
1939,sprouts 50g,1,23
1940,sprouts 200g,1,23
1941,sweet corn 350g,1,23
1942,sweet corn 450g,1,23
1943,apple 1kg,1,22
1944,apple 2kg,1,22
1945,banana 1kg,1,22
1946,banana 2kg,1,22
1947,banana in fresh fruits,1,22
1948,baby corn,1,23
1949,beans,1,23
