id,kind
10707,-1
20357,-1
36310,-1
36822,-1
36728,-1
12000,-1
36302,-1
30726,-1
30880,-1
41108,-1
41752,-1
41496,-1
10212,-1
41714,-1
41279,-1
35035,-1
36501,-1
36502,-1
36503,-1
20021,-1
25654,-1
35037,-1
35038,-1
36825,-1
43047,-1
RAT001,-1
RAT003,-1
RAT006,-1
RAT007,-1
RAT008,-1
RAT010,-1
RAT011,-1
RAT012,-1
3436,-1
3405,-1
1409,-1
1410,-1
3401,-1
1404,-1
4403,-1
1503,-1
559,-1
3512,-1
536,-1
550,-1
4405,-1
WAT051,-1
4406,-1
1417,-1
1415,-1
1418,-1
501,-1
3511,-1
521,-1
2451,-1
2452,-1
WAT044,-1
4412,-1
1501,-1
517,-1
505,-1
1506,-1
3510,-1
3513,-1
569,-1
571,-1
1504,-1
1505,-1
516,-1
509,-1
3507,-1
3505,-1
3501,-1
3502,-1
419,-1
422,-1
2459,-1
4411,-1
4410,-1
1502,-1
3504,-1
3412,-1
3408,-1
3410,-1
534,-1
551,-1
3506,-1
1509,-1
1510,-1
1508,-1
1507,-1
1513,-1
560,-1
558,-1
1514,-1
4409,-1
4407,-1
4408,-1
525,-1
PK-1000C,-1
1801AI,-1
1801HF,-1
TOY002,-1
404700402001U,-1
404700403001U,-1
404700203001U,-1
404700204001U,-1
404700003001U,-1
403710526N,-1
ZEP022,-1
ZEP011,-1
ZEP028,-1
ZEP038,-1
ZEP015,-1
ZEP020,-1
ZEP054,-1
ZEP049,-1
ZEP039,-1
ZEP047,-1
ZEP043,-1
ZEP012,-1
ZEP021,-1
ZEP026,-1
ZEP010,-1
ZEP030,-1
ZEP001,-1
ZEP003,-1
ZEP018,-1
ZEP029,-1
ZEP004,-1
ZEP006,-1
ZEP007,-1
ZEP027,-1
ZEP046,-1
ZEP019,-1
ZEP023,-1
ZEP013,-1
ZEP014,-1
ZEP016,-1
ZEP055,-1
ZEP056,-1
ZEP044,-1
ZEP031,-1
ZEP033,-1
ZEP034,-1
ZEP035,-1
36758,-1
PIG12294,-1
PIG107,-1
PIG108,-1
PIG116,-1
PIG117,-1
BG-1001B,-1
BG-1002B,-1
BG-1003B,-1
BG-1089B,-1
BG-1092B,-1
BG-1093B,-1
BG-1095B,-1
BG-1096B,-1
BG-1097B,-1
BG-193,-1
BG-194,-1
BG-197,-1
BG-20501,-1
BG-31030,-1
BG-31031,-1
BG-31032,-1
BG-31033,-1
BG-31034,-1
BG-31035,-1
BG-31036,-1
BG-31140,-1
BG-31141,-1
BG-31142,-1
BG-31149,-1
BG-31150,-1
BG-31151,-1
BG-31153,-1
BG-31154,-1
BG-31157,-1
BG-31158,-1
BG-31159,-1
BG-31161,-1
BG-31162,-1
BG-31165,-1
BG-31166,-1
BG-31167,-1
BG-31168,-1
BG-31170,-1
BG-31171,-1
BG-31172,-1
BG-31173,-1
BG-31247,-1
BG-31248,-1
BG-31249,-1
BG-31250,-1
BG-31251,-1
BG-31253,-1
BG-31254,-1
BG-31260,-1
BG-31262,-1
BG-31263,-1
BG-31264,-1
BG-31266,-1
BG-31269,-1
BG-31272,-1
BG-31277,-1
BG-3200,-1
BG-34102,-1
BG-5028,-1
BG-6328,-1
BG-6331,-1
BG-6334,-1
BG-6347,-1
BG-6349,-1
BG-7099,-1
BG-9947,-1
BG-9948,-1
BG-9949,-1
BG-9955,-1
BG-9956,-1
BG-9958,-1
BG-9959,-1
BG-9960,-1
BEL550MS0I,-1
DIB098G50I,-1
DIG098G50I,-1
DWB068D50I,-1
DWB068G50I,-1
DWB068G60I,-1
DWB098D50I,-1
DWB098G50I,-1
DWB098G60I,-1
DWB65BC50I,-1
DWB95BC50I,-1
DWB97FM50I,-1
DWG068D50I,-1
DWG068D60I,-1
DWG098D50I,-1
DWG098D60I,-1
DWH068D60I,-1
DWH098D60I,-1
DWK065G60I,-1
DWK068G60I,-1
DWK098G60I,-1
HBA574BR0Z,-1
HBF010BR0Z,-1
HBF113BR0Z,-1
HMT75M551I,-1
40257,-1
PIG12420,-1
AA-2074,-1
40355,-1
AP12WL,-1
PIG248,-1
PIG12203,-1
PIG273,-1
PIG164,-1
PIG316,-1
PGN041,-1
PGN121,-1
PGN004,-1
PGN005,-1
PGN120,-1
PGN007,-1
PGN076,-1
PGN042,-1
PGN112,-1
PGN079,-1
PGN057,-1
PGN059,-1
PGN075,-1
PGN095,-1
PGN027,-1
PGN009,-1
PGN010,-1
PGN011,-1
PGN030,-1
PGN028,-1
PGN015,-1
PGN016,-1
PGN014,-1
PGN023,-1
PGN019,-1
PGN097,-1
PGN061,-1
PGN034,-1
PIG12043,-1
PGN020,-1
PIG12687,-1
PIG12613,-1
PIG14039,-1
PIG14041,-1
SCF798,-1
10038,-1
10027,-1
10033,-1
10206,-1
10213,-1
10726,-1
10728,-1
10757,-1
10760,-1
20224,-1
20225,-1
20248,-1
20251,-1
20254,-1
20360,-1
20601,-1
20653,-1
11603,-1
30495,-1
30496,-1
30609,-1
30710,-1
30725,-1
30728,-1
30730,-1
30734,-1
30739,-1
30844,-1
35118,-1
36305,-1
36307,-1
36722,-1
36725,-1
36777,-1
36788,-1
30747,-1
40211,-1
41043,-1
41110,-1
41467,-1
41468,-1
41573,-1
41575,-1
41587,-1
41593,-1
41765,-1
41766,-1
42803,-1
10204,-1
11568,-1
99506,-1
30735,-1
40287,-1
42783,-1
30894,-1
42613,-1
30601,-1
30714,-1
36308,-1
36311,-1
40358,-1
30967,-1
30968,-1
41107,-1
41116,-1
41033,-1
41011,-1
41012,-1
41038,-1
41596,-1
41588,-1
41030,-1
99533,-1
99530,-1
99531,-1
99532,-1
2100096342,-1
2100096353,-1
2100096348,-1
2100102552,-1
PIG737,-1
