id,name,status,sub_cate_id
5765,sprite 250ml,4,35
5766,thums up 1.75l,4,35
5767,bingo mad angles,5,43
5768,bingo tedhe medhe,5,43
5769,doritos nacho cheese,5,43
5770,doritos sweet chilly ,5,43
5771,garden mini bhakarwadi,5,43
5772,garden nylon sev 140g,5,43
5773,grb butter muruku 135g,5,43
5774,grb ribbon pakoda 135g,5,43
5775,grb town bus madras mixture 900g,5,43
5776,grb town bus ompudi 20g pack of 12,5,43
5777,lays maxx barbeque flavour ,5,43
5778,mr makhana raw makhana 100g,5,43
5779,mr makhana raw makhana 200g,5,43
5780,mr makhana cheezy peezy 25g,5,43
5781,mr makhana himalayan salt & pepper 75g,5,43
5782,mr makhana pickle tickle 25g,5,43
5783,naturals gulkand shahi paan 100g,5,43
5784,naturals hygienic pani puri 200g,5,43
5785,naturals meetha amla 100g,5,43
5786,naturals meethi imli 100g,5,43
5787,naturals mahabaleshwar channa 200g,5,43
5788,naturals roasted yellow channa 200g,5,43
5789,too yumm karare chilli achari 80g,5,43
5790,too yumm karare munchy masala 80g,5,43
5791,too yumm karare noodle masala 80g,5,43
5792,too yumm potato stix aloo chat 75g,5,43
5793,too yumm rings masala magic 12g,5,43
5794,too yumm rings tomato twist 12g pack of 12,5,43
5795,too yumm rings tomato twist 75g,5,43
5796,too yumm sour cream & onion 25g pack of 12,5,43
5797,top garden paprika pumpkin 30g,5,43
5798,top garden salted sunflower 30g,5,43
5799,top graden salted pampkin 30g,5,43
5800,woot woot straws zingy curry 27g,5,43
5801,aro 3d traingle frymes 200g,5,101
5802,aro fryums combo 450g,5,101
5803,aro cereal pellets 3d sixer 200g,5,101
5804,iyers sago sandige 120g,5,101
5805,shareat fryeat potato pellets 1kg,5,101
5806,dnv birthday combo papad 600g,5,101
5807,mtr 3 minutes breakfast sevian upma 65g,5,39
5808,chings tomato oats soup 70g,5,101
5809,chings manchow noodles soup 72g,5,101
5810,knorr sweet corn chicken soup 42g,5,101
5811,knorr manchow noodle soup 46g,5,101
5812,knorr sweet corn vegitable soup 44g,5,101
5813,knorr hot & sour vegitable soup 43g,5,101
5814,knorr thick tomato soup 53g,5,101
5815,knorr tomato chatpata soup 14g,5,101
5816,knorr mixed vegetable soup 10g,5,101
5817,knorr hot & sour veg 11g,5,101
5818,knorr manchow veg cup a soup 12g,5,101
5819,chings tomato instant soup 16g,5,101
5820,chings mix veg instant soup 15g,5,101
5821,knorr lime seasoning powder 500g,5,101
5822,b natural guava 125ml,4,35
5823,b natural guava 180ml,4,35
5824,bindu fizz jeera masala 2l,4,37
5825,bindu fizz jeera masala 600ml pack of 24,4,37
5826,bisleri club soda extra power 750ml,4,34
5827,budweiser beats energy drink 250ml can,4,34
5828,coca cola coke zero sugar 300ml can,4,34
5829,coca cola original taste,4,34
5830,fanta orange flavour 250ml,4,35
5831,fanta orange flavour 250ml pack of 28,4,35
5832,fanta orange flavoured 1.75l,4,35
5833,fizzinga jeera 1.5l,4,34
5834,fizzinga jeera 600ml,4,34
5835,fizzinga junior apple 200ml,4,35
5836,fizzinga junior lemon 200ml,4,35
5837,fizzinga junior orange 200ml,4,35
5838,fizzinga lemon 1.5l,4,35
5839,fizzinga orange 1.5l,4,35
5840,kingfisher black current 300ml can,4,34
5841,kingfisher ginger & lime 300ml glass bottle,4,34
5842,kingfisher lemon flavour  300ml glass bottle,4,34
5843,kingfisher mint & lime 300ml glass bottle,4,34
5844,kingfisher strawberry cranberry 300ml,4,34
5845,kinley with minerals 1l,4,37
5846,mirinda orange flavour 750ml,4,35
5847,monster energy 350ml can,4,35
5848,paper boat apple 150ml,4,35
5849,paper boat lychee 150ml,4,35
5850,paper boat orange 150ml,4,35
5851,paper boat slurpy mango 150ml,4,35
5852,paper boat swing tasty apple 150ml,4,35
5853,paper boat swing yummy gauva 150ml,4,35
5854,pepsi 2.25l pack of 9,4,34
5855,pepsi 250ml pack of 30,4,34
5856,pepsi 750ml,4,34
5857,pepsi 750ml pack of 24,4,34
5858,raw pressery pomegranate 1l,4,35
5859,raw pressery pomegranate 250ml,4,35
5860,raw pressery valencia orange 1l,4,35
5861,raw pressery valencia orange 250ml,4,35
5862,red bull energy drink 350ml pack of 24,4,34
5863,red bull the yellow edition energy drink 250ml can,4,34
5864,tendo almond milk 330ml,4,34
5865,tendo walnut milk 330ml,4,34
5866,tropicana litchi delight 1l,4,35
5867,tropicana mango delight 200ml,4,35
5868,tropicana orange delight 200ml,4,35
5869,tropicana pomegranate delight 200ml,4,35
