id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
266945,49,266945.jpg,Surf Excel Easy Wash Detergent Powder 1.5 kg PW,"[""266945.jpg"",""266945-1.jpg"",""266945-2.jpg"",""266945-3.jpg"","" "",]",184,178,4,1,7,50,0,0,0,0,1,1.5,0,0,0,0,0,0,,,,20/12/2050,0,1,5,4,1,0,[],0,18,12596|7153|1003|1065,3402,741
