id,original_price,sell_price,variations_types,in_stoke
SDSQXCY-064G-GN6MN,2600,1699,[],1
SDSQXCY-128G-GN6MN,5000,3016,[],1
SDSSDE60-1T00-G25,32500,15831,[],0
SDSSDE60-250G-G25,13500,7466,[],0
SDSSDE60-2T00-G25,75000,30371,[],0
SDSSDE60-500G-G25,17500,8677,[],0
SDSSDE80-1T00-G25,36000,20521,[],0
SDSSDE80-2T00-G25,80000,36469,[],0
SDSSDE80-500G-G25,17500,11609,[],0
SHB1008,1699,1180,[],1
SHB1603,1299,1032,[],1
SHB1805BK,2499,1797,[],1
SHB2505,7999,5740,[],0
SHB3595BK,2999,2105,[],0
SHB4305BK,3499,2862,[],0
SHB4405BK,2699,2534,[],0
SHE1505,399,399,[],1
SHE2405BK,1449,918,[],1
SHE3555BK,599,599,[],0
SHE3555BL,599,599,[],0
SHE4305BK,1299,785,[],0
SHM1900,1449,1403,[],0
SMS66GI01I,48490,41485,[],1
SN95,995,510,[],1
SPA4040B,6990,5988,[],1
SPA5128B,5990,4909,[],1
SPA5162B,7990,6640,[],1
SPA5190B,8990,8034,[],1
SPA8000B,11990,10381,[],1
SPA9080B,16990,12956,[],1
SPK7404,1099,1021,[],1
SRS-XB01,2990,2742,[],0
SRS-XB12,4990,4133,[],0
SRS-XB23,10990,9542,[],1
SRS-XB32,13990,12142,[],0
SRS-XB33,15990,13792,[],1
SRS-XB43,21990,18550,[],1
Stone 1401,12990,6659,[],1
Stone 210,3490,1685,[],1
SUJ001,7308,6605,[],1
SUJ002,6228,5714,[],1
SUJ003,6732,6125,[],1
SUJ004,8883,7907,[],1
SUJ005,5103,4961,[],0
SUJ006,5922,5473,[],1
SUJ007,7650,6846,[],1
SUJ009,855,822,[],1
SUJ010,1197,1118,[],1
SWV1438BN,999,590,[],1
SWV9442A,999,885,[],1
SWV9443A,899,658,[],1
SWV9446A,899,732,[],1
SYS001,1350,1194,[],1
SYS002,6699,3882,[],1
SYS003,8799,5249,[],1
SYS004,11999,6837,[],1
SYS005,1699,1072,[],1
SYS006,3699,2058,[],1
SYS007,5999,3321,[],1
SYS008,6999,4980,[],1
SYS009,6999,4872,[],1
SYS010,1399,1247,[],1
SYS011,1399,1247,[],1
SYS012,1399,1247,[],1
SYS013,1799,1590,[],1
SYS014,1799,1590,[],1
SYS015,1799,1590,[],1
SYS019,599,525,[],1
SYS020,599,525,[],1
SYS023,499,456,[],1
SYS027,699,611,[],0
SYS028,699,452,[],1
SYS029,750,515,[],1
SYS032,2999,2064,[],1
SYS033,699,531,[],1
SYS034,899,595,[],1
SYS035,1099,807,[],1
SYS047,3999,3221,[],1
SYS048,1599,1481,[],1
SYS049,2399,1981,[],0
SYS050,2999,2428,[],1
SYS051,1900,853,[],1
SYS052,4200,1992,[],1
SYS053,4200,1992,[],1
SYS060,499,341,[],1
SYS061,599,382,[],1
SYS071,699,525,[],1
SYS072,699,525,[],1
SYS073,799,560,[],1
SYS074,799,569,[],1
SYS076,899,616,[],1
SYS080,699,534,[],1
SYS081,699,534,[],1
SYS191,1999,1614,[],0
T-140,21299,17205,[],0
T205BT,2999,2300,[],1
T50HI,999,859,[],1
TAPB603,31990,29509,[],1
TAPH805BK,13990,11530,[],1
TAPN402BK,7990,5732,[],1
TAPN505BK,11990,10044,[],1
TASH402BK,8990,5103,[],1
TAUH202BK,3299,2541,[],1
TAUT102BK,5990,3560,[],1
Ujjwal Plus,1595,1583,[],0
UVC_box-15l,10990,10990,[],0
UVC_box-30l,12990,11550,[],0
VPD-18,990,463,[],0
WAK2006HIN,31999,28800,[],0
WAK2006WIN,34999,31500,[],0
WAK20166IN,34549,30987,[],0
WAK2016DIN,35449,31794,[],0
WAK20265IN,34349,30915,[],0
WAK20267IN,35299,31770,[],0
WAK2416SIN,38999,35100,[],0
WAT2846WIN,43849,39465,[],0
WDBKVX0010PSLWESN,32500,15854,[],0
WDBKVX0020PSLWESN,75000,30395,[],0
WDBKVX2560PSLWESN,13500,7490,[],0
WDBKVX5120PSLWESN,17500,8701,[],0
WDBMCG0020BBTWESN,55000,28834,[],0
WDBMCG5000ABTWESN,14500,7919,[],0
WF-1000XM3,19990,17792,[],1
WF-SP800N,18990,16912,[],1
WF-XB700,11990,8351,[],1
WG-905,5540,4747,[],1
WH - 21220,36700,31187,[],1
WH - 21249,40900,33633,[],1
WH - 21355,28650,23634,[],1
WH - 30132,16900,14776,[],1
WH - 30133,16900,14776,[],1
WH - 30160,14400,12379,[],0
WH - 30174,21750,18387,[],1
WH - 30197,13550,12773,[],1
WH - 30199,13400,12153,[],0
WH - 30200,12700,11001,[],0
WH - 30206,17800,15253,[],1
WH - 30211,13500,11471,[],1
WH - 30212,15450,12942,[],0
WH - 30235,13700,12873,[],1
WH - 31281,46480,32559,[],0
WH - 31322,39200,28179,[],1
WH - 31373,17800,16263,[],0
WH - 31375,35000,26527,[],1
WH - 71592,16150,14403,[],1
WH - 71595,16750,15070,[],1
WH - 71596,16750,15070,[],1
WH - 71610,19650,17529,[],1
WH - 71625,18600,17024,[],0
WH - 71628,21150,17663,[],0
WH - 71629,21150,18353,[],1
WH - 71631,21400,18601,[],1
WH - 71635,22100,19251,[],1
WH - 71651,22950,19721,[],1
WH - 71765,24250,20953,[],1
WH - 71771,25000,22272,[],1
WH - 71828,28850,23719,[],1
WH - 71845,15850,13966,[],1
WH - 71862,23850,21051,[],1
WH - 71865,24500,20563,[],0
WH - 71866,25650,22823,[],1
WH - 71900,25950,22862,[],1
WH-21197,32200,24711,[],0
WH-21198,32200,24711,[],0
WH-21204,32200,25570,[],1
WH-21206,29350,26009,[],1
WH-21207,31000,26379,[],1
WH-30199,13400,12153,[],0
WH-30200,12700,11001,[],0
WH-30211,13500,11471,[],1
WH-31373,17800,16263,[],0
WH-31375,35000,26527,[],1
WH-41219,50950,33774,[],1
WH-41220,59500,40868,[],0
WH-50046,6950,6779,[],1
WH-50047,8775,7400,[],1
WH-61017,12000,10688,[],1
WH-61018,15500,13397,[],1
WH-61019,17500,15971,[],0
WH-61021,12000,9961,[],1
WH-71592,16150,14303,[],1
WH-71596,16750,15070,[],1
WH-71597,16750,15070,[],1
WH-CH400,4990,3250,[],1
WH-CH510,4990,3942,[],1
WH-CH710N,14990,9842,[],1
WH-H910N,24990,19987,[],0
WH-XB700,9990,9990,[],0
WHCH510,4990,3792,[],1
WHXB900N,19990,17192,[],1
WI-1000XM2,24990,19992,[],1
WI-C310,3290,2892,[],1
WI-C400,3990,3990,[],0
WI-C600N,10990,9592,[],0
WI-SP510,6990,5192,[],1
WI-XB400,4990,3942,[],1
WIC200,2990,2212,[],1
WIC310,2990,2713,[],1
WIC600N,10990,9923,[],0
WIXB400,4990,3792,[],1
WI_SP510,6990,4942,[],1
WM10K161IN,36199,32580,[],0
WM14T461IN,43348,39014,[],0
WOA126X0IN,37999,34081,[],0
WOE654W0IN,18999,17040,[],0
WOE654Y0IN,19499,18689,[],0
WOE704W0IN,20490,18377,[],0
WOE704Y1IN,23599,21240,[],0
Y11,12990,10695,[],0
Y50,19990,17696,[],0
01O (0) 01 002,5600,3576,[],1
01O (0) 09 001,5950,4497,[],1
08N (0) 09 012,15600,12706,[],1
08S (0) 09 001,9900,6244,[],1
108087_03,4499,2673,[],1
108226_317,17999,12812,[],0
108226_35,17999,12812,[],0
108226_788,17999,12812,[],0
108227_317,14999,10864,[],1
108227_35,14999,10864,[],1
109025_36,3990,3175,[],1
110090_36,6490,4945,[],1
110091_36,6990,5299,[],1
110093_36,9990,7423,[],1
111059_03,10999,8410,[],0
111071_317,10999,7905,[],0
111071_437,10999,7905,[],0
111074GT_03,7999,5957,[],1
111074_03,7999,5802,[],0
111074_437,7999,5957,[],1
111078_109,3499,2653,[],1
111078_757,3499,2653,[],1
111078_886,3499,2703,[],1
111082_437,8499,6153,[],0
111087_03,7499,5607,[],1
111104_773,4999,3754,[],1
111104_875,5499,4105,[],1
111122_757,3499,2703,[],1
111122_773,3499,2703,[],1
111137_35,4499,3404,[],1
111141_03,3499,2653,[],1
111141_194,3499,2653,[],1
111141_40,3499,2653,[],1
112037_030,5990,4449,[],1
112038GT_03,3490,2589,[],1
112046_030,6990,5134,[],1
112053_396,10990,7899,[],0
112054_396,8990,6652,[],1
112057_03,4499,3504,[],1
114004_03,5999,4455,[],1
114004_117,5999,4401,[],0
114006_03,5699,4245,[],1
114006_194,5699,4245,[],1
114006_337,5699,4245,[],1
114006_785,5699,4245,[],1
114007_03,3199,2493,[],1
114007_337,3199,2493,[],1
114007_40,3199,2493,[],1
114007_551,3199,2438,[],0
114007_785,3199,2493,[],1
114015_787,4999,3754,[],1
114015_788,4999,3754,[],1
114016_787,4799,3564,[],1
114016_788,4799,3564,[],1
114018_787,3299,2508,[],0
114018_788,3299,2563,[],1
117045_03,6999,5256,[],1
117047_317,8799,6518,[],1
117050_317,3299,2563,[],1
117055_03,12999,9462,[],1
121001_03,22990,16627,[],1
121001_844,22990,12064,[],0
122014_205,1490,870,[],1
122101_03,10990,5869,[],0
122102_03,7990,4321,[],0
122103_03,6490,3546,[],0
122104_03,4990,3783,[],1
123006_02,15990,8451,[],0
123006_206,15990,8451,[],0
123006_36,15990,11671,[],1
123007_36,12990,9547,[],1
123008_36,9990,7423,[],1
123010_36,5990,4491,[],1
24N (0) 09 003,9500,6748,[],1
24N (0) 09 005,12000,9754,[],1
24N (0) 09 008,18100,14686,[],1
2728640417,6020,3813,[],1
27O (0) 08 001,7500,4076,[],1
31R (0) 09 003,5300,4548,[],1
355,1110,900,[],1
3555431416,5330,3399,[],1
3555606416,5330,3399,[],1
3576310405,5990,3794,[],1
39O (0) 80 002,2850,1872,[],1
39V (0) 09 004,4900,4077,[],0
39V (0) 09 008,5700,4775,[],0
39V (0) 09 010,10900,8829,[],0
40O (0) 01 001,3000,1958,[],1
40X (0) 01 008,1900,1735,[],1
41O (0) 11 001,2000,1382,[],1
41O (0) 30 003,2000,1382,[],1
457,1980,1576,[],1
49O (0) 81 002,2300,1765,[],1
50O (0) 83 002,2450,1916,[],0
50O (0) 84 002,2450,1612,[],1
54O (0) 09 001,6000,3328,[],0
5527200417,7000,3860,[],0
5587111408,3940,2565,[],1
5617606406,2590,1754,[],1
56T (0) 09 006,2800,2518,[],1
5919001OG,11999,8606,[],0
5919003OG,9999,7359,[],1
5919005OG,8999,6658,[],1
5919006OG,8999,6503,[],0
5919007OG,8999,6503,[],0
5919008OG,8999,6658,[],1
5919009OG,4999,3754,[],1
5919010OG,4999,3700,[],0
5919011OG,4999,3700,[],0
5919013OG,4999,3700,[],0
5919017OG,23999,17172,[],1
5919018OG,23999,17172,[],1
5919318OG,22990,12219,[],1
5919319OG,22990,12064,[],0
5919324OG,7990,4475,[],1
5919576OG,15990,8451,[],0
5995202459,9500,4634,[],1
67Z (0) 09 002,2190,1885,[],1
711007_02,3790,2152,[],0
713102_36,4490,3529,[],1
7737202156,11000,4919,[],1
78612_Black,5000,3496,[],1
78612_Dark Brown,5000,3496,[],1
78612_Tan,5000,3496,[],1
78613_Black,3700,2637,[],1
78613_Dark Brown,3700,2642,[],1
78614_Black,3700,2642,[],1
78614_Dark Brown,3700,2637,[],1
78614_Tan,3700,2642,[],1
78615_Black,5000,3496,[],1
78615_Dark Brown,5000,3501,[],1
87732253,10000,4707,[],1
A101_BLK,4300,3034,[],1
A101_Navy,4300,3034,[],1
A101_RED,4300,3039,[],1
A101_TAN,4300,3034,[],1
A102_Black,4600,3232,[],1
A102_Navy,4600,3237,[],1
A102_RED,4600,3237,[],1
A102_Tan,4600,3237,[],1
A125_Black,4000,2835,[],1
A125_Navy,4000,2835,[],1
A125_Red,4000,2835,[],1
A125_Tan,4000,2835,[],1
A126_Black,5000,3501,[],1
A126_Navy,5000,3501,[],1
A126_Red,5000,3501,[],1
A126_Tan,5000,3496,[],1
A129_Black,4500,3165,[],1
A129_Navy,4500,3165,[],1
A129_Red,4500,3165,[],1
A129_Tan,4500,3170,[],1
A132_Black,6000,4155,[],1
A132_Navy,6000,4155,[],1
A132_Red,6000,4160,[],1
A132_Tan,6000,4160,[],1
A133_Black,3500,2506,[],1
A133_Navy,3500,2461,[],1
A133_Red,3500,2506,[],1
A133_Tan,3500,2461,[],1
A135_Black,7000,4821,[],1
A135_Navy,7000,4821,[],1
A135_Red,7000,4821,[],1
A135_Tan,7000,4821,[],1
A137_Black,7500,5151,[],1
A137_Navy,7500,5151,[],1
A137_Red,7500,5151,[],1
A137_Tan,7500,5151,[],1
A301_Black,6850,4717,[],1
A301_Navy,6850,4722,[],1
A301_Red,6850,4722,[],1
A301_Tan,6850,4717,[],1
A40_Black,7000,4816,[],1
A40_Brown,7000,4816,[],1
A42115,2499,1411,[],1
A61,5500,3831,[],1
A904_Black,500,430,[],1
A904_Navy,500,430,[],1
A904_Red,500,430,[],1
A904_Tan,500,430,[],1
A905_Navy,800,628,[],1
A905_Tan,800,628,[],1
AH9099,2299,1288,[],1
AN0 (0) 39 001,4900,3871,[],0
AS4 (0) 09 004,5300,3955,[],0
AS4 (0) 41 001,5100,3669,[],1
AS5 (0) 09 006,4100,2989,[],1
AS5 (0) 41 007,4350,3309,[],0
B205,4000,2835,[],1
BQ6340,2299,1333,[],1
CE7 (0) 09 003,8800,7320,[],1
CE7 (0) 09 004,10500,8567,[],1
CG1533,3599,2061,[],1
DA1 (0) 00 005,7200,3811,[],1
DA8 (0) 08 001,5500,3300,[],1
DA8 (0) 08 002,7500,4409,[],1
DA8 (0) 08 004,13900,8057,[],1
DH9 (0) 00 001,11590,6959,[],1
DI1 (0) 09 001,5200,4314,[],0
DI1 (0) 09 002,7000,5794,[],1
DI1 (0) 09 004,11100,8987,[],0
DI1 (0) 09 005,11300,9145,[],0
DK6 (0) 09 002,10900,8883,[],1
DK6 (0) 16 001,9900,8091,[],1
DK6 (0) 16 002,10900,8883,[],1
DK6 (0) 16 003,12200,9913,[],1
DK9 (0) 09 001,9500,8225,[],1
DM1 (2) 71 001,7800,5025,[],1
DM1 (2) 78 001,7800,5025,[],1
DM2 (0) 00 002,3100,1986,[],1
DM2 (0) 00 003,3100,2309,[],1
DM2 (0) 01 003,3100,2569,[],0
DM2 (0) 09 001,3100,2309,[],1
DM3 (0) 00 001,2950,1900,[],1
DM3 (0) 08 003,2950,2207,[],1
DM4 (0) 29 001,3150,2338,[],0
DM4 (0) 78 001,3150,2015,[],1
DM4 (0) 80 001,3150,2045,[],1
DM7787,3599,2061,[],1
DT5 (0) 00 001,8200,5247,[],1
DT5 (0) 01 001,8200,5247,[],1
DU8 (0) 04 001,7900,4142,[],1
DU8 (0) 25 001,7900,4142,[],0
DV5 (0) 09 003,12000,9754,[],1
DV5 (0) 41 003,12000,9754,[],1
DX7 (0) 09 001,11300,9650,[],1
DY2 (0) 78 001,13000,7672,[],1
FB2 (0) 00 003,1750,1208,[],1
FB2 (0) 01 001,1750,1421,[],1
FB7 (0) 11 001,2150,1439,[],1
FC1 (0) 08 003,2400,1583,[],1
FC5 (0) 09 001,4050,3508,[],1
FC5 (0) 09 002,4400,3681,[],0
FC5 (0) 09 003,2300,1654,[],1
FC6 (1) 00 001,9500,4804,[],1
FC6 (1) 21 001,9500,4975,[],1
FD7 (0) 09 001,3600,1531,[],1
FG6 (0) 09 001,5700,3430,[],1
FH0 (0) 05 001,2850,2191,[],0
FH0 (0) 06 001,2850,2495,[],1
FH0 (0) 96 001,2850,2495,[],1
FH7 (0) 09 001,3100,2072,[],1
FH7 (0) 09 002,3800,2652,[],1
FH7 (0) 09 003,1760,1319,[],1
FH7 (0) 41 001,3100,2072,[],1
FH7 (0) 41 002,3800,2602,[],1
FH7 (0) 41 003,1760,1319,[],1
FI0 (0) 04 001,8190,4239,[],1
FI0 (0) 08 001,8190,3851,[],0
FJ2 (0) 00 101,7200,4692,[],1
FJ2 (0) 01 101,7200,4692,[],1
FJ4 (0) 61 001,8800,4502,[],1
FJ6 (0) 12 101,7800,4070,[],1
FP8 (0) 09 001,8500,4081,[],1
FQ1 (0) 11 001,7900,4651,[],1
FQ1 (0) 11 002,9600,5500,[],1
FQ1 (0) 11 003,11400,5896,[],0
FQ1 (0) 58 001,7900,4142,[],1
FQ1 (0) 58 002,9600,5500,[],1
FQ1 (0) 58 003,11400,6951,[],0
FR6 (0) 01 001,7190,4295,[],1
FR6 (0) 01 002,8490,4946,[],1
FR6 (0) 09 001,7190,4295,[],1
FR6 (0) 09 002,8490,4368,[],1
FR6 (0) 09 003,9990,5016,[],1
FR6 (0) 20 001,7190,3791,[],0
FR6 (0) 20 002,8490,4441,[],0
FR6 (0) 20 003,9990,5191,[],0
FT6048,1199,731,[],1
FT6049,2299,861,[],1
FX1 (0) 00 101,8800,3691,[],1
FX1 (0) 09 101,8800,4081,[],1
FX1 (0) 71 101,8800,4081,[],1
GE6 (0) 09 001,9200,7987,[],1
GI0 (0) 09 001,4800,3997,[],0
GI0 (0) 09 002,4800,3997,[],0
GI0 (0) 09 003,5300,4498,[],1
GI1 (0) 09 003,5800,4844,[],1
GI1 (0) 09 004,6200,5161,[],1
H-23_Golden,5250,3661,[],1
H-23_Grey,5250,3661,[],1
H-25_Golden,5000,3496,[],1
H-25_Grey,5000,3496,[],1
HA02,6000,4155,[],1
HB1 (0) 51 002,2938,1993,[],1
HB1 (0) 70 002,2938,1993,[],1
HB2 (0) 08 003,2850,1941,[],1
HB2 (0) 09 001,2850,2096,[],0
HB2 (0) 09 002,2850,1941,[],1
HB2 (0) 51 002,2850,1941,[],1
HB2 (0) 51 003,2850,1941,[],1
HB4 (0) 08 003,2900,1936,[],0
HB4 (0) 09 002,2900,1971,[],1
HB4 (0) 17 001,2900,1971,[],1
HB4 (0) 41 002,2900,1971,[],1
HB4 (0) 51 003,2900,1971,[],1
HB4 (0) 70 001,2900,1971,[],1
HC1 (0) 08 007,750,744,[],1
HC1 (0) 08 014,2100,1859,[],0
HC1 (0) 08 035,2300,1972,[],1
HC1 (0) 08 036,4202,2413,[],0
HC1 (0) 08 038,1400,1219,[],1
HC1 (0) 09 009,1100,989,[],0
HC1 (0) 09 017,990,895,[],1
HC1 (0) 09 018,2000,1734,[],1
HC1 (0) 09 027,950,870,[],0
HC1 (0) 09 029,560,560,[],0
HC1 (0) 09 035,2300,1972,[],1
HC1 (0) 09 036,4202,2418,[],1
HC1 (0) 18 010,1450,1395,[],1
HC1 (0) 18 024,1900,1655,[],1
HC1 (0) 48 011,1450,1299,[],1
HD1 (0) 08 005,4450,2866,[],0
HD1 (0) 09 002,4250,2746,[],0
HD1 (0) 09 003,4250,2746,[],0
HD1 (0) 41 001,3700,2416,[],0
HD1 (0) 41 004,4075,2641,[],0
HDER695037M3,5375,1561,[],1
HDER695154M3,5375,1561,[],1
HDER695238M3,5375,1561,[],1
HDES798019M3,5375,1561,[],1
HDES798078M3,5375,1561,[],1
HDES798106M3,5375,1561,[],1
HDFB626033M3,5375,1561,[],1
HDFB626240M3,5375,1561,[],1
HDFD765018M3,5375,1446,[],0
HDFD765073M3,5375,1613,[],0
HDFD765096M3,5375,1668,[],0
HEFQ068083M4,5375,1561,[],1
HEFQ068096M4,5375,1561,[],1
HEFQ068238M4,5375,1561,[],1
HXDC517020N2,3390,1033,[],0
HXDC517095N2,3390,1538,[],1
HXES456040N4,3690,1762,[],0
HXES456042N4,3690,1657,[],0
HXFC480021N3,3690,1746,[],0
HXFC480036N3,3690,1657,[],1
HXFC480070N3,3690,1823,[],0
I72 (0) 09 201,9200,7987,[],1
K419,4200,2968,[],1
L164,9350,6372,[],1
L1_BLACK,6350,4387,[],1
L1_RED,6350,4312,[],1
L2_Black,7550,5179,[],1
L2_Navy,7550,5179,[],1
L2_Tan,7550,5179,[],1
L5,9350,6372,[],1
L6,8850,6042,[],1
LA7 (0) 11 001,2550,1760,[],1
LB2 (0) 01 001,1575,1175,[],1
LB2 (0) 26 002,1600,1190,[],1
LB2 (0) 90 001,1575,1175,[],1
LB2 (0) 99 003,1600,1190,[],1
LB3 (0) 00 001,2125,1505,[],1
LB3 (0) 08 001,2125,1505,[],1
LB3 (0) 08 002,2050,1461,[],1
LB3 (0) 09 003,2050,1461,[],1
LB3 (0) 21 003,2050,1461,[],1
LB3 (0) 64 001,2125,1505,[],1
LB7 (0) 01 002,1200,950,[],1
LB7 (0) 01 003,1800,1310,[],1
LB7 (0) 09 003,1800,1310,[],1
LB9 (0) 00 002,1738,1273,[],1
LB9 (0) 00 102,1738,1273,[],1
LB9 (0) 04 003,1738,1273,[],1
LB9 (0) 08 001,1738,1273,[],1
LB9 (0) 09 003,1738,1273,[],1
LB9 (0) 38 002,1738,1273,[],1
LB9 (0) 41 002,1738,1273,[],1
LB9 (0) 41 102,1738,1232,[],1
LB9 (0) 74 003,1738,1273,[],1
LC1 (0) 00 002,1812,1318,[],1
LC1 (0) 00 102,1812,1318,[],1
LC1 (0) 01 001,1812,1318,[],1
LC1 (0) 08 001,1812,1318,[],1
LC1 (0) 09 002,1812,1318,[],1
LC1 (0) 64 002,1812,1318,[],1
LC1 (0) 64 102,1812,1318,[],1
LC1 (0) 96 003,1812,1318,[],1
LC2 (0) 09 001,2050,1431,[],1
LC2 (0) 11 002,2050,1411,[],1
LC3 (0) 09 002,2150,1520,[],1
LC3 (0) 11 001,2150,1520,[],1
LC3 (0) 21 001,2150,1520,[],1
LC3 (0) 61 002,2150,1520,[],1
LC4 (0) 01 002,2275,1541,[],1
LC4 (0) 09 001,2275,1596,[],1
LD1 (0) 01 001,7380,4390,[],1
LD1 (0) 01 002,8900,5150,[],1
LD1 (0) 01 003,10350,5172,[],1
LD1 (0) 08 001,7380,4390,[],1
LD1 (0) 08 002,8900,4646,[],0
LD1 (0) 08 003,10350,5371,[],0
LD5 (0) 01 001,7450,4426,[],1
LD5 (0) 18 001,7450,4426,[],1
LD9 (0) 00 001,7400,4803,[],1
LD9 (0) 01 001,7400,4803,[],1
LD9 (0) 03 001,7400,4803,[],1
LE2 (0) 07 001,7980,4691,[],1
LE2 (0) 34 001,7980,4691,[],1
LE2 (0) 70 001,7980,4691,[],1
R101_BLACK,4250,3006,[],1
R101_Golden,4250,3006,[],1
R101_Grey,4250,3006,[],1
R101_NAVY,4250,3006,[],1
R101_RED,4250,3006,[],1
R101_Tan,4250,3006,[],1
R1113_Black,5300,3692,[],1
R1113_Navy,5300,3693,[],1
R1113_Tan,5300,3693,[],1
R1114_BLACK,4600,3232,[],1
R1114_Navy,4600,3232,[],1
R1114_Red,4600,3237,[],1
R1114_Tan,4600,3232,[],1
S70202_TAN,3500,2506,[],1
SW30000444154,10200,3811,[],0
W167_Black,2000,1470,[],1
Z19 (0) 01 004,690,647,[],1
Z19 (0) 01 006,590,585,[],0
Z19 (0) 01 009,390,390,[],1
Z19 (0) 01 012,690,647,[],1
Z19 (0) 01 013,790,726,[],1
Z19 (0) 09 004,690,647,[],1
Z19 (0) 09 006,590,568,[],1
Z19 (0) 13 016,890,830,[],1
Z19 (0) 13 062,990,910,[],1
Z19 (0) 17 006,590,568,[],1
Z19 (0) 28 063,1050,1050,[],1
Z19 (0) 28 064,1350,1350,[],1
Z19 (0) 37 019,1290,1252,[],1
Z19 (0) 37 020,1490,1411,[],1
Z19 (0) 41 015,590,585,[],0
Z19 (0) 41 016,890,830,[],1
Z19 (0) 41 062,990,910,[],1
Z19 (0) 41 067,999,917,[],1
Z19 (0) 86 002,690,647,[],1
Z19 (0) 98 063,1050,1050,[],1
Z19 (0) 98 064,1350,1300,[],1
Z34 (0) 08 016,690,618,[],1
Z34 (0) 08 201,2290,2064,[],0
Z34 (0) 08 234,2390,2043,[],1
Z34 (0) 08 235,1990,1727,[],1
Z34 (0) 09 234,2390,2043,[],0
Z34 (0) 09 235,1990,1727,[],1
Z34 (0) 29 017,990,935,[],1
Z34 (0) 29 019,590,543,[],1
Z93 (1) 31 018,3440,2920,[],0
Z93 (1) 31 019,3440,2975,[],1
Z93 (1) 69 019,3440,2925,[],1
10000,1145,1106,[],0
10003,1350,1274,[],0
10007,1550,1494,[],0
10013,1850,1810,[],1
10016,2000,1828,[],0
10020,2075,1936,[],0
10024,2225,2116,[],1
10025,1850,1718,[],0
10027,2550,2550,[],0
10030,2990,2636,[],0
10033,3250,2796,[],0
10035,2290,2290,[],0
10037,2775,2775,[],0
10038,1065,987,[],0
10200,1250,1192,[],0
10201,1450,1450,[],0
10203,1925,1925,[],0
10204,2100,1876,[],0
10206,2325,2248,[],1
10207,2650,2370,[],0
10209,3095,2672,[],0
10211,1950,1756,[],0
10212,2375,2096,[],0
10213,1125,1057,[],0
10275,1125,1125,[],1
10276,1175,1098,[],0
10707,2160,1924,[],0
10709,2290,2290,[],0
10717,2520,2400,[],0
10725,1550,1515,[],1
10728,1895,1895,[],0
10733,1400,1260,[],0
10734,1890,1843,[],1
10755,1290,1290,[],1
10756,1460,1442,[],1
10757,1990,1788,[],0
10760,1950,1756,[],0
10902,2025,1816,[],0
11052,1560,1391,[],0
11545,1920,1732,[],0
11566,1750,1624,[],0
11567,2120,1892,[],0
11568,2300,2036,[],0
11569,2690,2348,[],0
11603,1510,1326,[],0
11604,2010,1804,[],0
11605,2200,2096,[],1
11607,2790,2577,[],1
11651,1380,1377,[],1
11652,1560,1366,[],0
11653,2130,1989,[],1
11654,2340,2068,[],0
11655,1480,1458,[],1
11656,1650,1516,[],0
11657,2200,2096,[],1
11730,2460,2164,[],0
12000,5780,4820,[],0
12001,6820,5761,[],0
12105,3210,2764,[],0
1404,384,384,[],0
1409,436,436,[],0
1410,465,465,[],0
1415,435,435,[],0
1417,497,497,[],0
1418,435,435,[],0
1501,990,923,[],1
1502,680,655,[],1
1503,1235,1114,[],1
1504,1025,950,[],1
1505,740,680,[],1
1506,1275,1145,[],1
1507,590,525,[],1
1508,760,758,[],1
1509,750,700,[],1
1510,980,942,[],1
1513,1485,1409,[],1
1514,1880,1754,[],1
1710,510,510,[],1
1715,599,540,[],1
1723,595,595,[],1
1727,990,899,[],1
1728,810,810,[],1
1729,735,670,[],0
20021,3420,3260,[],0
20223,2150,2150,[],0
20224,2895,2663,[],1
20225,2595,2360,[],0
20229,3780,3280,[],0
20230,4070,3712,[],0
20231,3470,3027,[],0
20232,3840,3634,[],1
20235,4070,3452,[],0
20236,3470,2972,[],0
20238,3470,2972,[],0
20239,3260,2958,[],1
20240,3640,3470,[],0
20242,4070,4002,[],0
20247,2180,2029,[],1
20248,2420,2132,[],0
20249,2620,2620,[],0
20250,2790,2472,[],0
20251,3110,2938,[],1
20254,4120,3644,[],0
20307,3420,3260,[],0
20327,3790,3228,[],0
20330,3420,3241,[],1
20355,2110,1884,[],0
20357,2930,2540,[],0
20359,2200,1991,[],0
20360,2520,2482,[],0
20375,1880,1835,[],1
20429,1860,1818,[],1
20454,1680,1540,[],0
20457,1800,1636,[],0
20459,2780,2420,[],0
20504,2750,2544,[],0
20513,3100,2830,[],1
20551,2600,2422,[],1
20552,2910,2675,[],1
20601,2150,1916,[],0
20651,1975,1975,[],0
20652,2595,2418,[],1
20653,3200,2927,[],0
20654,1725,1658,[],1
2100096342,949,903,[],1
2100096348,1849,1626,[],1
2100096353,1449,1318,[],1
2100102552,2299,1950,[],1
216,540,540,[],1
242,90,90,[],0
244,650,650,[],1
2459,2259,2008,[],1
25654,3790,3228,[],0
271,1230,1230,[],1
29124,995,932,[],1
30495,1610,1341,[],0
30496,2030,1739,[],0
30601,930,824,[],0
30602,1170,1131,[],1
30603,1420,1276,[],1
30604,1640,1640,[],0
30609,2960,2800,[],0
30610,2290,2060,[],1
30709,910,774,[],1
30710,1090,925,[],1
30711,1150,1066,[],1
30712,910,774,[],1
30713,1120,1010,[],1
30714,670,627,[],0
30715,980,887,[],1
30716,1200,1090,[],1
30720,1490,1490,[],0
30725,1140,1135,[],0
