id,name
375716,Colgate Healthy Smiles For Little Teeth Tooth Paste 2-5 Year 40G
375715,Colgate Healthy Smiles For Little Teeth Bubble Fruit Flavours Tooth Paste2-5 Year 40G
357810,Nutricia Farex Baby Food Rice 6+ Months 300G Refil
357814,Nutricia Dexolac Premium 2 After 6 Months 400G Tin
345689,"Briyas Soya Paneer - Tofu, 200G Pouch"
