id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
403594,49,403594.jpeg,Ariel Complete Detergent Washing Powder- 4Kg Value Pack,"[""403594.jpeg""]",630,605,4,-1,7,50,0,0,0,0,1,4,0,0,0,0,0,0,,,,20/12/2050,0,0,2,2,1,0,[],0,18,12592|11085|1003|1059|12556,3402,44
402108,49,402108.jpeg,Ariel Matic Detergent Washing Powder - Front Load-4 kg (Get 2 kg Free),"[""402108.jpeg""]",1100,1056,4,-1,7,50,0,0,0,0,1,4,0,0,0,0,0,0,,,,20/12/2050,0,0,4,4,1,0,[],0,18,12592|11942|1003|1059|12556,3402,44
393046,49,393046.jpeg,Aro Red Masoor Dal Whole 500 g,"[""393046.jpeg""]",80,56,30,1,2,25,0,0,1,500,0,0,0,0,0,0,0,0,"Zeeba Basmati rice is grown in the world renowned rice growing region of Himalayan foothills. Nurtured in lush green paddy fields, it is famous for it's delicate aroma, grain length and delicious taste. Discover the timeless appeal of this rice which has been processed using state of the art technology and stringent quality control to bring you rice of quality that is unmatched. Experience the taste that has enchanted the gourmands for centuries. ",,,20/12/2050,0,0,3,3,1,0,[],0,5,10917|300|433|434,0,46
206988,49,206988.jpeg,Gala Clip N Fit Mop Refill1 Pc,"[""206988.jpeg""]",420,387,9,-1,7,52,0,0,0,0,0,0,1,1,0,0,0,0,,,,20/12/2050,0,1,4,4,1,0,[],0,18,6047|1056,9603,267
340585,49,340585.jpeg,Gala Quick Spin Mop Refill1 Pc,"[""340585.jpeg""]",1799,1656,9,-1,7,52,0,0,0,0,0,0,1,1,0,0,0,0,,,,20/12/2050,0,1,3,3,1,0,[],0,18,8933|1056,3926,267
420654,49,420654.jpeg,Khadi Organique Day Creem Liquorice & Green Tea 50 G,"[""420654.jpeg""]",1065,852,20,1,6,49,1,0,1,50,0,0,0,0,0,0,0,0,,,,00:00.0,0,0,5,4,1,0,[],0,18,13695|13697|13962|14009,0,931
423947,49,423947.jpeg,Lux Soft Touch Bathing Soap (100g X 3),"[""423947.jpeg""]",74,72,4,-1,6,45,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,4,4,1,0,[],0,18,7502|698|630,3401,447
423952,49,423952.jpeg,Lux Velvet Touch Bathing Soap (100g X 3),"[""423952.jpeg""]",74,72,4,-1,6,45,0,0,1,100,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,3,3,1,0,[],0,18,7501|698|630,3401,447
324431,49,324431.jpeg,Scotch Brite Floor Squeegee-1Pc,"[""324431.jpeg""]",325,299,8,1,7,52,1,0,0,0,0,0,1,1,0,0,0,0,,,,00:00.0,0,1,5,4,1,0,[],0,18,13840|13943|13979|14022,0,681
418054,49,418054.jpeg,Status Bagasse Plate 25Cm 3Cp 25Pcs,"[""418054.jpeg""]",200,184,8,-1,7,114,0,0,0,0,0,0,1,25,0,0,0,0,,,,20/12/2050,0,0,4,4,1,0,[],0,5,11259|1110,0,719
418055,49,418055.jpeg,Status Bagasse Plate 25Cm Round Plate 25 Pcs,"[""418055.jpeg""]",200,184,8,-1,7,114,0,0,0,0,0,0,1,25,0,0,0,0,,,,20/12/2050,0,0,4,4,1,0,[],0,5,11258|1110,0,719
426730,49,426730.jpeg,Tide Plus Extra Power Jasmine and Rose Detergent Powder 500 g,"[""426730.jpeg""]",55,53,4,-1,7,50,0,0,1,500,0,0,0,0,0,0,0,0,,,,20/12/2050,0,0,1,1,1,0,[],0,18,12595|7681|1066|1003,3401,762
