id,name,status,sub_cate_id
15139,fish masala,1,27
15140,fish fry masala,1,27
15141,fish masala 100g,1,27
15142,fish masala 50g,1,27
15143,aachi fish masala,1,27
15144,aachi fish fry masala,1,27
15145,eastern fish fry masala,1,27
15146,keya fish fry masala,1,27
15147,sakthi fish fry masala,1,27
15148,minu,1,27
15149,til whole,1,27
15150,organic til,1,27
15151,til 100g,1,27
15152,til 50g,1,27
15153,til 200g,1,27
15154,til loose,1,27
15155,sesame 100g,1,27
15156,sesame  50g,1,27
15157,sesame 200g,1,27
15158,sesame loose,1,27
15159,kitchens noormahal biriyani 250g,1,27
15160,catch kitchen king masala,1,27
15161,eastern kitchen king masala,1,27
15162,everest kitchen king masala,1,27
15163,keya kitchen king masala,1,27
15164,kitchen noormahal biriyani,1,27
15165,mdh kitchen king masala,1,27
15166,mdh kitchen king masala 100g,1,27
15167,mdh kitchen king masala 500g,1,27
15168,kitchen king masala 100g,1,27
15169,kitchen king masala 50g,1,27
15170,kitchen king masala 250g,1,27
15171,kitchen king masala 500g,1,27
15172,24 mantra organic rasam powder,1,27
15173,aachi rasam powder,1,27
15174,eastern rasam powder ,1,27
15175,fine life rasam powder,1,27
15176,mtr rasam powder,1,27
15177,sakthi rasam powder,1,27
15178,rasam powder 100g,1,27
15179,rasam powder 200g,1,27
15180,rasam powder 50g,1,27
15181,organic rasam powder,1,27
15182,organic methi seeds,1,27
15183,24 mantra organic seeds,1,27
15184,everest kasturi methi,1,27
15185,fine life fenugreek ,1,27
15186,fine life methi,1,27
15187,horeca methi,1,27
15188,kwality kasturi methi,1,27
15189,methi seeds in loose,1,27
15190,pro nature organic methi,1,27
15191,methi seeds 100g,1,27
15192,methi seeds 200g,1,27
15193,fenugreek seeds 100g,1,27
15194,fenugreek seeds 200g,1,27
15195,kasturi methi 85g,1,27
15196,24 mantra dlachini,1,27
15197,24 mantra cinnamon,1,27
15198,cinnamon in loose,1,27
15199,cinnamon powder 45g,1,27
15200,pronature organic cinnamon,1,27
15201,regency cinnamon,1,27
15202,organic cinnamon,1,27
15203,pronature organic dalchini,1,27
15204,regency dalchini,1,27
15205,dalchini 100g,1,27
15206,dalchini 50g,1,27
15207,cinnamon 100g,1,27
15208,cinnamon 50g,1,27
15209,pav bhaji masala,1,27
15210,catch pav bhaji masala,1,27
15211,everest pav bhaji masala,1,27
15212,kohinoor pav bhaji masala,1,27
15213,mdh pav bhaji masala,1,27
15214,mtr pav bhaji masala,1,27
15215,suhana pav bhaji masala,1,27
15216,pav bhaji masala 100g,1,27
15217,pav bhaji masala 50g,1,27
