nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
0,DN3093-S,46,DN3093-S.jpeg,Adidas Dn3093-S Essex Polo S,"[""DN3093-S.jpeg""]",1699,578,66,-1,16,124,1,0,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,4,4,1,0,[],0,5,14086|14091|14092|14096,61052010,13
0,DN3093-M,46,DN3093-M.jpeg,Adidas Dn3093-M Essex Polo M,"[""DN3093-M.jpeg""]",1699,578,66,-1,16,124,1,0,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,4,4,1,0,[],0,5,14087|14091|14093|14096,61052010,13
0,DN3093-L,46,DN3093-L.jpeg,Adidas Dn3093-L Essex Polo L,"[""DN3093-L.jpeg""]",1699,578,66,-1,16,124,1,0,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,4,4,1,0,[],0,5,14088|14091|14094|14096,61052010,13
0,DN3093-XL,46,DN3093-XL.jpeg,Adidas Dn3093-Xl Essex Polo Xl,"[""DN3093-XL.jpeg""]",1699,578,66,-1,16,124,1,0,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,4,4,1,0,[],0,5,14089|14091|14095|14096,61052010,13
0,DN3093-XXL,46,DN3093-XXL.jpeg,Adidas Dn3093-Xxl Essex Polo 2Xl,"[""DN3093-XXL.jpeg""]",1699,578,66,-1,16,124,1,0,0,0,0,0,1,1,0,0,0,0,,,,20-12-2050,0,1,4,4,1,0,[],0,5,14090|14091|14096|14096,61052010,13
