id,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
100223,0,0,0,0,0,0,0,0,1,500
130307,0,0,0,0,0,0,0,0,1,1000
152075,0,0,0,0,0,0,0,0,1,1000
180963,0,0,0,0,0,0,0,0,1,250
197348,0,0,0,0,0,0,0,0,1,250
200952,0,0,0,0,0,0,0,0,1,200
245504,0,0,0,0,0,0,0,0,1,500
331401,0,0,0,0,0,0,0,0,1,750
331402,0,0,0,0,0,0,0,0,1,750
332176,0,0,0,0,0,0,0,0,1,750
332177,0,0,0,0,0,0,0,0,1,750
332178,0,0,0,0,0,0,0,0,1,750
365081,0,0,0,0,0,0,0,0,1,500
395301,0,0,0,0,0,0,0,0,1,250
189433,0,0,1,1,0,0,0,0,0,0
199785,0,0,1,5,0,0,0,0,0,0
208767,0,0,1,1,0,0,0,0,0,0
225582,0,0,1,10,0,0,0,0,0,0
241598,0,0,1,1,0,0,0,0,0,0
244961,0,0,1,1,0,0,0,0,0,0
252948,0,0,1,1,0,0,0,0,0,0
280980,0,0,1,1,0,0,0,0,0,0
286070,0,0,1,10,0,0,0,0,0,0
287166,0,0,1,5,0,0,0,0,0,0
301534,0,0,1,10,0,0,0,0,0,0
319608,0,0,1,5,0,0,0,0,0,0
346209,0,0,1,1.68,0,0,0,0,0,0
391628,0,0,1,10,0,0,0,0,0,0
391629,0,0,1,5,0,0,0,0,0,0
412916,0,0,1,1,0,0,0,0,0,0
206408,1,38,0,0,0,0,0,0,0,0
292223,1,20,0,0,0,0,0,0,0,0
332712,1,50,0,0,0,0,0,0,0,0
345283,1,12,0,0,0,0,0,0,0,0
353127,1,13,0,0,0,0,0,0,0,0
361343,1,11,0,0,0,0,0,0,0,0
376047,1,26,0,0,0,0,0,0,0,0
382505,1,40,0,0,0,0,0,0,0,0
385371,1,15,0,0,0,0,0,0,0,0
386514,1,60,0,0,0,0,0,0,0,0
386975,1,50,0,0,0,0,0,0,0,0
390022,1,20,0,0,0,0,0,0,0,0
403750,1,33,0,0,0,0,0,0,0,0
405276,1,26,0,0,0,0,0,0,0,0
268978,1,7.7,0,0,0,0,0,0,0,0
277876,1,100,0,0,0,0,0,0,0,0
309153,1,12,0,0,0,0,0,0,0,0
332638,1,38,0,0,0,0,0,0,0,0
333401,1,120,0,0,0,0,0,0,0,0
333586,1,110,0,0,0,0,0,0,0,0
334778,1,70,0,0,0,0,0,0,0,0
336509,1,53,0,0,0,0,0,0,0,0
368932,1,57,0,0,0,0,0,0,0,0
382701,1,4.4,0,0,0,0,0,0,0,0
382704,1,4.4,0,0,0,0,0,0,0,0
382706,1,4.4,0,0,0,0,0,0,0,0
384322,1,60,0,0,0,0,0,0,0,0
386955,1,27,0,0,0,0,0,0,0,0
387194,1,26,0,0,0,0,0,0,0,0
387195,1,26,0,0,0,0,0,0,0,0
387248,1,18,0,0,0,0,0,0,0,0
390750,1,26,0,0,0,0,0,0,0,0
392411,1,13,0,0,0,0,0,0,0,0
270743,1,50,0,0,0,0,0,0,0,0
380737,1,45,0,0,0,0,0,0,0,0
382738,1,50,0,0,0,0,0,0,0,0
382892,1,45,0,0,0,0,0,0,0,0
415044,1,126,0,0,0,0,0,0,0,0
102083,1,55,0,0,0,0,0,0,0,0
316422,1,12.5,0,0,0,0,0,0,0,0
317851,1,14.4,0,0,0,0,0,0,0,0
330535,1,19.1,0,0,0,0,0,0,0,0
339196,1,12.5,0,0,0,0,0,0,0,0
339197,1,12.5,0,0,0,0,0,0,0,0
353994,1,12.8,0,0,0,0,0,0,0,0
362915,1,4.5,0,0,0,0,0,0,0,0
372617,1,2.2,0,0,0,0,0,0,0,0
372618,1,8.5,0,0,0,0,0,0,0,0
377224,1,13.5,0,0,0,0,0,0,0,0
102093,1,40,0,0,0,0,0,0,0,0
102533,1,100,0,0,0,0,0,0,0,0
104862,1,500,0,0,0,0,0,0,0,0
133571,1,18,0,0,0,0,0,0,0,0
135463,1,100,0,0,0,0,0,0,0,0
137623,1,32,0,0,0,0,0,0,0,0
144126,1,27,0,0,0,0,0,0,0,0
145130,1,70,0,0,0,0,0,0,0,0
153122,1,150,0,0,0,0,0,0,0,0
167814,1,54,0,0,0,0,0,0,0,0
175374,1,32,0,0,0,0,0,0,0,0
181598,1,25,0,0,0,0,0,0,0,0
188077,1,150,0,0,0,0,0,0,0,0
188079,1,150,0,0,0,0,0,0,0,0
188080,1,150,0,0,0,0,0,0,0,0
188081,1,150,0,0,0,0,0,0,0,0
188082,1,150,0,0,0,0,0,0,0,0
216871,1,28,0,0,0,0,0,0,0,0
223536,1,0.75,0,0,0,0,0,0,0,0
229853,1,360,0,0,0,0,0,0,0,0
230634,1,35,0,0,0,0,0,0,0,0
231206,1,25,0,0,0,0,0,0,0,0
252943,1,500,0,0,0,0,0,0,0,0
256045,1,19.5,0,0,0,0,0,0,0,0
266335,1,4,0,0,0,0,0,0,0,0
270726,1,66,0,0,0,0,0,0,0,0
270727,1,100,0,0,0,0,0,0,0,0
270729,1,58,0,0,0,0,0,0,0,0
270891,1,82,0,0,0,0,0,0,0,0
274921,1,100,0,0,0,0,0,0,0,0
274927,1,100,0,0,0,0,0,0,0,0
274929,1,100,0,0,0,0,0,0,0,0
274930,1,100,0,0,0,0,0,0,0,0
274933,1,100,0,0,0,0,0,0,0,0
274934,1,75,0,0,0,0,0,0,0,0
276661,1,200,0,0,0,0,0,0,0,0
280665,1,500,0,0,0,0,0,0,0,0
283890,1,42.5,0,0,0,0,0,0,0,0
283896,1,42.5,0,0,0,0,0,0,0,0
283907,1,42.5,0,0,0,0,0,0,0,0
300345,1,60,0,0,0,0,0,0,0,0
301331,1,21.5,0,0,0,0,0,0,0,0
302099,1,45,0,0,0,0,0,0,0,0
306111,1,2,0,0,0,0,0,0,0,0
316089,1,75,0,0,0,0,0,0,0,0
317804,1,22,0,0,0,0,0,0,0,0
318028,1,10,0,0,0,0,0,0,0,0
324645,1,700,0,0,0,0,0,0,0,0
325736,1,18,0,0,0,0,0,0,0,0
326567,1,37.3,0,0,0,0,0,0,0,0
332520,1,28,0,0,0,0,0,0,0,0
332529,1,30,0,0,0,0,0,0,0,0
332706,1,92.32,0,0,0,0,0,0,0,0
333101,1,75.6,0,0,0,0,0,0,0,0
333122,1,75.4,0,0,0,0,0,0,0,0
333184,1,37.7,0,0,0,0,0,0,0,0
335288,1,36,0,0,0,0,0,0,0,0
335479,1,34,0,0,0,0,0,0,0,0
335555,1,120,0,0,0,0,0,0,0,0
335566,1,120,0,0,0,0,0,0,0,0
335872,1,25,0,0,0,0,0,0,0,0
336866,1,20,0,0,0,0,0,0,0,0
336867,1,20,0,0,0,0,0,0,0,0
337622,1,25,0,0,0,0,0,0,0,0
339075,1,900,0,0,0,0,0,0,0,0
340268,1,53,0,0,0,0,0,0,0,0
341095,1,35,0,0,0,0,0,0,0,0
342261,1,10,0,0,0,0,0,0,0,0
342673,1,100,0,0,0,0,0,0,0,0
351055,1,18,0,0,0,0,0,0,0,0
351784,1,31.25,0,0,0,0,0,0,0,0
353869,1,32.5,0,0,0,0,0,0,0,0
353885,1,156,0,0,0,0,0,0,0,0
355158,1,3.4,0,0,0,0,0,0,0,0
356688,1,4,0,0,0,0,0,0,0,0
356718,1,4,0,0,0,0,0,0,0,0
357620,1,7,0,0,0,0,0,0,0,0
360172,1,12.5,0,0,0,0,0,0,0,0
361964,1,25,0,0,0,0,0,0,0,0
362060,1,30,0,0,0,0,0,0,0,0
362940,1,90,0,0,0,0,0,0,0,0
362951,1,76.95,0,0,0,0,0,0,0,0
363731,1,20,0,0,0,0,0,0,0,0
363732,1,23,0,0,0,0,0,0,0,0
365075,1,82,0,0,0,0,0,0,0,0
365563,1,25,0,0,0,0,0,0,0,0
365763,1,58,0,0,0,0,0,0,0,0
371031,1,20,0,0,0,0,0,0,0,0
372558,1,10,0,0,0,0,0,0,0,0
372614,1,14,0,0,0,0,0,0,0,0
372673,1,28,0,0,0,0,0,0,0,0
373401,1,100,0,0,0,0,0,0,0,0
374069,1,375,0,0,0,0,0,0,0,0
374070,1,375,0,0,0,0,0,0,0,0
377226,1,13.5,0,0,0,0,0,0,0,0
377227,1,15,0,0,0,0,0,0,0,0
377228,1,15,0,0,0,0,0,0,0,0
377289,1,13,0,0,0,0,0,0,0,0
378001,1,250,0,0,0,0,0,0,0,0
382736,1,37.7,0,0,0,0,0,0,0,0
382739,1,50,0,0,0,0,0,0,0,0
382897,1,45,0,0,0,0,0,0,0,0
385217,1,12.5,0,0,0,0,0,0,0,0
390131,1,500,0,0,0,0,0,0,0,0
390749,1,28.6,0,0,0,0,0,0,0,0
400830,1,2.3,0,0,0,0,0,0,0,0
401690,1,13,0,0,0,0,0,0,0,0
403030,1,30,0,0,0,0,0,0,0,0
403165,1,46.5,0,0,0,0,0,0,0,0
403203,1,200,0,0,0,0,0,0,0,0
405243,1,66.7,0,0,0,0,0,0,0,0
405260,1,66.7,0,0,0,0,0,0,0,0
405261,1,66.7,0,0,0,0,0,0,0,0
405402,1,52.5,0,0,0,0,0,0,0,0
405433,1,12.5,0,0,0,0,0,0,0,0
406887,1,33.3,0,0,0,0,0,0,0,0
410658,1,89,0,0,0,0,0,0,0,0
410659,1,35,0,0,0,0,0,0,0,0
410660,1,75,0,0,0,0,0,0,0,0
410670,1,60,0,0,0,0,0,0,0,0
410769,1,50,0,0,0,0,0,0,0,0
410865,1,89,0,0,0,0,0,0,0,0
410876,1,100,0,0,0,0,0,0,0,0
410883,1,50,0,0,0,0,0,0,0,0
412589,1,45,0,0,0,0,0,0,0,0
412592,1,45,0,0,0,0,0,0,0,0
412593,1,45,0,0,0,0,0,0,0,0
412849,1,21.36,0,0,0,0,0,0,0,0
413349,1,18,0,0,0,0,0,0,0,0
413354,1,18,0,0,0,0,0,0,0,0
413919,1,168,0,0,0,0,0,0,0,0
413920,1,168,0,0,0,0,0,0,0,0
413921,1,168,0,0,0,0,0,0,0,0
413937,1,105,0,0,0,0,0,0,0,0
416238,1,19,0,0,0,0,0,0,0,0
163578,1,500,0,0,0,0,0,0,0,0
271130,1,100,0,0,0,0,0,0,0,0
278857,1,80,0,0,0,0,0,0,0,0
328664,1,200,0,0,0,0,0,0,0,0
339011,1,500,0,0,0,0,0,0,0,0
339013,1,500,0,0,0,0,0,0,0,0
339014,1,500,0,0,0,0,0,0,0,0
382131,1,14,0,0,0,0,0,0,0,0
382132,1,10,0,0,0,0,0,0,0,0
382143,1,34,0,0,0,0,0,0,0,0
391422,1,35,0,0,0,0,0,0,0,0
404156,1,500,0,0,0,0,0,0,0,0
420441,1,400,0,0,0,0,0,0,0,0
223537,0,0,0,0,1,1,0,0,0,0
223660,0,0,0,0,1,1,0,0,0,0
223661,0,0,0,0,1,1,0,0,0,0
223663,0,0,0,0,1,1,0,0,0,0
367009,0,0,0,0,1,1,0,0,0,0
118544,1,10.1,0,0,0,0,0,0,0,0
163921,1,60,0,0,0,0,0,0,0,0
206416,1,100,0,0,0,0,0,0,0,0
236520,1,70,0,0,0,0,0,0,0,0
236544,1,120,0,0,0,0,0,0,0,0
249362,1,128,0,0,0,0,0,0,0,0
270896,1,150,0,0,0,0,0,0,0,0
272753,1,41,0,0,0,0,0,0,0,0
274936,1,75,0,0,0,0,0,0,0,0
283905,1,45,0,0,0,0,0,0,0,0
283914,1,41,0,0,0,0,0,0,0,0
284056,1,20,0,0,0,0,0,0,0,0
285258,1,22,0,0,0,0,0,0,0,0
322016,1,22,0,0,0,0,0,0,0,0
325207,1,15,0,0,0,0,0,0,0,0
332373,1,50,0,0,0,0,0,0,0,0
332690,1,41,0,0,0,0,0,0,0,0
332696,1,110,0,0,0,0,0,0,0,0
332697,1,41,0,0,0,0,0,0,0,0
333930,1,20,0,0,0,0,0,0,0,0
334379,1,8,0,0,0,0,0,0,0,0
335516,1,45,0,0,0,0,0,0,0,0
335556,1,120,0,0,0,0,0,0,0,0
345285,1,12,0,0,0,0,0,0,0,0
347919,1,50,0,0,0,0,0,0,0,0
362527,1,90,0,0,0,0,0,0,0,0
364671,1,60,0,0,0,0,0,0,0,0
