id,name
297720,Grocery Wheat Brocken Daliya 1 Kg
392739,Grocery Green Moong Whole 1Kg
392744,Grocery Small Brown Chana Dal 5Kg
392746,Grocery Green Peas Reg 5 Kg
392749,Grocery Moong Dal 5 Kg
392751,Grocery Brown Chana Small 500G
392752,Grocery Urad Dal Whole 500G
392755,Grocery Brown Chana Small 1Kg
392756,Grocery Fried Gram 500G
392758,Grocery Chana Dal 500G
392759,Grocery Horse Gram 500G
392762,Grocery Green Moong Split 1 Kg
392763,Grocery Green Moong Whole 500G 
392764,Grocery Chana Dal 5Kg
392765,Grocery Horse Gram 1Kg
392769,Grocery Kabuli Chana Reg 5Kg
392771,Grocery Red Rajma 1Kg
392773,Grocery Rajma Red Reg 5Kg
392774,Grocery Moong Dal 1Kg
392777,Grocery Moong Dal 5Kg 
392780,Grocery Moong Dal 500G
392781,Grocery Toor Dal 1Kg
392782,Grocery Urad Dal 5Kg
392785,Grocery Toor Dal 500G
392804,Grocery Green Peas 1Kg
392808,Grocery Urad Dal Whole Reg 5 Kg
392810,Grocery Moong Dal 500G
392821,Grocery Chana Dal 1 Kg 
392823,Grocery Red Rajma 500G
392826,Grocery Avarai Whole 500G
392831,Grocery Avarai Whole 1 Kg
392833,Grocery Popcorn 500G
392836,Grocery Avarai Whole 500G
392842,Grocery Red Moong Whole 1Kg
392845,Grocery Green Moong Dal Split 500G
392846,Grocery Red Moong Dal Whole 500G
392848,Grocery Green Moong Whole 5 Kg
393037,Grocery Urad Black Split 1Kg
393039,Grocery Avarai Split 1Kg
393045,Grocery Urad Black Split 500G
