id,name,original_price,sell_price,variations_types,stocks,size
273395,Carrot Delhi,61,55,1000|500|2000,0,1
250474,Bhendi,99,90,1000|500|250,0,1
250574,Coccinea,44,40,1000|500|2000,0,1
250417,Tomato - Country,33,30,1000|500|2000,100,1
250437,Tomato - Hybrid,42,38,500|1000|2000,100,1
