id,cate_id,sub_cate_id
404380,3,33
334114,3,33
421486,3,33
379530,3,33
376508,3,33
410643,3,33
376509,3,33
387924,3,33
380581,3,33
390236,3,30
380737,3,30
382897,3,30
383012,3,30
382893,3,30
382892,3,30
382898,3,30
373590,3,30
373590,3,30
281373,4,99
416280,5,62
302078,3,33
387920,3,33
376501,3,33
376505,3,33
410642,3,33
376506,3,33
376499,3,33
410589,3,33
421512,3,33
409864,13,47
409878,13,47
409876,13,47
422721,13,47
427776,13,47
429639,13,47
429640,13,47
429638,13,47
429637,13,47
279031,5,44
279033,5,44
391661,5,101
386064,10,60
386067,10,60
