id,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
CY6240,0,0,0,0,0,0,0,0,1,500
3405,0,0,0,0,0,0,0,0,1,750
422,0,0,0,0,0,0,0,0,1,500
99533,0,0,0,0,0,0,0,0,1,950
99530,0,0,0,0,0,0,0,0,1,950
99531,0,0,0,0,0,0,0,0,1,1000
99532,0,0,0,0,0,0,0,0,1,1000
BTF-002,0,0,0,0,0,0,0,0,1,350
BTF-003,0,0,0,0,0,0,0,0,1,350
BTF-009,0,0,0,0,0,0,0,0,1,350
BTF-012,0,0,0,0,0,0,0,0,1,500
BTF-013,0,0,0,0,0,0,0,0,1,500
BTF-014,0,0,0,0,0,0,0,0,1,500
BTF-023,0,0,0,0,0,0,0,0,1,750
BTF-032,0,0,0,0,0,0,0,0,1,900
BTF-033,0,0,0,0,0,0,0,0,1,900
42783,0,0,0,0,0,0,0,0,1,900
3401,0,0,0,0,0,0,0,0,1,500
4405,0,0,0,0,0,0,0,0,1,500
WAT051,0,0,0,0,0,0,0,0,1,750
4406,0,0,0,0,0,0,0,0,1,750
WAT044,0,0,0,0,0,0,0,0,1,500
4412,0,0,0,0,0,0,0,0,1,500
4411,0,0,0,0,0,0,0,0,1,1000
4410,0,0,0,0,0,0,0,0,1,750
3412,0,0,0,0,0,0,0,0,1,1000
3408,0,0,0,0,0,0,0,0,1,500
3410,0,0,0,0,0,0,0,0,1,750
4409,0,0,0,0,0,0,0,0,1,1000
4407,0,0,0,0,0,0,0,0,1,500
4408,0,0,0,0,0,0,0,0,1,750
S96920,0,0,0,0,0,0,0,0,1,750
PIG12687,0,0,0,0,0,0,0,0,1,750
PIG12613,0,0,0,0,0,0,0,0,1,750
2452,0,0,0,0,0,0,0,0,1,900
36758,0,0,0,0,1,1,0,0,0,0
BG-1001B,0,0,0,0,1,1,0,0,0,0
BG-1002B,0,0,0,0,1,1,0,0,0,0
BG-1003B,0,0,0,0,1,1,0,0,0,0
BG-1089B,0,0,0,0,1,1,0,0,0,0
BG-1092B,0,0,0,0,1,1,0,0,0,0
BG-1093B,0,0,0,0,1,1,0,0,0,0
BG-1095B,0,0,0,0,1,1,0,0,0,0
BG-1096B,0,0,0,0,1,1,0,0,0,0
BG-1097B,0,0,0,0,1,1,0,0,0,0
BG-193,0,0,0,0,1,1,0,0,0,0
BG-194,0,0,0,0,1,1,0,0,0,0
BG-20501,0,0,0,0,1,1,0,0,0,0
