id,name,status,sub_cate_id
16099,britannia mozzarella cheese diced 1kg,1,32
16100,britannia cheese 1kg,1,32
16101,britannia cheese cubes 200g pack,1,32
16102,britannia cheese slice 200g pack,1,32
16103,britannia cheese slice 100g pack,1,32
16104,britannia mexican chilli cheese ,1,32
16105,britannia peppy pizza cheese ,1,32
16106,britannia processed cheese ,1,32
16107,britannia diced cheese 1kg pack,1,32
16108,dlecta cheese block 200g,1,32
16109,dlecta cheese block 400g,1,32
16110,dlecta cheese sauce 1kg,1,32
16111,dlecta cheese slices 200g,1,32
16112,dlecta cheese slices 450 g,1,32
16113,dlecta cream cheese 150 g,1,32
16114,dlecta cream cheese 400g,1,32
16115,dlecta melto cheese slices 280g,1,32
16116,dlecta natural cheddar slices gourmet cheese 200g,1,32
16117,dlecta natural peta cheese 100g,1,32
16118,dlecta natural peta cheese 250g,1,32
16119,dreamery cheese block 200 g,1,32
16120,dreamery cheese block 400 g,1,32
16121,dreamery cheese slice 100 g,1,32
16122,dreamery cheese slice 480 g,1,32
16123,dreamery cheesy garlic flavour 200g,1,32
16124,dreamery jalapeno flavour 200g,1,32
16125,dreamery creamy & delicious 180g,1,32
16126,go cheese mozzarella diced cheese 200g pack,1,32
16127,go cheese mozzarella dice 500g pack,1,32
16128,go cheese processed cube pouch 200g pack,1,32
16129,go cheese slice plain pouch 750g pack,1,32
16130,gone mad sugar cheese 110g pack,1,32
16131,gowardhan mozzarella cheese diced 2kg pouch,1,32
16132,mother dairy cheese cubes 180g,1,32
16133,mother dairy cheese slice 200g,1,32
16134,nandini cheese slice plain 200g,1,32
16135,nandini cheese slice 100g,1,32
16136,nandini cheese slice 750g,1,32
16137,nandini cheese spread capsicum 200g,1,32
16138,nandini cheese spread pepper 200g,1,32
16139,nandini mozzarella cheese block 1kg,1,32
16140,nandini mozzarella shredded cheese 1kg,1,32
16141,the laughing cow cheese cubes 200g,1,32
16142,the laughing cow cheese round 120gm,1,32
16143,the laughing cow cheese slices 200 g,1,32
16144,the laughing cow cheese slices 408g,1,32
16145,the laughing cow spreadable cheese plain salted 180g,1,32
16146,wingreens greek goddess chilli cheese 150g,1,32
16147,nandini cheddar cheese ,1,32
16148,cheese slice in nandini,1,32
16149,cheese spread in nandini,1,32
16150,mozzarella cheese nandini ,1,32
16151,cheese slice in laughing cow,1,32
16152,cheese cubes in laughing cow,1,32
16153,cheese slice in milky mist,1,32
16154,cheese cubes in milky mist,1,32
16155,cheese cheddar in milky mist,1,32
16156,cheese mozzarella in milky mist,1,32
16157,cheese cream in milky mist,1,32
16158,mozzarella cheese in go,1,32
16159,cheese crackers in gone mad,1,32
16160,pizza cheese in go,1,32
16161,cheese slice in go,1,32
16162,cheese slice in dreamery,1,32
16163,cheese block in dreamery,1,32
16164,cheese block in dlecta,1,32
16165,cheese slice in dlecta,1,32
16166,cheese cream in dlecta,1,32
16167,cheese cheddar in dlecta,1,32
16168,cheese peta in dlecta,1,32
16169,cheese mozzarella in dlecta,1,32
16170,cheese block in britannia,1,32
16171,cheese slice in britannia,1,32
16172,cheese cream in britannia,1,32
16173,cheese spread in britannia,1,32
16174,cheese mozzarella  in britannia,1,32
16175,cheese cubes in britannia,1,32
16176,cheese block in amul,1,32
16177,cheese slice in amul,1,32
16178,cheese processed in amul,1,32
16179,cheese spread in amul,1,32
16180,cheese mozzarella  in amul,1,32
16181,cheese cubes in amul,1,32
16182,cheese sauce in amul,1,32
16183,cheese round in laughing cow,1,32
16184,cheese chilli in wingreens,1,32
16185,cheese slice in mother dairy,1,32
16186,cheese slice in mother dairy 200g pack,1,32
16187,cheese cubes in mother dairy,1,32
16188,cheese cubes in mother dairy 180g pack,1,32
16189,cheese cheddar in nandini,1,32
16190,cheese chilli in wingreens150g pack,1,32
16191,cheese mozzarella in milky mist 200g pack,1,32
16192,cheese mozzarella in milky mist 500g pack,1,32
16193,cream cheese in dairy,1,32
16194,cheese mozzarella in dlecta 140g pack,1,32
16195,cheese crackers in gone mad 100g pack,1,32
16196,cheese cheddar in milky mist 1kg pack,1,32
16197,cheese cheddar in milky mist 200g pack,1,32
16198,cheese pizza in milky mist 300g pack,1,32
16199,cheese pizza in milky mist,1,32
16200,cheese pizza in dairy,1,32
16201,cheese crackers,1,32
