id,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
AQU001,0,0,0,0,0,0,0,0,1,100
AZZ001M,0,0,0,0,0,0,0,0,1,100
AZZ001,0,0,0,0,0,0,0,0,1,100
AZZ002,0,0,0,0,0,0,0,0,1,125
AZZ003,0,0,0,0,0,0,0,0,1,100
BEN008M,0,0,0,0,0,0,0,0,1,100
BEN010W,0,0,0,0,0,0,0,0,1,100
BEN012M,0,0,0,0,0,0,0,0,1,100
BEN013M,0,0,0,0,0,0,0,0,1,100
BUR007,0,0,0,0,0,0,0,0,1,90
BUR008,0,0,0,0,0,0,0,0,1,90
BUR001W,0,0,0,0,0,0,0,0,1,85
BUR003W,0,0,0,0,0,0,0,0,1,100
BUR004W,0,0,0,0,0,0,0,0,1,100
BUR005M,0,0,0,0,0,0,0,0,1,100
BUR009W,0,0,0,0,0,0,0,0,1,100
BUR010M,0,0,0,0,0,0,0,0,1,100
BUR011M,0,0,0,0,0,0,0,0,1,150
BUR012W,0,0,0,0,0,0,0,0,1,90
BUR015W,0,0,0,0,0,0,0,0,1,100
BUR016M,0,0,0,0,0,0,0,0,1,100
BVL002,0,0,0,0,0,0,0,0,1,100
BVL001S,0,0,0,0,0,0,0,0,1,100
BVL004,0,0,0,0,0,0,0,0,1,65
BVL005,0,0,0,0,0,0,0,0,1,100
CAL008,0,0,0,0,0,0,0,0,1,100
CAL006,0,0,0,0,0,0,0,0,1,100
CAL007,0,0,0,0,0,0,0,0,1,100
CAL003,0,0,0,0,0,0,0,0,1,100
CAL004,0,0,0,0,0,0,0,0,1,200
CAR001,0,0,0,0,0,0,0,0,1,100
CAR002,0,0,0,0,0,0,0,0,1,100
CART001M,0,0,0,0,0,0,0,0,1,100
CHL003W,0,0,0,0,0,0,0,0,1,75
CLI001M,0,0,0,0,0,0,0,0,1,100
CLI002W,0,0,0,0,0,0,0,0,1,100
DAV003,0,0,0,0,0,0,0,0,1,100
DAV002,0,0,0,0,0,0,0,0,1,125
DAV001M,0,0,0,0,0,0,0,0,1,90
DAV014M,0,0,0,0,0,0,0,0,1,100
DAV007,0,0,0,0,0,0,0,0,1,108
DAV008,0,0,0,0,0,0,0,0,1,100
DIR001M,0,0,0,0,0,0,0,0,1,100
DUN001S,0,0,0,0,0,0,0,0,1,100
DUN002M,0,0,0,0,0,0,0,0,1,100
DUN004M,0,0,0,0,0,0,0,0,1,100
DUN005M,0,0,0,0,0,0,0,0,1,100
DUN006M,0,0,0,0,0,0,0,0,1,100
DUN007M,0,0,0,0,0,0,0,0,1,100
DUN008M,0,0,0,0,0,0,0,0,1,75
ELI003,0,0,0,0,0,0,0,0,1,100
ELI004,0,0,0,0,0,0,0,0,1,100
ELI005,0,0,0,0,0,0,0,0,1,100
FER006,0,0,0,0,0,0,0,0,1,100
FER001M,0,0,0,0,0,0,0,0,1,125
FER002M,0,0,0,0,0,0,0,0,1,100
FER001,0,0,0,0,0,0,0,0,1,125
FER002,0,0,0,0,0,0,0,0,1,125
GIV003W,0,0,0,0,0,0,0,0,1,100
GIV007W,0,0,0,0,0,0,0,0,1,100
GIV008M,0,0,0,0,0,0,0,0,1,100
GUCC001W,0,0,0,0,0,0,0,0,1,70
GUCC004W,0,0,0,0,0,0,0,0,1,75
GUCC005M,0,0,0,0,0,0,0,0,1,75
GUCC010W,0,0,0,0,0,0,0,0,1,75
GUCC006W,0,0,0,0,0,0,0,0,1,75
HUG001,0,0,0,0,0,0,0,0,1,100
HUG004,0,0,0,0,0,0,0,0,1,200
HUG007,0,0,0,0,0,0,0,0,1,200
ISS002W,0,0,0,0,0,0,0,0,1,100
ISS003M,0,0,0,0,0,0,0,0,1,125
JAG003M,0,0,0,0,0,0,0,0,1,75
LO001W,0,0,0,0,0,0,0,0,1,100
JIM001M,0,0,0,0,0,0,0,0,1,100
LAC005W,0,0,0,0,0,0,0,0,1,100
LAC006M,0,0,0,0,0,0,0,0,1,100
LAN005M,0,0,0,0,0,0,0,0,1,100
