id,name,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml
118518,Bru Super Strong Coffee 500G,1,500,0,0,0,0,0,0,0,0
118572,Nescafe Sunrise Extra 1KG,0,0,1,1,0,0,0,0,0,0
137936,Brooke Bond Taj Mahal 1KG CT,0,0,1,1,0,0,0,0,0,0
186077,Cothas Coffee Premium Special Hotel Blend 500G,1,500,0,0,0,0,0,0,0,0
240065,Tata Tea Gold 1KG,0,0,1,1,0,0,0,0,0,0
252982,Tata Tea Premium Desh Ki Chai 1KG,0,0,1,1,0,0,0,0,0,0
253009,Tata Tea Agni Strong Leaf 1KG,0,0,1,1,0,0,0,0,0,0
262809,Lipton Darjeeling Long Leaf Tea 500G,1,500,0,0,0,0,0,0,0,0
263574,Tata Tea Teaveda 250G CT,1,250,0,0,0,0,0,0,0,0
263594,Tetley Green Tea Ginger Mint & Lemon 10 Tea Bags,0,0,0,0,1,1,0,0,0,0
263602,Tata Tea Premium Desh Ki Chai 100G,1,100,0,0,0,0,0,0,0,0
264559,Tetley Green Tea Classic 10 Tea Bags,0,0,0,0,1,1,0,0,0,0
264567,Tata Tea Agni Strong Dust 500G,1,500,0,0,0,0,0,0,0,0
267229,Society Tea 250G,1,250,0,0,0,0,0,0,0,0
267231,Twinnings English Classics Earl Grey Tea 25 Bags,0,0,0,0,1,1,0,0,0,0
267232,Twinnings Fruit Flavored Lemon Tea Light & Zesty 25 Tea Bags,0,0,0,0,1,1,0,0,0,0
267237,Twinnings Pure Green Tea 25 Tea Bags ,0,0,0,0,1,1,0,0,0,0
267248,Twinnings Green Tea & Mint 25 Tea Bags ,0,0,0,0,1,1,0,0,0,0
267263,Twinnings Green Tea & Lemon 25 Tea Bags ,0,0,0,0,1,1,0,0,0,0
267376,Nescafe Classic Jar 25G ,0,0,0,0,1,1,0,0,0,0
267400,Nescafe Classic Pouch 50G,1,50,0,0,0,0,0,0,0,0
273491,Tetley Green Tea Lemon & Honey 25 Tea Bags,0,0,0,0,1,1,0,0,0,0
273493,Tetley Green Tea Ginger Mint & Lemon 25 Tea Bags ,0,0,0,0,1,1,0,0,0,0
273494,Tetley Green Tea Classic 100 Tea Bags,0,0,0,0,1,1,0,0,0,0
273496,Tetley Green Tea Lemon & Honey 100 Tea Bags,0,0,0,0,1,1,0,0,0,0
273497,Tetley Green Tea Ginger Mint & Lemon 100 Tea Bags,0,0,0,0,1,1,0,0,0,0
297461,Tetley Green Tea Long Leaf Original 100G,1,100,0,0,0,0,0,0,0,0
297465,Tetley Green Tea Long Leaf Original 250G,1,250,0,0,0,0,0,0,0,0
297511,Tetley Elaichi Tea 50 Tea Bags ,0,0,0,0,1,1,0,0,0,0
332555,Tetley Green Tea Classic 25 Tea Bags ,0,0,0,0,1,1,0,0,0,0
333193,Twinnings Green Tea Lemon & Honey 25 Tea Bags,0,0,0,0,1,1,0,0,0,0
333501,Tata Tea Agni Strong Dust 250G,1,250,0,0,0,0,0,0,0,0
333503,Brooke Bond 3 Roses Top Star Tea 250G,1,250,0,0,0,0,0,0,0,0
338150,Lipton Green Tea Pure & Light 100G,1,100,0,0,0,0,0,0,0,0
354306,Lipton Green Tea Pure & Light 250G,1,250,0,0,0,0,0,0,0,0
357681,Nescafe Gold Blend Glass Bottle 50G,1,50,0,0,0,0,0,0,0,0
358788,Tata Coffee Grand Pouch 50G,1,50,0,0,0,0,0,0,0,0
358789,Tata Coffee Grand Glass Bottle 50G,1,50,0,0,0,0,0,0,0,0
364591,Tetley Green Tea Long Leaf With Lemon 100G,1,100,0,0,0,0,0,0,0,0
372614,Brooke Bond Red Label Tea Pouch 10g (Pack Of 24),1,10,0,0,0,0,0,0,0,0
381332,Wagh Bakri Premium Leaf Tea 1KG,0,0,1,1,0,0,0,0,0,0
381335,Wagh Bakri Navchetan Strong Leaf Tea 1KG,0,0,1,1,0,0,0,0,0,0
382019,Lalpan Assam Tea 250G,1,250,0,0,0,0,0,0,0,0
385787,Marvel Tea Yellow With Extra Long Leaves 250G,1,250,0,0,0,0,0,0,0,0
398000,Society Masala Flavour Tea 100G,1,100,0,0,0,0,0,0,0,0
405853,Levista Instant Coffee Extra Strong 1KG,0,0,1,1,0,0,0,0,0,0
405891,Marvel Yellow Premium Tea 500G,1,500,0,0,0,0,0,0,0,0
408820,Levista Classic 50G Jar,1,50,0,0,0,0,0,0,0,0
422789,Bru Tripti Blend Instant The Strong Coffee Taste 200G,1,200,0,0,0,0,0,0,0,0
424532,Tata Tea Tulsi Green With Green Tea 100G,1,100,0,0,0,0,0,0,0,0
424533,Tata Tea Tulsi Green With Green Tea 25 Tea Bags,0,0,0,0,1,1,0,0,0,0
