nothing,id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code
0,250505,49,250505.jpg,Onion (Packed 2 kg),"[""250505.jpg"",""250505-1.jpg"",""250505-2.jpg"",""250505-3.jpg"","" "",]",68,68,0,1,1,23,0,0,0,0,1,2,0,0,0,0,0,0,"An onion is a round vegetable with a light brown skin. It has many white layers on its inside which have a strong, sharp smell and taste. Finely chop the onion, and add it to the pan with the garlic.",,,20-12-2050,0,1,5,4,1,0,[],0,0,6551|124|123|122,0
