id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
423171,49,423171.jpeg,Goeld Vegetable Samosa 400G,"[""423171.jpeg""]",155,89,43,1,5,103,1,1,1,400,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,12,13150|13544|13872|5880|13876,0,928
425663,49,425663.jpeg,Medley Of Premium Chocolates 131.5G,"[""425663.jpeg""]",175,100,43,1,5,40,1,1,1,131.5,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,18,13150|13536|5870|5881|12555,0,1031
425665,49,425665.jpeg,Snickers Gift Box 152G,"[""425665.jpeg""]",200,114,43,1,5,40,1,1,1,152,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,18,13150|13536|5450|5882|12555,0,699
427675,49,427675.jpeg,Nescafe Sunrise Liquid Decoction 240Ml,"[""427675.jpeg""]",140,138,2,1,4,98,1,1,0,0,0,0,0,0,0,0,1,240,,,,20-12-2050,0,1,4,5,1,0,[],0,18,13438|13439|4710|5883|5972|508,0,526
379944,49,379944.jpeg,Rioba Instant Coffee Bliss With Chicory 50G ,"[""379944.jpeg""]",85,69,19,1,4,98,1,1,1,50,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,12,13438|13439|4849|5884|508|508,0,653
414619,49,414619.jpeg,Continental Xtra Instant South Blend 200G,"[""414619.jpeg""]",260,237,9,1,4,98,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,18,13438|13439|13462|5885|5973|508,0,163
424518,49,424518.jpeg,Levista Instant Coffee Extra Strong 200G,"[""424518.jpeg""]",130,119,9,1,4,98,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,18,13438|13439|4703|5886|508|508,0,427
424521,49,424521.jpeg,Levista Filter Coffee  80% Coffee 20% Chicory 200G,"[""424521.jpeg""]",90,82,9,1,4,98,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,18,13438|13439|4703|5887|508|508,0,427
424522,49,424522.jpeg,Levista Filter Coffee 60% Coffee 40% Chicory 200G,"[""424522.jpeg""]",75,69,8,1,4,98,1,1,1,200,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,18,13438|13439|4703|5888|508|508,0,427
379940,49,379940.jpeg,Fine Life Premium Tea 500G,"[""379940.jpeg""]",320,260,19,1,4,36,1,1,1,500,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,5,13438|11979|880|5889|13442,0,255
