id,discount
418345,15
391369,30
419442,10
419437,30
398686,20
361483,45
420445,30
420440,30
419435,20
419436,30
419441,9
399817,40
419460,20
410711,20
311818,40
419455,30
418346,30
418308,15
419463,15
419444,40
419445,15
419438,30
420449,40
394936,45
394868,40
394869,45
394867,45
418049,40
418047,30
418050,40
418048,40
424567,30
424568,10
418046,30
424566,30
418056,30
411950,10
421944,10
421951,10
421948,9
421947,10
421945,10
418189,30
331252,15
275251,40
140989,45
385323,20
298983,10
423819,8
423818,9
424052,15
398595,14
398596,15
398591,15
424055,15
395894,15
421405,9
421404,9
421584,10
320251,9
425083,9
425084,9
409638,8
399538,0
306158,5
421855,8
421060,0
410586,9
414600,15
414599,9
410604,9
420058,15
410641,8
417016,10
410640,8
403983,10
424005,10
229762,10
415141,10
415139,10
397830,15
397831,15
397833,15
421708,15
423158,40
423882,10
423885,10
424581,40
423169,45
423883,10
423884,10
423167,40
411558,8
412118,20
411567,5
421706,15
424582,40
412119,20
411566,8
375327,8
374103,8
374104,8
424465,30
333162,15
423161,40
414332,30
414446,45
343164,15
417222,19
417223,19
417248,19
417245,19
417247,19
417251,19
419357,15
419356,15
419366,15
419384,15
419385,15
419365,15
419351,15
419364,15
419352,15
419528,20
425087,30
425088,30
425091,30
425089,30
425090,30
422717,30
283522,15
180961,15
405804,15
405825,15
405803,15
405820,15
405808,15
405816,15
405819,15
409410,15
405811,15
405805,15
405821,15
405817,15
405814,9
405813,15
405806,15
405810,15
405812,15
423796,10
423797,10
423798,10
423795,10
423804,10
423800,10
423801,10
423799,10
423790,10
423791,10
423792,10
339461,15
409697,15
422664,30
339460,15
397486,15
381434,15
409692,15
409695,15
321496,20
409699,30
409674,30
409675,30
420655,10
420656,10
420653,10
420673,10
420671,10
420672,10
420674,10
420614,10
420616,10
420611,10
420615,10
420646,10
420660,10
420618,10
420419,10
420621,10
418734,15
418732,15
282274,15
257392,15
271595,10
369658,5
416858,30
344479,10
331448,30
103558,20
378156,15
352679,15
378155,15
326355,15
282095,15
390054,15
408210,15
228237,15
228234,10
419145,10
405405,15
424931,10
424940,10
424939,10
424934,15
424935,15
415280,15
361006,9
410583,8
410564,8
410574,8
410563,8
289973,8
410572,8
410576,8
410585,8
410577,8
410561,8
410571,8
374809,30
374812,30
422281,15
421193,20
393593,15
399514,30
422981,20
381062,30
397133,4
271546,4
271248,4
271245,4
397129,4
271254,4
339126,4
320412,8
320410,8
339212,8
320415,8
356111,15
371488,30
339557,10
371487,30
286210,8
417375,30
406252,30
396831,4
406010,30
273073,4
427016,40
396521,40
396516,40
396517,40
396518,40
417372,8
396520,40
417377,40
427017,40
338005,10
398436,10
388437,10
SB0068,10
250485,10
250509,10
SB0069,10
SB0070,11
SB0071,7
SB0072,8
SB0073,8
SB0074,7
SB0075,8
358846,8
