id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
429637,49,429637.jpeg,The Man Company Privilege Legend Body Spray 150Ml,"[""429637.jpeg""]",249,108,57,-1,7,20,1,1,0,0,0,0,0,0,0,0,1,150,,,,20-12-2050,0,1,4,5,1,0,[],0,18,1397|4876|5097|606,0,973
429638,49,429638.jpeg,The Man Company Privilege Intense Body Spray 150Ml,"[""429638.jpeg""]",249,108,57,-1,7,20,1,1,0,0,0,0,0,0,0,0,1,150,,,,20-12-2050,0,1,4,5,1,0,[],0,18,1397|4876|5097|606,0,973
429639,49,429639.jpeg,The Man Company Privilege Active Body Perfume 150Ml,"[""429639.jpeg""]",249,108,57,-1,7,20,1,1,0,0,0,0,0,0,0,0,1,150,,,,20-12-2050,0,1,4,5,1,0,[],0,18,1397|4876|5097|606,0,973
429640,49,429640.jpeg,The Man Company Privilege Bold Body Perfume 150Ml,"[""429640.jpeg""]",249,108,57,-1,7,20,1,1,0,0,0,0,0,0,0,0,1,150,,,,20-12-2050,0,1,4,5,1,0,[],0,18,1397|4876|5097|606,0,973
375067,49,375067.jpeg,Rangeela Holi Ke Rang Holi Colours 300G,"[""375067.jpeg""]",130,106,19,-1,7,20,1,1,1,300,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,18,12554|12544,0,973
357042,49,357042.jpeg,Organic Capsicum Yellow 2 Piece,"[""357042.jpeg""]",81,66,19,1,17,136,1,1,0,0,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,0,12700|14332|1953,0,260
357033,49,357033.jpeg,Organic Capsicum Red 2 Piece,"[""357033.jpeg""]",81,66,19,1,1,21,1,1,0,0,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,0,12700|14333|1953,0,260
356927,49,356927.jpeg,Organic Lettuce Green - 1 Bunch,"[""356927.jpeg""]",50,22,56,1,1,21,1,1,0,0,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,0,12700|14334|1953,0,260
356991,49,356991.jpeg,Organic Lettuce Red - 1 Bunch,"[""356991.jpeg""]",50,22,56,1,1,21,1,1,0,0,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,0,12700|14335|1953,0,260
356935,49,356935.jpeg,Organic Capsicum Red & Yellow 2 Piece,"[""356935.jpeg""]",81,66,19,1,1,21,1,1,0,0,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,4,5,1,0,[],0,0,12700|14336|1953,0,260
