id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations_types,size,tax_class,tags,hsn_code,brand_id
427082,49,427082.jpeg,1 To 3 Noodles 60G 10Pc,"[""427082.jpeg""]",100,91,9,1,5,41,1,1,1,60,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13150|13537|1226|13670|399,0,1
177144,49,177144.jpeg,American Garden Traditional Pasta Sauce 397G,"[""177144.jpeg""]",245,210,15,1,5,44,1,1,1,397,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13150|13182|13652|5462|13671|13764,0,270
177319,49,177319.jpeg,American Garden Us Mustard 227G,"[""177319.jpeg""]",130,111,15,1,5,44,1,1,1,227,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13150|13182|13652|5463,0,270
425259,49,425259.jpeg,Amul Sugar Free Dark Chocolate 150G,"[""425259.jpeg""]",125,118,6,1,5,40,1,1,1,150,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13150|13536|13371|5464,0,31
270083,49,270083.jpeg,Aro Crunchy Corn Flakes 500G Pouch,"[""270083.jpeg""]",175,117,34,1,5,39,1,1,1,500,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13150|13535|13201|5465|1158,0,46
387378,49,387378.jpeg,Aro Crunchy Corn Flakes 875G Pouch,"[""387378.jpeg""]",295,215,28,1,5,39,1,1,1,875,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13150|13535|13201|5466|1158,0,46
424731,49,424731.jpeg,Asap Muesli Almond Dark Choco & 5 Toasted Grains Dark Choco 420G,"[""424731.jpeg""]",350,199,44,1,5,39,1,1,1,420,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13150|13535|4852|5467|5459|314,0,49
424734,49,424734.jpeg,Asap Muesli Almond Honey & 5 Toasted Grains Badam Milk 120G,"[""424734.jpeg""]",99,90,10,1,5,39,1,1,1,120,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13150|13535|4852|5468|5459|314,0,49
424735,49,424735.jpeg,Asap Muesli Fruit & 5 Toasted Grains Fruits 120G,"[""424735.jpeg""]",99,90,10,1,5,39,1,1,1,120,0,0,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,18,13150|13535|4852|5469,0,49
355454,49,355454.jpeg,Bambino Macaroni Elbow Pasta 1.5 Kg,"[""355454.jpeg""]",170,161,6,1,5,41,1,1,0,0,1,1.5,0,0,0,0,0,0,,,,20-12-2050,0,1,5,4,1,0,[],0,12,13150|13537|4742|5470|13671,0,62
