id,original_price,sell_price,stocks,variations_types,size
358796,360,216,100,[],0
378378,80,48,100,[],0
380151,270,216,100,[],0
384277,150,82,100,[],0
393350,70,59,100,[],0
413075,365,219,100,[],0
413076,365,219,100,[],0
422859,155,131,100,[],0
