id,name
250664,Zucchini - Green (550G - 600G / 2Pc)
250665,Zucchini - Yellow (550G - 600G / 2Pc)
SB0002,Dosa Rice Premium Loose
SB0007,Red Boiled Rice Primium Loose
SB0017,Moong Dal Sona Regular Loose
SB0018,Channa Dal Premium Loose
SB0019,Toor Dal Premium Loose
SB0028,Urad Dal Premium Loose
SB0029,Green Moong Whole Loose
SB0031,Idly Rawa Regular Loose
SB0032,Masoor Dal Economy Loose
SB0034,Kabuli Channa Popular Loose
SB0035,Idly Rice Premium Loose
SB0003,Whole Wheat Regular Loose
SB0036,Lobia White Loose
