id,name,status,sub_cate_id
16780,harpic orginal plus toilet cleaner,1,20
16781,harpic flushmati toilet cleaner,1,20
16782,flushmati toilet cleaner,1,20
16783,harpic in lavender flavour,1,20
16784,harpic in citrus flavour,1,20
16785,toilet bowl cleaner ,1,20
16786,urinal cleaners in house hold,1,20
16787,bathroom cleaner in house hold,1,20
16788,domex toilet cleaners in house hold,1,20
16789,harpic bathroom cleaner floral,1,20
16790,harpic bathroom cleaner lemon,1,20
16791,harpic original power plus 1ltr,1,20
16792,lizol bathroom cleaner,1,20
16793,lizol toilet cleaner,1,20
16794,sani fresh toilet cleaner,1,20
16795,disinfectant toilet cleaner,1,20
16796,disinfectant cleaner in househlod,1,20
16797,phenyl in germisol,1,20
16798,black phenyl in germisol,1,20
16799,green phenyl in germisol,1,20
16800,herbal phenyl in germisol,1,20
16801,sensation phenyl in germisol,1,20
16802,spice phenyl in germisol,1,20
16803,phenyl black colour in germisol,1,20
16804,phenyl green clour in germisol,1,20
16805,phenyl sensation in germisol,1,20
16806,phenyl spice in germisol,1,20
16807,phenyl 1ltr pet,1,20
16808,phenyl 5ltr can,1,20
16809,germisol herbal phenyl in household,1,20
16810,disinfectant surface cleaner in lizol,1,20
16811,lizol citrus disinfectant cleaner,1,20
16812,lizol citrus disinfectant cleaner 5ltr can,1,20
16813,lizol citrus disinfectant cleaner 200ml ,1,20
