id,name,status,sub_cate_id
14881,ashirvad in spices,1,27
14882,fine life masalas,1,27
14883,keya masalas,1,27
14884,kohinoor masalas,1,27
14885,kwality masalas,1,27
14886,mothers spices,1,27
14887,mtr masalas,1,27
14888,only 1 spices,1,27
14889,organic spices,1,27
14890,organice tattwa masala,1,27
14891,pro nature organic spices,1,27
14892,ravi spices,1,27
14893,shakti masalas,1,27
14894,smith & jones spices,1,27
14895,suhana masala,1,27
14896,tata sampana masalas,1,27
14897,24 mantra black pepper,1,27
14898,black pepper in loose,1,27
14899,catch black pepper,1,27
14900,catch black pepper 100g,1,27
14901,catch black pepper 50g,1,27
14902,everest black pepper,1,27
14903,fine life black pepper,1,27
14904,mtr black pepper,1,27
14905,mdh black pepper,1,27
14906,sakthi pepper,1,27
14907,organic pepper,1,27
14908,pepper grinder,1,27
14909,pepper powder,1,27
14910,pepper whole,1,27
14911,kaalee mirch,1,27
14912,kari me?asu,1,27
14913,mustard big,1,27
14914,mustard small,1,27
14915,english mustard,1,27
14916,yellow mustard,1,27
14917,organic mustard,1,27
14918,rai,1,27
14919,sasive,1,27
14920,sarason,1,27
14921,mustard 100g,1,27
14922,mustard 200g,1,27
14923,mustard kasundi,1,27
14924,24 mantra chilli powder,1,27
14925,ashirvad chilli powder,1,27
14926,ashirvad chilli powder 50g,1,27
14927,ashirvad chilli powder 100g,1,27
14928,bsf chilli powder,1,27
14929,mirchi steamless,1,27
14930,catch red chilli powder,1,27
14931,guntur chilli steamless,1,27
14932,eastern chilli powder,1,27
14933,everest chilli powder,1,27
14934,fine food chilli powder,1,27
14935,mirchi flakes,1,27
14936,chilli powder 500g,1,27
14937,chilli powder 1kg,1,27
14938,mirchi whole 200g,1,27
14939,mdh chilli powder 500g,1,27
14940,organic chilii powder,1,27
14941,organic tattwa chilli powder,1,27
14942,ravi chilli powder ,1,27
14943,ravi chilli powder 500 g,1,27
14944,sakthi chilli powder,1,27
14945,sakthi chilli powder 200g,1,27
14946,tata sampanna chilli powder,1,27
14947,tata sampanna chilli powder 50g,1,27
14948,tata sampanna chilli powder 200g,1,27
14949,chilli powder 100g,1,27
14950,chilli powder 200g,1,27
14951,chilli powder 250g,1,27
14952,chilli powder 50g,1,27
14953,red chilli whole ,1,27
14954,red chilli whole 100g ,1,27
14955,red chilli whole 500g,1,27
14956,red chilli whole 200g,1,27
14957,mirchi powder,1,27
14958,mensaina pudi,1,27
14959,menasinakayi,1,27
14960,coriander ,1,27
14961,24 mantra coriander powder,1,27
14962,24 mantra coriander powder whole,1,27
14963,catch coriander powder,1,27
14964,eastern coriander powder,1,27
14965,everest coriander powder,1,27
14966,fine life coriander powder,1,27
14967,fine life coriander powder whole,1,27
14968,mtr coriander powder ,1,27
14969,pronature coriander powder,1,27
14970,sakthi coriander powder,1,27
14971,tata sampana coriander powder,1,27
14972,pronature coriander whole,1,27
14973,coriander powder 100g,1,27
14974,coriander whole 100g,1,27
14975,coriander powder 200g,1,27
14976,coriander whole 200g,1,27
14977,kottambari powder,1,27
14978,dhaniya ,1,27
14979,haldi powder,1,27
