id,original_price,sell_price,variations_types,stocks,size
250536,66,60,1000|500|250,0,1
250660,154,140,1000|500|2000,100,1
250667,154,135,1000|500|250,100,1
250645,171,150,1000|500|2000,100,1
250662,127,110,1000|500|2000,100,1
