id,name,status,sub_cate_id
14980,turmeric powder 100g,1,27
14981,turmeric powder 200g,1,27
14982,24 mantra turmeric powder,1,27
14983,24 mantra turmeric powder 100g,1,27
14984,24 mantra turmeric powder 200g,1,27
14985,bsf turmeric powder,1,27
14986,eastern turmeric powder 500g,1,27
14987,arisina powder,1,27
14988,mdh turmeric powder,1,27
14989,mdh turmeric powder 100g,1,27
14990,mdh turmeric powder 500g,1,27
14991,pro nature turmeric powder,1,27
14992,pro nature turmeric powder 100g,1,27
14993,ravi turmeric powder ,1,27
14994,sakthi turmeric powder,1,27
14995,tata sampana turmeric powder,1,27
14996,tata sampana turmeric powder 100g,1,27
14997,tata sampana turmeric powder 200g,1,27
14998,sakthi turmeric powder 200 g,1,27
14999,24 mantra dry ginger powder,1,27
15000,24 mantra dry ginger powder 50g,1,27
15001,catch ginger garlic paste,1,27
15002,dabur ginger garlic paste ,1,27
15003,dabur garlic paste,1,27
15004,eastern dry ginger,1,27
