id,original_price,sell_price,discount,variations_types,stocks,size
250549,18,16,12,[],0,0
250561,33,19,43,1000|500,100,1
250462,39,25,36,1000|500|2000,100,1
250536,55,40,28,1000|500|250,100,1
250931,33,25,25,[],100,0
250438,22,19,14,1000|500|2000,100,1
250539,28,25,11,1000|500|250,0,1
250609,55,50,10,1000|500|2000,0,1
250611,79,71.5,10,[],0,0
