id,brand_id
1003AEI,349
1004ABEI,349
1082-Mu-A,349
1102H,349
13-Piec-A,349
1601EI,349
1602AGEB,349
1602FH,349
1703IAEB,349
1801AI,349
1801HF,349
1802FH,349
1802GIBA,349
1805BEIA,349
1805HF,349
1806AGJEI,349
1806HF,349
19020B,349
2013RC,349
2016EBACI,349
2218EA,349
2218FH,349
3054,349
356G,349
46PAS,349
553-323-A,349
606-609-A,349
6136b-E-A,349
668-48,349
678-103,349
678-103-A,349
678-104-A,349
678A,349
7050,349
7637,349
77008-s-A,349
8002-Se-A,349
8661,349
929-B2 -A,349
999-2,349
AVI001,52
AVI002,52
AVI003,52
AVI004,52
BF-630A-A,349
CBASB,349
CHTO1,142
CHTO10,142
CHTO12,142
CHTO13,142
CHTO14,142
CHTO15,142
CHTO16,142
CHTO17,142
CHTO18,142
CHTO19,142
CHTO2,142
CHTO20,142
CHTO21,142
CHTO4,142
CHTO5,142
CHTO6,142
CHTO7,142
CHTO8,142
CHTO9,142
CY6067B-A,349
DH34,349
FDLX608,349
FY008-917,349
GF356,349
HE0603-04,349
HE0801,349
HG235A -A,349
HSC5706,349
KC008-915-919,349
KRS-F-6,349
KS-3,349
KS-4,349
KS-61008,349
KT7001KL,349
LE628-27,349
LX175,349
LX608,349
MC333-33,349
MCDH,349
MFC,349
MY66-M2-A,349
NR99444,349
NTPR,349
PC-105,585
PC1021,585
PC105-1,585
PC1050,585
PC1052,585
PC1075,585
PC1092,585
PC110,585
PC1110,585
PC1128,585
PC1133,585
PC114,585
PC1152,585
PC121-B,585
PC127,585
PC133,585
PC135,585
PC1521,585
PC1527,585
PC2120,585
PC2133,585
PC2152-A,585
PC2152-B,585
PC92-B,585
PC92-B1,585
PW103,349
RAT001,635
RAT003,635
RAT006,635
RAT007,635
RAT008,635
RAT010,635
RAT011,635
RAT012,635
RC8037E,349
SB324-334-344,349
SC9802M,349
SCF030-10,593
SCF030-20,593
SCF033-10,593
SCF033-20,593
SCF036-10,593
SCF036-20,593
SCF284,593
SCF330,593
SCF332,593
SCF355,593
SCF551,593
SCF553,593
SCF753,593
SCF755,593
SCF796,593
SCF798,593
SCF922,593
SLW9881 -A,349
TI-1,349
TIJ1409,349
TOY002,772
TTLX175A,349
TWLAS,349
WT7732,349
Y589-01-08,349
YJ-3013-A,349
YJ-3023-A,349
ZB6640,349
ZEP001,833
ZEP003,833
ZEP004,833
ZEP006,833
ZEP007,833
ZEP010,833
ZEP011,833
ZEP012,833
ZEP013,833
ZEP014,833
ZEP015,833
ZEP016,833
ZEP018,833
ZEP019,833
ZEP020,833
ZEP021,833
ZEP022,833
ZEP023,833
ZEP026,833
ZEP027,833
ZEP028,833
ZEP029,833
ZEP030,833
ZEP031,833
ZEP033,833
ZEP034,833
ZEP035,833
ZEP038,833
ZEP039,833
ZEP043,833
ZEP044,833
ZEP046,833
ZEP047,833
ZEP049,833
ZEP054,833
ZEP055,833
ZEP056,833
