id,original_price,sell_price,variations_types,stocks,size
250680,33,30,[],0,0
250685,33,30,[],0,0
SB0070,33,30,[],0,0
250683,33,30,[],0,0
250687,33,30,[],0,0
250457,39,35,1000|500|250,0,1
250457,54,49,1000|500|250,0,1
250641,77,70,1000|500|250,0,1
250474,55,50,1000|500|250,0,1
