id,name,status,sub_cate_id
14245,manna rice flour ,1,24
14246,saroj agro rice flour,1,24
14247,vijay rice flour,1,24
14248,kadale hittu,1,24
14249,godhi hittu,1,24
14250,pillsbury atta,1,24
14251,organic atta,1,24
14252,"24 mantra organic, 7 grain atta, 1kg",1,24
14253,pillsbury chakki fresh atta,1,24
14254,pillsbury 5kg atta,1,24
14255,pillsbury 10kg atta,1,24
14256,pillsbury 1kg atta,1,24
14257,pillsbury 2kg atta,1,24
14258,multi grain atta,1,24
14259,manna multigrain atta,1,24
14260,manna multi grain atta 1kg,1,24
14261,annapurna fresh atta 10kg,1,24
14262,annapurna fresh atta 5 kg,1,24
14263,grocery,1,24
14264,fortune chakki fresh atta,1,24
14265,whole wheat atta,1,24
14266,annapurna atta,1,24
14267,black chana atta,1,24
14268,laxmi bhog atta,1,24
14269,laxmi bhog atta 10kg,1,24
14270,multigrain atta,1,24
14271,nature fresh sampoorna atta 10 kg,1,24
14272,organic tattva whole wheat atta 5kg,1,24
14273,patanjali whole wheat atta,1,24
14274,patanjali whole wheat atta 5kg,1,24
14275,rajdhani atta,1,24
14276,rajdhani chakki fresh atta ,1,24
14277,samrat chakki atta ,1,24
14278,soya bean atta,1,24
14279,sunpure swaad atta ,1,24
