id,store_id,cover,name,images,original_price,sell_price,discount,kind,cate_id,sub_cate_id,in_home,is_single,have_gram,gram,have_kg,kg,have_pcs,pcs,have_liter,liter,have_ml,ml,descriptions,key_features,disclaimer,exp_date,type_of,in_stoke,rating,total_rating,status,in_offer,variations,size,,
104833,49,104833.jpg,Amul Shrikhand Elachi 500g,"[""104833.jpg"",""104833-1.jpg"",""104833-2.jpg"",""104833-3.jpg"",""104833-4.jpg"",]",100,100,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Cheese spread</span></li>
 	<li><span class=""a-list-item"">Best for breakfast</span></li>
 	<li><span class=""a-list-item"">Punchy pepper flavour</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
104837,49,104837.jpg,"Amul Shrikhand Badam Pista, 500g Box","[""104837.jpg"",""104837-1.jpg"",""104837-2.jpg"",""104837-3.jpg"",""104837-4.jpg"",]",115,115,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,Amul Shrikhand Badam Pista,,,,0,1,0,0,1,0,,0,0,
104839,49,104839.jpg,"Amul Shrikhand Kesar, 500g Box","[""104839.jpg"",""104839-1.jpg"",""104839-2.jpg"",""104839-3.jpg"",""104839-4.jpg"",]",115,115,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,Amul Shrikhand Kesar,,,,0,1,0,0,1,0,,0,0,
104840,49,104840.jpg,"Amul Shrikhand Mango, 500g Box","[""104840.jpg"",""104840-1.jpg"",""104840-2.jpg"",""104840-3.jpg"",""104840-4.jpg"",]",100,100,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,Amul Shrikhand Mango,,,,0,1,0,0,1,0,,0,0,
104860,49,104860.jpg,Amul Butter - Pasteurized 100 g,"[""104860.jpg"",""104860-1.jpg"",""104860-2.jpg"",""104860-3.jpg"",""104860-4.jpg"",]",48,48,0,1,3,32,0,0,1,100,0,0,0,0,0,0,0,0,Amul Butter - Pasteurized 100 g,,,,0,1,0,0,1,0,,0,0,
104862,49,104862.jpg,"Amul Butter - Pasteurised, 500g (Pack of 30)","[""104862.jpg"",""104862-1.jpg"",""104862-2.jpg"",""104862-3.jpg"",""104862-4.jpg"",]",7050,7050,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Spread on Bread, Parantha, Roti, Nans, Sandwiches</span></li>
 	<li><span class=""a-list-item"">Topping : Pav Bhaji, Dals, Soups, Salads, Rice</span></li>
 	<li><span class=""a-list-item"">Cooking Medium : Butter Paneer Masala, Butter Corn Masala and thousands of delightful recipes</span></li>
 	<li><span class=""a-list-item"">Pure vegetarian</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
104864,49,104864.jpg,"Amul Butter - Pasteurised, 500g","[""104864.jpg"",""104864-1.jpg"",""104864-2.jpg"",""104864-3.jpg"",""104864-4.jpg"",]",235,235,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Spread on Bread, Parantha, Roti, Nans, Sandwiches</span></li>
 	<li><span class=""a-list-item"">Topping : Pav Bhaji, Dals, Soups, Salads, Rice</span></li>
 	<li><span class=""a-list-item"">Cooking Medium : Butter Paneer Masala, Butter Corn Masala and thousands of delightful recipes</span></li>
 	<li><span class=""a-list-item"">Pure vegetarian</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
104956,49,104956.jpg,"Britannia Cheese - Slices, 100g Pouch","[""104956.jpg"",""104956-1.jpg"",""104956-2.jpg"",""104956-3.jpg"",""104956-4.jpg"",]",90,90,0,1,3,32,0,0,1,100,0,0,0,0,0,0,0,0,Goodness of cow's milk,,,,0,1,0,0,1,0,,0,0,
104960,49,104960.jpg,"Britannia Cheese Block, 400 g","[""104960.jpg"",""104960-1.jpg"",""104960-2.jpg"",""104960-3.jpg"",""104960-4.jpg"",]",290,290,0,1,3,32,0,0,1,400,0,0,0,0,0,0,0,0,"Made with the goodness of cow's milk, Britannia Cheese Block is a delicious, creamy block of cheese that you can cut, melt and grate to add cheesy flavours to food. Satisfy your cheesy cravings with Britannia processed cheese that has a rich flavour. Contains the power of milk proteins and calcium, Britannia cheese melts easily and dissolves to give a perfect taste. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's widest range of cheese- slices, cubes, blocks, spreads, pizza cheese and much more.",,,,0,1,0,0,1,0,,0,0,
124870,49,124870.jpg,Britannia Cheese - Slices 200g Pouch,"[""124870.jpg"",""124870-1.jpg"",""124870-2.jpg"",""124870-3.jpg"",""124870-4.jpg"",]",155,155,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Super nutritious slices, each with the goodness of a glass of cow’s milk</span></li>
 	<li><span class=""a-list-item"">Wrapped individually to preserve its taste, nutrition and freshness</span></li>
 	<li><span class=""a-list-item"">Burgers or cakes, pastas or pizzas- if you’ve got the recipe, we’ve got the cheese</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
124871,49,124871.jpg,"Britannia Cheese for Pizza, 200g Box","[""124871.jpg"",""124871-1.jpg"",""124871-2.jpg"",""124871-3.jpg"",""124871-4.jpg"",]",150,150,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Delightful blend of cheddar and mozzarella</span></li>
 	<li><span class=""a-list-item"">Easy to shred</span></li>
 	<li><span class=""a-list-item"">Quick to melt</span></li>
 	<li><span class=""a-list-item"">It is delicious</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
127362,49,127362.jpg,"Britannia Cheese - Cubes, 200g Pack","[""127362.jpg"",""127362-1.jpg"",""127362-2.jpg"",""127362-3.jpg"",""127362-4.jpg"",]",150,150,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Small, handy chunks of taste that you can’t wait to bite into</span></li>
 	<li><span class=""a-list-item"">That’s why each cube comes thoughtfully wrapped in an easy-to-tear tape</span></li>
 	<li><span class=""a-list-item"">Burgers or cakes, pastas or pizzas- if you’ve got the recipe, we’ve got the cheese</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
128596,49,128596.jpg,"Rich’s Whip Topping, 2kg Carton","[""128596.jpg"",""128596-1.jpg"",""128596-2.jpg"",""128596-3.jpg"",""128596-4.jpg"",]",0,0,0,1,3,32,0,0,0,0,1,2,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Trans fat free</span></li>
 	<li><span class=""a-list-item"">Superb as an icing on cakes, filling for pastries and making desserts</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
137575,49,137575.jpg,"Milky Mist Paneer - Cottage Cheese, 1Kg Pack","[""137575.jpg"",""137575-1.jpg"",""137575-2.jpg"",""137575-3.jpg"",""137575-4.jpg"",]",360,360,0,1,3,32,0,0,0,0,1,1,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">100% vegetarian and power of protein</span></li>
 	<li><span class=""a-list-item"">Excellent source of calcium</span></li>
 	<li><span class=""a-list-item"">Just add paneer to any dish for soft and mild</span></li>
 	<li><span class=""a-list-item"">No artificial flavours and colours</span></li>
 	<li><span class=""a-list-item"">No added preservatives</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
154902,49,154902.jpg,"Amul Ice Cream - Alphonso Mango, 750ml (Buy 1 get 1)","[""154902.jpg"",""154902-1.jpg"",""154902-2.jpg"",""154902-3.jpg"",""154902-4.jpg"",]",220,220,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,1,"Amul Ice Cream - Alphonso Mango, 750ml",,,,0,1,0,0,1,0,,0,18,
161897,49,161897.jpg,Amul Delicious Margarine 500 g,"[""161897.jpg"",""161897-1.jpg"",""161897-2.jpg"",""161897-3.jpg"",""161897-4.jpg"",]",73,73,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,Amul Delicious Margarine 500 gmFSSAI's Initiative on Safe & Nutritious Food. ,,,,0,1,0,0,1,0,,0,0,
161898,49,161898.jpg,Amul Delicious Margarine 100 g,"[""161898.jpg"",""161898-1.jpg"",""161898-2.jpg"",""161898-3.jpg"",""161898-4.jpg"",]",15,15,0,1,3,32,0,0,1,100,0,0,0,0,0,0,0,0,Amul Delicious Margarine 500 gmFSSAI's Initiative on Safe & Nutritious Food. ,,,,0,1,0,0,1,0,,0,0,
161899,49,161899.jpg,"Amul Masti Butter Milk, Spiced, 200ml","[""161899.jpg"",""161899-1.jpg"",""161899-2.jpg"",""161899-3.jpg"",""161899-4.jpg"",]",12,12,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,1,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">It is produced in very hygienic and clean atmosphere</span></li>
 	<li><span class=""a-list-item"">Scientific bacterial culture in Amul Buttermilk</span></li>
 	<li><span class=""a-list-item"">This is a vegetarian product</span></li>
 	<li><span class=""a-list-item"">Country of Origin: India</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
172917,49,172917.jpg,"Brown & Polson Vanilla Custard Powder, 500g","[""172917.jpg"",""172917-1.jpg"",""172917-2.jpg"",""172917-3.jpg"",""172917-4.jpg"",]",109,109,0,1,3,32,0,0,1,500,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Easy-to-make dessert</span></li>
 	<li><span class=""a-list-item"">Country of Origin: India</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
175116,49,175116.jpg,"Sofit Soya Milk Kesar Pista, 1L","[""175116.jpg"",""175116-1.jpg"",""175116-2.jpg"",""175116-3.jpg"",""175116-4.jpg"",]",130,130,0,1,3,32,0,0,0,0,0,0,0,0,1,1,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Sofit: Healthy energy to do more!</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk contains protein, vitamins, omega-3, fibre and calcium for your daily energy needs</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk is lactose free, no cholesterol and no added preservatives</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk is available is 6 flavours - natural, chocolate, vanilla, kesar pista, mango and coffee mocha</span></li>
 	<li><span class=""a-list-item"">Available in 200ml and 1 lt packs</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
175118,49,175118.jpg,"Sofit Soya Milk Chocolate, 1L","[""175118.jpg"",""175118-1.jpg"",""175118-2.jpg"",""175118-3.jpg"",""175118-4.jpg"",]",130,130,0,1,3,32,0,0,0,0,0,0,0,0,1,1,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Sofit: Healthy energy to do more!</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk contains protein, vitamins, omega-3, fibre and calcium for your daily energy needs</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk is lactose free, no cholesterol and no added preservatives</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk is available is 6 flavours - natural, chocolate, vanilla, kesar pista, mango and coffee mocha</span></li>
 	<li><span class=""a-list-item"">Available in 200ml and 1 lt packs</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
176362,49,176362.jpg,Milky Mist Khova - Unsweetened 1 kg Pouch,"[""176362.jpg"",""176362-1.jpg"",""176362-2.jpg"",""176362-3.jpg"",""176362-4.jpg"",]",275,275,0,1,3,32,0,0,0,0,1,1,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Made from pure milk gives you that creamy texture and milky aroma</span></li>
 	<li><span class=""a-list-item"">Widely supplied to all Institutions such as sweet makers</span></li>
 	<li><span class=""a-list-item"">Uniformly fine granules</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
176364,49,176364.jpg,"Milky Mist Kalakand, 1 kg Pouch","[""176364.jpg"",""176364-1.jpg"",""176364-2.jpg"",""176364-3.jpg"",""176364-4.jpg"",]",260,260,0,1,3,32,0,0,0,0,1,1,0,0,0,0,0,0,"Milky Mist Kalakand is finished of solidified, sweetened milk and cottage cheese. The usual method of making this sweet is very time consuming. It is an extremely healthy, filled with calcium & protein. It is soft, grainy in texture which is just mouth watering fresh & rich in flavor & loved by all.",,,,0,1,0,0,1,0,,0,0,
181597,49,181597.jpg,Palmo Coconut Milk Powder 300 g,"[""181597.jpg"",""181597-1.jpg"",""181597-2.jpg"",""181597-3.jpg"",""181597-4.jpg"",]",215,215,0,1,3,32,0,0,1,300,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Easy to make rich and delicious coconut milk</span></li>
 	<li><span class=""a-list-item"">Turns dishes delicious</span></li>
 	<li><span class=""a-list-item"">palmo Coconut Milk Powder is made from select authentic Kerala Coconuts</span></li>
 	<li><span class=""a-list-item"">Coconut Milk Powder is non-messy, easy &amp; convenient to use. Just add it in warm water to make coconut milk. Ready in under a minute.</span></li>
 	<li><span class=""a-list-item"">Long Shelf Life: 365 Days from date of packing. So, get the taste of coconuts anytime in any cooking</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
181598,49,181598.jpg,Palmo Coconut Milk Powder 25 g (Pack of 30),"[""181598.jpg"",""181598-1.jpg"",""181598-2.jpg"",""181598-3.jpg"",""181598-4.jpg"",]",200,200,0,1,3,32,0,0,1,25,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Easy to make rich and delicious coconut milk</span></li>
 	<li><span class=""a-list-item"">Turns dishes delicious</span></li>
 	<li><span class=""a-list-item"">palmo Coconut Milk Powder is made from select authentic Kerala Coconuts</span></li>
 	<li><span class=""a-list-item"">Coconut Milk Powder is non-messy, easy &amp; convenient to use. Just add it in warm water to make coconut milk. Ready in under a minute.</span></li>
 	<li><span class=""a-list-item"">Long Shelf Life: 365 Days from date of packing. So, get the taste of coconuts anytime in any cooking</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
184607,49,184607.jpg,"Nandini Good Life Toned Milk, 1L","[""184607.jpg"",""184607-1.jpg"",""184607-2.jpg"",""184607-3.jpg"",""184607-4.jpg"",]",53,53,0,1,3,32,0,0,0,0,0,0,0,0,1,1,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Thick pure milk</span></li>
 	<li><span class=""a-list-item"">Needs no boiling</span></li>
 	<li><span class=""a-list-item"">No preservatives or chemicals used</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
189439,49,189439.jpg,Palmo Coconut Milk Pwd 1 kg,"[""189439.jpg"",""189439-1.jpg"",""189439-2.jpg"",""189439-3.jpg"",""189439-4.jpg"",]",695,695,0,1,3,32,0,0,0,0,1,1,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Easy to make rich and delicious coconut milk</span></li>
 	<li><span class=""a-list-item"">Turns dishes delicious</span></li>
 	<li><span class=""a-list-item"">palmo Coconut Milk Powder is made from select authentic Kerala Coconuts</span></li>
 	<li><span class=""a-list-item"">Coconut Milk Powder is non-messy, easy &amp; convenient to use. Just add it in warm water to make coconut milk. Ready in under a minute.</span></li>
 	<li><span class=""a-list-item"">Long Shelf Life: 365 Days from date of packing. So, get the taste of coconuts anytime in any cooking</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
333354,49,333354.jpg,"Cavin's Milkshake, Chocolate, 180ml","[""333354.jpg"",""333354-1.jpg"",""333354-2.jpg"",""333354-3.jpg"",""333354-4.jpg"",]",30,30,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,1,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Stronger bones and teeth</span></li>
 	<li><span class=""a-list-item"">Energy for vigor and vitality</span></li>
 	<li><span class=""a-list-item"">Empowering the body and mind</span></li>
</ul>",,,,0,1,0,0,1,0,,0,12,
333355,49,333355.jpg,"Cavin's Milkshake, Kaju Butterscotch, 180ml","[""333355.jpg"",""333355-1.jpg"",""333355-2.jpg"",""333355-3.jpg"",""333355-4.jpg"",]",30,30,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,1,"Enriched with Calcium,Magnesium,Vitamins D,A and Phosphorous",,,,0,1,0,0,1,0,,0,12,
334397,49,334397.jpg,"Britannia Cake - Butter Blast, 60g Pack","[""334397.jpg"",""334397-1.jpg"",""334397-2.jpg"",""334397-3.jpg"",""334397-4.jpg"",]",15,15,0,1,3,30,0,0,1,60,0,0,0,0,0,0,0,0,Britannia Cake - Butter Blast,,,,0,1,0,0,1,0,,0,18,
334398,49,334398.jpg,Britannia Milky Masti Bar Cake 60g,"[""334398.jpg"",""334398-1.jpg"",""334398-2.jpg"",""334398-3.jpg"",""334398-4.jpg"",]",15,15,0,1,3,30,0,0,1,60,0,0,0,0,0,0,0,0,Britannia Milky Masti Bar Cake,,,,0,1,0,0,1,0,,0,18,
334399,49,334399.jpg,"Britannia Choco Chill Cake, 60g","[""334399.jpg"",""334399-1.jpg"",""334399-2.jpg"",""334399-3.jpg"",""334399-4.jpg"",]",15,15,0,1,3,30,0,0,1,60,0,0,0,0,0,0,0,0,"The cake is made of milk and pure chocolate
The cake is a delicious one and is loved by people of all ages",,,,0,1,0,0,1,0,,0,18,
334400,49,334400.jpg,"Britannia Cake, Fruity Fun, 60g","[""334400.jpg"",""334400-1.jpg"",""334400-2.jpg"",""334400-3.jpg"",""334400-4.jpg"",]",15,15,0,1,3,30,0,0,1,60,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Contains egg</span></li>
 	<li><span class=""a-list-item"">Contains pineapple cuts and orange pulp</span></li>
</ul>",,,,0,1,0,0,1,0,,0,18,
334401,49,334401.jpg,"Britannia Cake, Pineapple Plunge, 60g","[""334401.jpg"",""334401-1.jpg"",""334401-2.jpg"",""334401-3.jpg"",""334401-4.jpg"",]",15,15,0,1,3,30,0,0,1,60,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Unique pineapple flavour</span></li>
 	<li><span class=""a-list-item"">Soft and fluffy cake</span></li>
 	<li><span class=""a-list-item"">Fruit flavour in every bite</span></li>
 	<li><span class=""a-list-item"">Tasty and preferred by people of all age groups</span></li>
</ul>",,,,0,1,0,0,1,0,,0,18,
334402,49,334402.jpg,"Britannia Cake - Orange Bites, 60g Pouch","[""334402.jpg"",""334402-1.jpg"",""334402-2.jpg"",""334402-3.jpg"",""334402-4.jpg"",]",15,15,0,1,3,30,0,0,1,60,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Spongy and juicy</span></li>
 	<li><span class=""a-list-item"">All natural ingredients</span></li>
 	<li><span class=""a-list-item"">Perfect for breakfast or teatime</span></li>
 	<li><span class=""a-list-item"">100 percent vegetarian</span></li>
</ul>",,,,0,1,0,0,1,0,,0,18,
336835,49,336835.jpg,"Britannia Cake - Nuts and Raisin Romance, 160g Pack","[""336835.jpg"",""336835-1.jpg"",""336835-2.jpg"",""336835-3.jpg"",""336835-4.jpg"",]",50,50,0,1,3,30,0,0,1,60,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Contains raisins, almond bits and orange peel</span></li>
 	<li><span class=""a-list-item"">Contains egg</span></li>
</ul>",,,,0,1,0,0,1,0,,0,18,
270620,49,270620.jpg,"Nandini Paneer, 200 g Pouch","[""270620.jpg"",""270620-1.jpg"",""270620-2.jpg"",""270620-3.jpg"",""270620-4.jpg"",]",80,80,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,"As a part of the Karnataka Co operative Milk Federation, Nandini is a renowned Indian culinary brand that brings you the purest and best dairy products. The Nandini brand of paneer is one of the freshest products that you can use in a number of dishes.",,,,0,1,0,0,1,0,,0,0,
270621,49,270621.jpg,Nandini Paneer 1 kg,"[""270621.jpg"",""270621-1.jpg"",""270621-2.jpg"",""270621-3.jpg"",""270621-4.jpg"",]",320,320,0,1,3,32,0,0,0,0,1,1,0,0,0,0,0,0,"Nandini Paneer is an Indian cheese with a slightly chewy consistency and mild flavor. It is one of the most wonderful dishes, a fresh cheese usually used and prepared in approximately every kitchen and occasions.",,,,0,1,0,0,1,0,,0,0,
274423,49,274423.jpg,"Gowardhan Go Mozzarella Cheese - Diced, 2 kg Pouch","[""274423.jpg"",""274423-1.jpg"",""274423-2.jpg"",""274423-3.jpg"",""274423-4.jpg"",]",1030,1030,0,1,3,32,0,0,0,0,1,2,0,0,0,0,0,0,Gowardhan Go Mozzarella Cheese - Diced 2 kg,,,,0,1,0,0,1,0,,0,12,
274500,49,274500.jpg,"Sofit SOYA Milk - Vanilla, 200ml Carton","[""274500.jpg"",""274500-1.jpg"",""274500-2.jpg"",""274500-3.jpg"",""274500-4.jpg"",]",35,35,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,1,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Protein rich</span></li>
 	<li><span class=""a-list-item"">Cholesterol free</span></li>
 	<li><span class=""a-list-item"">Contains Omega-3 and Isoflavones</span></li>
</ul>",,,,0,1,0,0,1,0,,0,12,
274920,49,274920.jpg,"Sofit SOYA Milk Vanilla, 1L","[""274920.jpg"",""274920-1.jpg"",""274920-2.jpg"",""274920-3.jpg"",""274920-4.jpg"",]",130,130,0,1,3,32,0,0,0,0,0,0,0,0,1,1,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Sofit: Healthy energy to do more!</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk contains protein, vitamins, omega-3, fibre and calcium for your daily energy needs</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk is lactose free, no cholesterol and no added preservatives</span></li>
 	<li><span class=""a-list-item"">Sofit Soya milk is available is 6 flavours - natural, chocolate, vanilla, kesar pista, mango and coffee mocha</span></li>
 	<li><span class=""a-list-item"">Available in 200ml and 1 lt packs</span></li>
</ul>",,,,0,1,0,0,1,0,,0,12,
275290,49,275290.jpg,Britannia Cream Processed Cheese Pouch 180 g,"[""275290.jpg"",""275290-1.jpg"",""275290-2.jpg"",""275290-3.jpg"",""275290-4.jpg"",]",250,250,0,1,3,32,0,0,1,180,0,0,0,0,0,0,0,0,Britannia Cream Processed Cheese Pouch,,,,0,1,0,0,1,0,,0,12,
277877,49,277877.jpg,Milky Mist Mozzarella Pizza Cheese Pouch 1 kg,"[""277877.jpg"",""277877-1.jpg"",""277877-2.jpg"",""277877-3.jpg"",""277877-4.jpg"",]",455,455,0,1,3,32,0,0,0,0,1,1,0,0,0,0,0,0,Britannia Cream Processed Cheese Pouch,,,,0,1,0,0,1,0,,0,12,
277878,49,277878.jpg,Milkymist Set Curd 400g,"[""277878.jpg"",""277878-1.jpg"",""277878-2.jpg"",""277878-3.jpg"",""277878-4.jpg"",]",50,50,0,1,3,32,0,0,1,400,0,0,0,0,0,0,0,0,Milky Mist Curd - 400 g Pack,,,,0,1,0,0,1,0,,0,0,
279587,49,279587.jpg,"Amul Cheese Chiplets (Cubes), 1 kg Pack of 40, each 25 gm","[""279587.jpg"",""279587-1.jpg"",""279587-2.jpg"",""279587-3.jpg"",""279587-4.jpg"",]",350,350,0,1,3,32,0,0,0,0,1,1,0,0,0,0,0,0,"The cubic shapes of Amul Processed Cheese Chiplets make it perfect for parties. They are best served with pineapple dices, and to add some zing, you can sprinkle some chaat masala over the cubes. This nutritious product from the house of Amul is rich in milk proteins and calcium. Although these cheese cubes add something more to your party platter, you can also grate the cheese and add it to your sauce or soup to make it creamier and thicker.",,,,0,1,0,0,1,0,,0,0,
279588,49,279588.jpg,"Amul Paneer - Malai, 200g Pack","[""279588.jpg"",""279588-1.jpg"",""279588-2.jpg"",""279588-3.jpg"",""279588-4.jpg"",]",75,75,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,Amul Paneer - Malai,,,,0,1,0,0,1,0,,0,0,
290829,49,290829.jpg,"Gowardhan Fresh Paneer - Classic Block, 200 g Pouch","[""290829.jpg"",""290829-1.jpg"",""290829-2.jpg"",""290829-3.jpg"",""290829-4.jpg"",]",97,97,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,"Gowardhan Paneer is unsalted, home-made, colorless cheese. It is a protein-rich food. It is usually served chopped into cubes and fried with spinach and many other ingredients such as garlic and onions.",,,,0,1,0,0,1,0,,0,0,
292062,49,292062.jpg,"Nestle a+ Nourish Dahi, 200g Pouch","[""292062.jpg"",""292062-1.jpg"",""292062-2.jpg"",""292062-3.jpg"",""292062-4.jpg"",]",35,35,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Rich and creamy dahi with a great taste.</span></li>
 	<li><span class=""a-list-item"">Each 200g cup of Nestle Dahi provides 2 of the 3 dairy serves needed by an average adult.</span></li>
 	<li><span class=""a-list-item"">Thick and delicious pasteurised double toned dahi.</span></li>
 	<li><span class=""a-list-item"">It contains no added preservative.</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
292064,49,292064.jpg,"Nestle a+ Nourish Dahi, 400g Pouch","[""292064.jpg"",""292064-1.jpg"",""292064-2.jpg"",""292064-3.jpg"",""292064-4.jpg"",]",65,65,0,1,3,32,0,0,1,400,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Rich and creamy dahi with a great taste.</span></li>
 	<li><span class=""a-list-item"">Each 200g cup of Nestle Dahi provides 2 of the 3 dairy serves needed by an average adult.</span></li>
 	<li><span class=""a-list-item"">Thick and delicious pasteurised double toned dahi.</span></li>
 	<li><span class=""a-list-item"">It contains no added preservative.</span></li>
</ul>",,,,0,1,0,0,1,0,,0,0,
292401,49,292401.jpg,"Amul Cheese - Processed, 200g","[""292401.jpg"",""292401-1.jpg"",""292401-2.jpg"",""292401-3.jpg"",""292401-4.jpg"",]",106,106,0,1,3,32,0,0,1,200,0,0,0,0,0,0,0,0,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">It is a popular cheese for snacking on its own as chiplets and slices</span></li>
 	<li><span class=""a-list-item"">Good source of Calcium and milk Proteins</span></li>
 	<li><span class=""a-list-item"">Processed cheese can be added to omelettes, pizza, souffles, au gratins, fondues</span></li>
 	<li><span class=""a-list-item"">The Cheese makes a delightful pairing with fruits such as apples, pears and melons</span></li>
</ul>",,,,0,1,0,0,1,0,,0,12,
292619,49,292619.jpg,Yakult Milk Drink - 325ml 1 (Pack of 10),"[""292619.jpg"",""292619-1.jpg"",""292619-2.jpg"",""292619-3.jpg"",""292619-4.jpg"",]",700,700,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,1,Yakult Milk Drink - 325ml ,,,,0,1,0,0,1,0,,0,5,
