id,name
413632,Kitchens Of India Darbari 285g
418752,Licious Hyd Shaami Kebab Mutton 220g
240040,Tetley Original Real Taste Tea Bags Carton 100 N
240057,Tetley Original Real Taste Tea Bags Carton 250 N
263594,Tetley green Tea Invigorating ginger Mint and Lemon Tea Bags Carton10 N
263599,Tetley Uplifting Honey Lemon green Tea Bags Carton 10 N
264559,Tetley Refreshing Pure Original green Tea Bags Carton 10 N
266595,Brooke Bond Taj Mahal Tea Bags Carton 25 N
267222,Twinings Darjeeling Tea Bags Carton 25 N
267231,Twinings Earl grey Tea Bags Carton 25 N
267232,Twinings Lemon Tea Bags Carton 25 N
267234,Twinings English Breakfast Tea Bags Carton 25 N
267237,Twinings green Tea Bags Carton 25 N
267248,Twinings Mint green Tea Bags Carton 25 N
267263,Twinings Lemon green Tea Bags Carton 25 N
267266,Twinings Earl grey Tea Bags Carton 25 N
273491,Tetley Uplifting Honey Lemon green Tea Bags Carton 25 N
273494,Tetley Refreshing Pure Original green Tea Bags Carton 100 N
273496,Tetley green Tea Uplifting Lemon and Honey Tea Bags Carton 100 N
273497,Tetley green Tea Invigorating ginger Mint and Lemon Tea Bags Carton 100 N
274965,Twinings Lemon green Tea Bags Carton100 N
297467,Tetley Masala Chai Tea Bags Carton 50 N
297481,Tetley ginger Zing Tea Bags Carton 50 N
297498,Tetley Lemon Twist Tea Bags Carton 50 N
297511,Tetley Elaichi Tea Bags Carton 50 N
307985,Tata Tea Premium Tea Bags Carton 100 N
314285,Brooke Bond Taj Mahal Rich Masala Tea Carton25 N
322856,Typhoo green Tea Bags Carton 25 N
322858,Typhoo Spicer Orange Tea Bags Carton 25 N
322863,Typhoo green Tea Bags Carton 100 N
330773,Typhoo Lemongrass green Tea Bags Carton 25 N
332555,Tetley Refreshing Pure Original green Tea Bags Carton 25N
332587,Lipton Pure and Light green Tea Bags Carton 25 N
332588,Lipton Citrus green Tea Bags Carton 10 N
333193,Twinings Honey Lemon Tea Bags Carton 25 N
336254,Brooke Bond Taj Mahal Spicy ginger Tea Carton 25 N
336336,Lipton green Tea Pure and Light Carton 100 N
339305,Lipton Honey Lemon green Tea Bags Carton 25 N
339306,Lipton Tulsi green Tea Bags Carton 25 N
342830,Eco Valley Natural Lemon green Tea Bags Carton 25 N
342831,Eco Valley Pure green Tea Bags Carton 25 N
356169,Eco Valley Natural ginger Lemon Mulethi green Tea Bags Carton 25 N
357413,Typhoo Tulsi green Tea Bags Carton 25 N
362916,Lipton green Tea Lemon Zest Carton 25 N
362917,Lipton green Tea Mint Brust Tea Bags 33N
366560,Lipton green Tea Honey Lemon Carton 100 N
371455,Te A Me Tulsi green Tea Bags Carton 25 N
371456,Te A Me Honey Lemon green Tea Bags Carton 25 N
371458,Te A Me green Tea Bags Carton 100 N
371459,Te A Me Assam Tea Bags Carton 100 N
379983,24 Mantra Organic Green Tea Carton 25 N
379985,24 Mantra Tulsi Tea Bag 50 N
379987,24 Mantra Assam Tea Bags 50 N
385742,Te A Me Cheer Apple Cranberry Herbal Tea Bags Carton25 N
385782,Tetley Original Real Taste Tea Bags Carton100 N
392686,Himalaya Green Tea Carton 60 N
424533,Tata Tea Tulsi green 25 N 
273493,Tata Tetley Gingr Lmn Tb 25 N
332140,Twinings Assam Tea Bags Carton 100 N
332586,Lipton green Tea Pure and Light Carton 10 N
342445,Fine Life Tea Bags Pouch 25'N (Pack of 2)
360361,Fine Life Honey Lemon green Tea Pouch 25'N(Pack of 2)
374024,Typhoo lemon and honey green tea bags carton 25'N
377874,Sugar Free Green Stevia Pellet 100'N
385740,Te A Me Metro Exclusive Gift Pack Tea Bags Carton 40'N
