id,brand_name,status
996,biskfarm,1
997,breathe ez n95,1
998,chefs,1
999,cup noodles,1
1000,derby,1
1001,gourmet's,1
1002,kerk deluxe,1
1003,loacker quadratini,1
1004,malas,1
1005,mars,1
1006,mayora,1
1007,meatzza,1
1008,milkist,1
1009,mint-o,1
1010,mother's,1
1011,nando's,1
1012,oateo,1
1013,orion,1
1014,pintola,1
1015,pran,1
1016,soft n silky,1
1017,st dalfour,1
1018,tasty pixel,1
